,Station,Arrive,Depart,Train,index,Station_sequence
1666,大宮(埼玉),2021-11-30 09:11:00,2021-11-30 09:11:00,09-12-上野-スワローあかぎ,0.0,大宮(埼玉)
1667,浦和,2021-11-30 09:18:00,2021-11-30 09:18:00,09-12-上野-スワローあかぎ,1.0,浦和
1668,赤羽,2021-11-30 09:27:00,2021-11-30 09:27:00,09-12-上野-スワローあかぎ,2.0,赤羽
2978,赤羽,2021-11-30 09:28:00,2021-11-30 09:28:00,09-12-上野-スワローあかぎ,2.5,赤羽
1669,上野,2021-11-30 09:39:00,,09-12-上野-スワローあかぎ,3.0,上野/新宿
1035,大宮(埼玉),2021-11-30 09:16:00,2021-11-30 09:16:00,09-18-熱海-普通,0.0,大宮(埼玉)
1036,さいたま新都心,2021-11-30 09:21:00,2021-11-30 09:21:00,09-18-熱海-普通,1.0,さいたま新都心
2642,さいたま新都心,2021-11-30 09:22:00,2021-11-30 09:22:00,09-18-熱海-普通,1.5,さいたま新都心
1037,浦和,2021-11-30 09:26:00,2021-11-30 09:26:00,09-18-熱海-普通,2.0,浦和
1038,赤羽,2021-11-30 09:35:00,2021-11-30 09:35:00,09-18-熱海-普通,3.0,赤羽
1039,尾久,2021-11-30 09:40:00,2021-11-30 09:40:00,09-18-熱海-普通,4.0,尾久/池袋
1040,上野,2021-11-30 09:47:00,2021-11-30 09:47:00,09-18-熱海-普通,5.0,上野/新宿
2643,上野,2021-11-30 09:50:00,2021-11-30 09:50:00,09-18-熱海-普通,5.5,上野/新宿
1041,東京,2021-11-30 09:55:00,2021-11-30 09:55:00,09-18-熱海-普通,6.0,東京/渋谷
2644,東京,2021-11-30 09:56:00,2021-11-30 09:56:00,09-18-熱海-普通,6.5,東京/渋谷
1042,新橋,2021-11-30 09:59:00,2021-11-30 09:59:00,09-18-熱海-普通,7.0,新橋/恵比寿
1043,品川,2021-11-30 10:04:00,2021-11-30 10:04:00,09-18-熱海-普通,8.0,品川/大崎
2645,品川,2021-11-30 10:05:00,2021-11-30 10:05:00,09-18-熱海-普通,8.5,品川/大崎
1044,川崎,2021-11-30 10:13:00,2021-11-30 10:13:00,09-18-熱海-普通,9.0,川崎/武蔵小杉
1045,横浜,2021-11-30 10:22:00,2021-11-30 10:22:00,09-18-熱海-普通,10.0,横浜
2646,横浜,2021-11-30 10:26:00,2021-11-30 10:26:00,09-18-熱海-普通,10.5,横浜
1046,戸塚,2021-11-30 10:35:00,2021-11-30 10:35:00,09-18-熱海-普通,11.0,戸塚
2647,戸塚,2021-11-30 10:36:00,2021-11-30 10:36:00,09-18-熱海-普通,11.5,戸塚
1047,大船,2021-11-30 10:41:00,2021-11-30 10:41:00,09-18-熱海-普通,12.0,大船
1048,藤沢,2021-11-30 10:45:00,2021-11-30 10:45:00,09-18-熱海-普通,13.0,藤沢
2648,藤沢,2021-11-30 10:46:00,2021-11-30 10:46:00,09-18-熱海-普通,13.5,藤沢
1049,辻堂,2021-11-30 10:49:00,2021-11-30 10:49:00,09-18-熱海-普通,14.0,辻堂
1050,茅ケ崎,2021-11-30 10:52:00,2021-11-30 10:52:00,09-18-熱海-普通,15.0,茅ケ崎
2649,茅ケ崎,2021-11-30 10:53:00,2021-11-30 10:53:00,09-18-熱海-普通,15.5,茅ケ崎
1051,平塚,2021-11-30 10:57:00,2021-11-30 10:57:00,09-18-熱海-普通,16.0,平塚
1052,大磯,2021-11-30 11:00:00,2021-11-30 11:00:00,09-18-熱海-普通,17.0,大磯
2650,大磯,2021-11-30 11:01:00,2021-11-30 11:01:00,09-18-熱海-普通,17.5,大磯
1053,二宮,2021-11-30 11:05:00,2021-11-30 11:05:00,09-18-熱海-普通,18.0,二宮
1054,国府津,2021-11-30 11:09:00,2021-11-30 11:09:00,09-18-熱海-普通,19.0,国府津
2651,国府津,2021-11-30 11:10:00,2021-11-30 11:10:00,09-18-熱海-普通,19.5,国府津
1055,鴨宮,2021-11-30 11:13:00,2021-11-30 11:13:00,09-18-熱海-普通,20.0,鴨宮
1056,小田原,2021-11-30 11:16:00,2021-11-30 11:16:00,09-18-熱海-普通,21.0,小田原
2652,小田原,2021-11-30 11:17:00,2021-11-30 11:17:00,09-18-熱海-普通,21.5,小田原
1057,早川,2021-11-30 11:19:00,2021-11-30 11:19:00,09-18-熱海-普通,22.0,早川
2653,早川,2021-11-30 11:20:00,2021-11-30 11:20:00,09-18-熱海-普通,22.5,早川
1058,根府川,2021-11-30 11:24:00,2021-11-30 11:24:00,09-18-熱海-普通,23.0,根府川
2654,根府川,2021-11-30 11:25:00,2021-11-30 11:25:00,09-18-熱海-普通,23.5,根府川
1059,真鶴,2021-11-30 11:30:00,2021-11-30 11:30:00,09-18-熱海-普通,24.0,真鶴
1060,湯河原,2021-11-30 11:34:00,2021-11-30 11:34:00,09-18-熱海-普通,25.0,湯河原
1061,熱海,2021-11-30 11:41:00,,09-18-熱海-普通,26.0,熱海
1308,大宮(埼玉),2021-11-30 09:32:00,2021-11-30 09:32:00,09-33-品川-普通,0.0,大宮(埼玉)
1309,さいたま新都心,2021-11-30 09:36:00,2021-11-30 09:36:00,09-33-品川-普通,1.0,さいたま新都心
2789,さいたま新都心,2021-11-30 09:37:00,2021-11-30 09:37:00,09-33-品川-普通,1.5,さいたま新都心
1310,浦和,2021-11-30 09:41:00,2021-11-30 09:41:00,09-33-品川-普通,2.0,浦和
1311,赤羽,2021-11-30 09:50:00,2021-11-30 09:50:00,09-33-品川-普通,3.0,赤羽
1312,尾久,2021-11-30 09:55:00,2021-11-30 09:55:00,09-33-品川-普通,4.0,尾久/池袋
1313,上野,2021-11-30 10:02:00,2021-11-30 10:02:00,09-33-品川-普通,5.0,上野/新宿
2790,上野,2021-11-30 10:03:00,2021-11-30 10:03:00,09-33-品川-普通,5.5,上野/新宿
1314,東京,2021-11-30 10:08:00,2021-11-30 10:08:00,09-33-品川-普通,6.0,東京/渋谷
2791,東京,2021-11-30 10:09:00,2021-11-30 10:09:00,09-33-品川-普通,6.5,東京/渋谷
1315,新橋,2021-11-30 10:12:00,2021-11-30 10:12:00,09-33-品川-普通,7.0,新橋/恵比寿
1316,品川,2021-11-30 10:18:00,,09-33-品川-普通,8.0,品川/大崎
1816,大宮(埼玉),2021-11-30 09:42:00,2021-11-30 09:42:00,09-43-平塚-普通,0.0,大宮(埼玉)
1817,さいたま新都心,2021-11-30 09:46:00,2021-11-30 09:46:00,09-43-平塚-普通,1.0,さいたま新都心
1818,浦和,2021-11-30 09:50:00,2021-11-30 09:50:00,09-43-平塚-普通,2.0,浦和
1819,赤羽,2021-11-30 09:58:00,2021-11-30 09:58:00,09-43-平塚-普通,3.0,赤羽
3061,赤羽,2021-11-30 09:59:00,2021-11-30 09:59:00,09-43-平塚-普通,3.5,赤羽
1820,尾久,2021-11-30 10:03:00,2021-11-30 10:03:00,09-43-平塚-普通,4.0,尾久/池袋
1821,上野,2021-11-30 10:09:00,2021-11-30 10:09:00,09-43-平塚-普通,5.0,上野/新宿
3062,上野,2021-11-30 10:11:00,2021-11-30 10:11:00,09-43-平塚-普通,5.5,上野/新宿
1822,東京,2021-11-30 10:16:00,2021-11-30 10:16:00,09-43-平塚-普通,6.0,東京/渋谷
3063,東京,2021-11-30 10:17:00,2021-11-30 10:17:00,09-43-平塚-普通,6.5,東京/渋谷
1823,新橋,2021-11-30 10:20:00,2021-11-30 10:20:00,09-43-平塚-普通,7.0,新橋/恵比寿
1824,品川,2021-11-30 10:26:00,2021-11-30 10:26:00,09-43-平塚-普通,8.0,品川/大崎
3064,品川,2021-11-30 10:27:00,2021-11-30 10:27:00,09-43-平塚-普通,8.5,品川/大崎
1825,川崎,2021-11-30 10:35:00,2021-11-30 10:35:00,09-43-平塚-普通,9.0,川崎/武蔵小杉
3065,川崎,2021-11-30 10:36:00,2021-11-30 10:36:00,09-43-平塚-普通,9.5,川崎/武蔵小杉
1826,横浜,2021-11-30 10:43:00,2021-11-30 10:43:00,09-43-平塚-普通,10.0,横浜
3066,横浜,2021-11-30 10:44:00,2021-11-30 10:44:00,09-43-平塚-普通,10.5,横浜
1827,戸塚,2021-11-30 10:53:00,2021-11-30 10:53:00,09-43-平塚-普通,11.0,戸塚
3067,戸塚,2021-11-30 10:54:00,2021-11-30 10:54:00,09-43-平塚-普通,11.5,戸塚
1828,大船,2021-11-30 10:59:00,2021-11-30 10:59:00,09-43-平塚-普通,12.0,大船
3068,大船,2021-11-30 11:00:00,2021-11-30 11:00:00,09-43-平塚-普通,12.5,大船
1829,藤沢,2021-11-30 11:04:00,2021-11-30 11:04:00,09-43-平塚-普通,13.0,藤沢
1830,辻堂,2021-11-30 11:07:00,2021-11-30 11:07:00,09-43-平塚-普通,14.0,辻堂
3069,辻堂,2021-11-30 11:08:00,2021-11-30 11:08:00,09-43-平塚-普通,14.5,辻堂
1831,茅ケ崎,2021-11-30 11:11:00,2021-11-30 11:11:00,09-43-平塚-普通,15.0,茅ケ崎
1832,平塚,2021-11-30 11:16:00,,09-43-平塚-普通,16.0,平塚
1662,大宮(埼玉),2021-11-30 09:49:00,2021-11-30 09:49:00,09-50-上野-スワローあかぎ,0.0,大宮(埼玉)
1663,浦和,2021-11-30 09:55:00,2021-11-30 09:55:00,09-50-上野-スワローあかぎ,1.0,浦和
1664,赤羽,2021-11-30 10:04:00,2021-11-30 10:04:00,09-50-上野-スワローあかぎ,2.0,赤羽
1665,上野,2021-11-30 10:13:00,,09-50-上野-スワローあかぎ,3.0,上野/新宿
455,大宮(埼玉),2021-11-30 10:06:00,2021-11-30 10:06:00,10-07-上野-普通,0.0,大宮(埼玉)
456,さいたま新都心,2021-11-30 10:09:00,2021-11-30 10:09:00,10-07-上野-普通,1.0,さいたま新都心
457,浦和,2021-11-30 10:14:00,2021-11-30 10:14:00,10-07-上野-普通,2.0,浦和
458,赤羽,2021-11-30 10:22:00,2021-11-30 10:22:00,10-07-上野-普通,3.0,赤羽
459,尾久,2021-11-30 10:27:00,2021-11-30 10:27:00,10-07-上野-普通,4.0,尾久/池袋
460,上野,2021-11-30 10:34:00,,10-07-上野-普通,5.0,上野/新宿
242,大宮(埼玉),2021-11-30 10:12:00,2021-11-30 10:12:00,10-13-小田原-普通,0.0,大宮(埼玉)
243,さいたま新都心,2021-11-30 10:16:00,2021-11-30 10:16:00,10-13-小田原-普通,1.0,さいたま新都心
244,浦和,2021-11-30 10:20:00,2021-11-30 10:20:00,10-13-小田原-普通,2.0,浦和
2209,浦和,2021-11-30 10:21:00,2021-11-30 10:21:00,10-13-小田原-普通,2.5,浦和
245,赤羽,2021-11-30 10:28:00,2021-11-30 10:28:00,10-13-小田原-普通,3.0,赤羽
2210,赤羽,2021-11-30 10:29:00,2021-11-30 10:29:00,10-13-小田原-普通,3.5,赤羽
246,尾久,2021-11-30 10:33:00,2021-11-30 10:33:00,10-13-小田原-普通,4.0,尾久/池袋
2211,尾久,2021-11-30 10:34:00,2021-11-30 10:34:00,10-13-小田原-普通,4.5,尾久/池袋
247,上野,2021-11-30 10:39:00,2021-11-30 10:39:00,10-13-小田原-普通,5.0,上野/新宿
2212,上野,2021-11-30 10:41:00,2021-11-30 10:41:00,10-13-小田原-普通,5.5,上野/新宿
248,東京,2021-11-30 10:46:00,2021-11-30 10:46:00,10-13-小田原-普通,6.0,東京/渋谷
2213,東京,2021-11-30 10:47:00,2021-11-30 10:47:00,10-13-小田原-普通,6.5,東京/渋谷
249,新橋,2021-11-30 10:50:00,2021-11-30 10:50:00,10-13-小田原-普通,7.0,新橋/恵比寿
250,品川,2021-11-30 10:55:00,2021-11-30 10:55:00,10-13-小田原-普通,8.0,品川/大崎
2214,品川,2021-11-30 10:56:00,2021-11-30 10:56:00,10-13-小田原-普通,8.5,品川/大崎
251,川崎,2021-11-30 11:04:00,2021-11-30 11:04:00,10-13-小田原-普通,9.0,川崎/武蔵小杉
2215,川崎,2021-11-30 11:05:00,2021-11-30 11:05:00,10-13-小田原-普通,9.5,川崎/武蔵小杉
252,横浜,2021-11-30 11:12:00,2021-11-30 11:12:00,10-13-小田原-普通,10.0,横浜
2216,横浜,2021-11-30 11:14:00,2021-11-30 11:14:00,10-13-小田原-普通,10.5,横浜
253,戸塚,2021-11-30 11:23:00,2021-11-30 11:23:00,10-13-小田原-普通,11.0,戸塚
2217,戸塚,2021-11-30 11:24:00,2021-11-30 11:24:00,10-13-小田原-普通,11.5,戸塚
254,大船,2021-11-30 11:29:00,2021-11-30 11:29:00,10-13-小田原-普通,12.0,大船
255,藤沢,2021-11-30 11:33:00,2021-11-30 11:33:00,10-13-小田原-普通,13.0,藤沢
2218,藤沢,2021-11-30 11:34:00,2021-11-30 11:34:00,10-13-小田原-普通,13.5,藤沢
256,辻堂,2021-11-30 11:37:00,2021-11-30 11:37:00,10-13-小田原-普通,14.0,辻堂
257,茅ケ崎,2021-11-30 11:41:00,2021-11-30 11:41:00,10-13-小田原-普通,15.0,茅ケ崎
258,平塚,2021-11-30 11:46:00,2021-11-30 11:46:00,10-13-小田原-普通,16.0,平塚
2219,平塚,2021-11-30 11:50:00,2021-11-30 11:50:00,10-13-小田原-普通,16.5,平塚
259,大磯,2021-11-30 11:53:00,2021-11-30 11:53:00,10-13-小田原-普通,17.0,大磯
2220,大磯,2021-11-30 11:54:00,2021-11-30 11:54:00,10-13-小田原-普通,17.5,大磯
260,二宮,2021-11-30 11:58:00,2021-11-30 11:58:00,10-13-小田原-普通,18.0,二宮
261,国府津,2021-11-30 12:02:00,2021-11-30 12:02:00,10-13-小田原-普通,19.0,国府津
2221,国府津,2021-11-30 12:03:00,2021-11-30 12:03:00,10-13-小田原-普通,19.5,国府津
262,鴨宮,2021-11-30 12:05:00,2021-11-30 12:05:00,10-13-小田原-普通,20.0,鴨宮
2222,鴨宮,2021-11-30 12:06:00,2021-11-30 12:06:00,10-13-小田原-普通,20.5,鴨宮
263,小田原,2021-11-30 12:10:00,,10-13-小田原-普通,21.0,小田原
1376,大宮(埼玉),2021-11-30 10:32:00,2021-11-30 10:32:00,10-33-熱海-普通,0.0,大宮(埼玉)
1377,さいたま新都心,2021-11-30 10:35:00,2021-11-30 10:35:00,10-33-熱海-普通,1.0,さいたま新都心
2823,さいたま新都心,2021-11-30 10:36:00,2021-11-30 10:36:00,10-33-熱海-普通,1.5,さいたま新都心
1378,浦和,2021-11-30 10:40:00,2021-11-30 10:40:00,10-33-熱海-普通,2.0,浦和
1379,赤羽,2021-11-30 10:48:00,2021-11-30 10:48:00,10-33-熱海-普通,3.0,赤羽
2824,赤羽,2021-11-30 10:49:00,2021-11-30 10:49:00,10-33-熱海-普通,3.5,赤羽
1380,尾久,2021-11-30 10:53:00,2021-11-30 10:53:00,10-33-熱海-普通,4.0,尾久/池袋
1381,上野,2021-11-30 10:59:00,2021-11-30 10:59:00,10-33-熱海-普通,5.0,上野/新宿
2825,上野,2021-11-30 11:01:00,2021-11-30 11:01:00,10-33-熱海-普通,5.5,上野/新宿
1382,東京,2021-11-30 11:06:00,2021-11-30 11:06:00,10-33-熱海-普通,6.0,東京/渋谷
2826,東京,2021-11-30 11:07:00,2021-11-30 11:07:00,10-33-熱海-普通,6.5,東京/渋谷
1383,新橋,2021-11-30 11:10:00,2021-11-30 11:10:00,10-33-熱海-普通,7.0,新橋/恵比寿
1384,品川,2021-11-30 11:15:00,2021-11-30 11:15:00,10-33-熱海-普通,8.0,品川/大崎
1385,川崎,2021-11-30 11:24:00,2021-11-30 11:24:00,10-33-熱海-普通,9.0,川崎/武蔵小杉
2827,川崎,2021-11-30 11:25:00,2021-11-30 11:25:00,10-33-熱海-普通,9.5,川崎/武蔵小杉
1386,横浜,2021-11-30 11:32:00,2021-11-30 11:32:00,10-33-熱海-普通,10.0,横浜
2828,横浜,2021-11-30 11:33:00,2021-11-30 11:33:00,10-33-熱海-普通,10.5,横浜
1387,戸塚,2021-11-30 11:43:00,2021-11-30 11:43:00,10-33-熱海-普通,11.0,戸塚
1388,大船,2021-11-30 11:48:00,2021-11-30 11:48:00,10-33-熱海-普通,12.0,大船
2829,大船,2021-11-30 11:49:00,2021-11-30 11:49:00,10-33-熱海-普通,12.5,大船
1389,藤沢,2021-11-30 11:53:00,2021-11-30 11:53:00,10-33-熱海-普通,13.0,藤沢
2830,藤沢,2021-11-30 11:54:00,2021-11-30 11:54:00,10-33-熱海-普通,13.5,藤沢
1390,辻堂,2021-11-30 11:57:00,2021-11-30 11:57:00,10-33-熱海-普通,14.0,辻堂
1391,茅ケ崎,2021-11-30 12:01:00,2021-11-30 12:01:00,10-33-熱海-普通,15.0,茅ケ崎
1392,平塚,2021-11-30 12:06:00,2021-11-30 12:06:00,10-33-熱海-普通,16.0,平塚
1393,大磯,2021-11-30 12:09:00,2021-11-30 12:09:00,10-33-熱海-普通,17.0,大磯
2831,大磯,2021-11-30 12:10:00,2021-11-30 12:10:00,10-33-熱海-普通,17.5,大磯
1394,二宮,2021-11-30 12:14:00,2021-11-30 12:14:00,10-33-熱海-普通,18.0,二宮
1395,国府津,2021-11-30 12:18:00,2021-11-30 12:18:00,10-33-熱海-普通,19.0,国府津
2832,国府津,2021-11-30 12:19:00,2021-11-30 12:19:00,10-33-熱海-普通,19.5,国府津
1396,鴨宮,2021-11-30 12:22:00,2021-11-30 12:22:00,10-33-熱海-普通,20.0,鴨宮
2833,鴨宮,2021-11-30 12:23:00,2021-11-30 12:23:00,10-33-熱海-普通,20.5,鴨宮
1397,小田原,2021-11-30 12:26:00,2021-11-30 12:26:00,10-33-熱海-普通,21.0,小田原
1398,早川,2021-11-30 12:28:00,2021-11-30 12:28:00,10-33-熱海-普通,22.0,早川
2834,早川,2021-11-30 12:29:00,2021-11-30 12:29:00,10-33-熱海-普通,22.5,早川
1399,根府川,2021-11-30 12:34:00,2021-11-30 12:34:00,10-33-熱海-普通,23.0,根府川
2835,根府川,2021-11-30 12:38:00,2021-11-30 12:38:00,10-33-熱海-普通,23.5,根府川
1400,真鶴,2021-11-30 12:43:00,2021-11-30 12:43:00,10-33-熱海-普通,24.0,真鶴
2836,真鶴,2021-11-30 12:44:00,2021-11-30 12:44:00,10-33-熱海-普通,24.5,真鶴
1401,湯河原,2021-11-30 12:47:00,2021-11-30 12:47:00,10-33-熱海-普通,25.0,湯河原
2837,湯河原,2021-11-30 12:48:00,2021-11-30 12:48:00,10-33-熱海-普通,25.5,湯河原
1402,熱海,2021-11-30 12:54:00,,10-33-熱海-普通,26.0,熱海
1888,大宮(埼玉),2021-11-30 10:48:00,2021-11-30 10:48:00,10-49-熱海-普通,0.0,大宮(埼玉)
1889,さいたま新都心,2021-11-30 10:51:00,2021-11-30 10:51:00,10-49-熱海-普通,1.0,さいたま新都心
3100,さいたま新都心,2021-11-30 10:52:00,2021-11-30 10:52:00,10-49-熱海-普通,1.5,さいたま新都心
1890,浦和,2021-11-30 10:56:00,2021-11-30 10:56:00,10-49-熱海-普通,2.0,浦和
3101,浦和,2021-11-30 10:57:00,2021-11-30 10:57:00,10-49-熱海-普通,2.5,浦和
1891,赤羽,2021-11-30 11:05:00,2021-11-30 11:05:00,10-49-熱海-普通,3.0,赤羽
3102,赤羽,2021-11-30 11:06:00,2021-11-30 11:06:00,10-49-熱海-普通,3.5,赤羽
1892,尾久,2021-11-30 11:11:00,2021-11-30 11:11:00,10-49-熱海-普通,4.0,尾久/池袋
1893,上野,2021-11-30 11:18:00,2021-11-30 11:18:00,10-49-熱海-普通,5.0,上野/新宿
3103,上野,2021-11-30 11:21:00,2021-11-30 11:21:00,10-49-熱海-普通,5.5,上野/新宿
1894,東京,2021-11-30 11:26:00,2021-11-30 11:26:00,10-49-熱海-普通,6.0,東京/渋谷
3104,東京,2021-11-30 11:27:00,2021-11-30 11:27:00,10-49-熱海-普通,6.5,東京/渋谷
1895,新橋,2021-11-30 11:29:00,2021-11-30 11:29:00,10-49-熱海-普通,7.0,新橋/恵比寿
3105,新橋,2021-11-30 11:30:00,2021-11-30 11:30:00,10-49-熱海-普通,7.5,新橋/恵比寿
1896,品川,2021-11-30 11:34:00,2021-11-30 11:34:00,10-49-熱海-普通,8.0,品川/大崎
3106,品川,2021-11-30 11:35:00,2021-11-30 11:35:00,10-49-熱海-普通,8.5,品川/大崎
1897,川崎,2021-11-30 11:43:00,2021-11-30 11:43:00,10-49-熱海-普通,9.0,川崎/武蔵小杉
3107,川崎,2021-11-30 11:44:00,2021-11-30 11:44:00,10-49-熱海-普通,9.5,川崎/武蔵小杉
1898,横浜,2021-11-30 11:52:00,2021-11-30 11:52:00,10-49-熱海-普通,10.0,横浜
3108,横浜,2021-11-30 11:56:00,2021-11-30 11:56:00,10-49-熱海-普通,10.5,横浜
1899,戸塚,2021-11-30 12:06:00,2021-11-30 12:06:00,10-49-熱海-普通,11.0,戸塚
1900,大船,2021-11-30 12:11:00,2021-11-30 12:11:00,10-49-熱海-普通,12.0,大船
3109,大船,2021-11-30 12:12:00,2021-11-30 12:12:00,10-49-熱海-普通,12.5,大船
1901,藤沢,2021-11-30 12:16:00,2021-11-30 12:16:00,10-49-熱海-普通,13.0,藤沢
1902,辻堂,2021-11-30 12:19:00,2021-11-30 12:19:00,10-49-熱海-普通,14.0,辻堂
3110,辻堂,2021-11-30 12:20:00,2021-11-30 12:20:00,10-49-熱海-普通,14.5,辻堂
1903,茅ケ崎,2021-11-30 12:23:00,2021-11-30 12:23:00,10-49-熱海-普通,15.0,茅ケ崎
1904,平塚,2021-11-30 12:27:00,2021-11-30 12:27:00,10-49-熱海-普通,16.0,平塚
3111,平塚,2021-11-30 12:28:00,2021-11-30 12:28:00,10-49-熱海-普通,16.5,平塚
1905,大磯,2021-11-30 12:31:00,2021-11-30 12:31:00,10-49-熱海-普通,17.0,大磯
1906,二宮,2021-11-30 12:35:00,2021-11-30 12:35:00,10-49-熱海-普通,18.0,二宮
3112,二宮,2021-11-30 12:36:00,2021-11-30 12:36:00,10-49-熱海-普通,18.5,二宮
1907,国府津,2021-11-30 12:39:00,2021-11-30 12:39:00,10-49-熱海-普通,19.0,国府津
3113,国府津,2021-11-30 12:40:00,2021-11-30 12:40:00,10-49-熱海-普通,19.5,国府津
1908,鴨宮,2021-11-30 12:43:00,2021-11-30 12:43:00,10-49-熱海-普通,20.0,鴨宮
3114,鴨宮,2021-11-30 12:44:00,2021-11-30 12:44:00,10-49-熱海-普通,20.5,鴨宮
1909,小田原,2021-11-30 12:46:00,2021-11-30 12:46:00,10-49-熱海-普通,21.0,小田原
3115,小田原,2021-11-30 12:49:00,2021-11-30 12:49:00,10-49-熱海-普通,21.5,小田原
1910,早川,2021-11-30 12:51:00,2021-11-30 12:51:00,10-49-熱海-普通,22.0,早川
1911,根府川,2021-11-30 12:56:00,2021-11-30 12:56:00,10-49-熱海-普通,23.0,根府川
1912,真鶴,2021-11-30 13:01:00,2021-11-30 13:01:00,10-49-熱海-普通,24.0,真鶴
1913,湯河原,2021-11-30 13:05:00,2021-11-30 13:05:00,10-49-熱海-普通,25.0,湯河原
1914,熱海,2021-11-30 13:12:00,,10-49-熱海-普通,26.0,熱海
193,大宮(埼玉),2021-11-30 11:12:00,2021-11-30 11:12:00,11-13-小田原-普通,0.0,大宮(埼玉)
194,さいたま新都心,2021-11-30 11:15:00,2021-11-30 11:15:00,11-13-小田原-普通,1.0,さいたま新都心
2180,さいたま新都心,2021-11-30 11:16:00,2021-11-30 11:16:00,11-13-小田原-普通,1.5,さいたま新都心
195,浦和,2021-11-30 11:20:00,2021-11-30 11:20:00,11-13-小田原-普通,2.0,浦和
196,赤羽,2021-11-30 11:28:00,2021-11-30 11:28:00,11-13-小田原-普通,3.0,赤羽
197,尾久,2021-11-30 11:33:00,2021-11-30 11:33:00,11-13-小田原-普通,4.0,尾久/池袋
198,上野,2021-11-30 11:39:00,2021-11-30 11:39:00,11-13-小田原-普通,5.0,上野/新宿
2181,上野,2021-11-30 11:41:00,2021-11-30 11:41:00,11-13-小田原-普通,5.5,上野/新宿
199,東京,2021-11-30 11:46:00,2021-11-30 11:46:00,11-13-小田原-普通,6.0,東京/渋谷
2182,東京,2021-11-30 11:47:00,2021-11-30 11:47:00,11-13-小田原-普通,6.5,東京/渋谷
200,新橋,2021-11-30 11:49:00,2021-11-30 11:49:00,11-13-小田原-普通,7.0,新橋/恵比寿
2183,新橋,2021-11-30 11:50:00,2021-11-30 11:50:00,11-13-小田原-普通,7.5,新橋/恵比寿
201,品川,2021-11-30 11:54:00,2021-11-30 11:54:00,11-13-小田原-普通,8.0,品川/大崎
2184,品川,2021-11-30 11:55:00,2021-11-30 11:55:00,11-13-小田原-普通,8.5,品川/大崎
202,川崎,2021-11-30 12:04:00,2021-11-30 12:04:00,11-13-小田原-普通,9.0,川崎/武蔵小杉
2185,川崎,2021-11-30 12:05:00,2021-11-30 12:05:00,11-13-小田原-普通,9.5,川崎/武蔵小杉
203,横浜,2021-11-30 12:12:00,2021-11-30 12:12:00,11-13-小田原-普通,10.0,横浜
2186,横浜,2021-11-30 12:13:00,2021-11-30 12:13:00,11-13-小田原-普通,10.5,横浜
204,戸塚,2021-11-30 12:23:00,2021-11-30 12:23:00,11-13-小田原-普通,11.0,戸塚
205,大船,2021-11-30 12:28:00,2021-11-30 12:28:00,11-13-小田原-普通,12.0,大船
2187,大船,2021-11-30 12:29:00,2021-11-30 12:29:00,11-13-小田原-普通,12.5,大船
206,藤沢,2021-11-30 12:33:00,2021-11-30 12:33:00,11-13-小田原-普通,13.0,藤沢
2188,藤沢,2021-11-30 12:34:00,2021-11-30 12:34:00,11-13-小田原-普通,13.5,藤沢
207,辻堂,2021-11-30 12:37:00,2021-11-30 12:37:00,11-13-小田原-普通,14.0,辻堂
208,茅ケ崎,2021-11-30 12:41:00,2021-11-30 12:41:00,11-13-小田原-普通,15.0,茅ケ崎
209,平塚,2021-11-30 12:46:00,2021-11-30 12:46:00,11-13-小田原-普通,16.0,平塚
2189,平塚,2021-11-30 12:50:00,2021-11-30 12:50:00,11-13-小田原-普通,16.5,平塚
210,大磯,2021-11-30 12:54:00,2021-11-30 12:54:00,11-13-小田原-普通,17.0,大磯
211,二宮,2021-11-30 12:59:00,2021-11-30 12:59:00,11-13-小田原-普通,18.0,二宮
212,国府津,2021-11-30 13:03:00,2021-11-30 13:03:00,11-13-小田原-普通,19.0,国府津
2190,国府津,2021-11-30 13:04:00,2021-11-30 13:04:00,11-13-小田原-普通,19.5,国府津
213,鴨宮,2021-11-30 13:07:00,2021-11-30 13:07:00,11-13-小田原-普通,20.0,鴨宮
2191,鴨宮,2021-11-30 13:08:00,2021-11-30 13:08:00,11-13-小田原-普通,20.5,鴨宮
214,小田原,2021-11-30 13:11:00,,11-13-小田原-普通,21.0,小田原
529,大宮(埼玉),2021-11-30 11:32:00,2021-11-30 11:32:00,11-33-熱海-普通,0.0,大宮(埼玉)
530,さいたま新都心,2021-11-30 11:35:00,2021-11-30 11:35:00,11-33-熱海-普通,1.0,さいたま新都心
2362,さいたま新都心,2021-11-30 11:36:00,2021-11-30 11:36:00,11-33-熱海-普通,1.5,さいたま新都心
531,浦和,2021-11-30 11:40:00,2021-11-30 11:40:00,11-33-熱海-普通,2.0,浦和
532,赤羽,2021-11-30 11:48:00,2021-11-30 11:48:00,11-33-熱海-普通,3.0,赤羽
2363,赤羽,2021-11-30 11:49:00,2021-11-30 11:49:00,11-33-熱海-普通,3.5,赤羽
533,尾久,2021-11-30 11:53:00,2021-11-30 11:53:00,11-33-熱海-普通,4.0,尾久/池袋
534,上野,2021-11-30 11:59:00,2021-11-30 11:59:00,11-33-熱海-普通,5.0,上野/新宿
2364,上野,2021-11-30 12:01:00,2021-11-30 12:01:00,11-33-熱海-普通,5.5,上野/新宿
535,東京,2021-11-30 12:06:00,2021-11-30 12:06:00,11-33-熱海-普通,6.0,東京/渋谷
