,Station,Arrive,Depart,Train,index,Station_sequence
1416,武蔵小杉,2021-11-30 15:18:00,2021-11-30 15:18:00,14-27-小田原-特別快速,7.0,川崎/武蔵小杉
2843,武蔵小杉,2021-11-30 15:19:00,2021-11-30 15:19:00,14-27-小田原-特別快速,7.5,川崎/武蔵小杉
1417,横浜,2021-11-30 15:29:00,2021-11-30 15:29:00,14-27-小田原-特別快速,8.0,横浜
2844,横浜,2021-11-30 15:30:00,2021-11-30 15:30:00,14-27-小田原-特別快速,8.5,横浜
1418,戸塚,2021-11-30 15:39:00,2021-11-30 15:39:00,14-27-小田原-特別快速,9.0,戸塚
2845,戸塚,2021-11-30 15:40:00,2021-11-30 15:40:00,14-27-小田原-特別快速,9.5,戸塚
1419,大船,2021-11-30 15:44:00,2021-11-30 15:44:00,14-27-小田原-特別快速,10.0,大船
2846,大船,2021-11-30 15:45:00,2021-11-30 15:45:00,14-27-小田原-特別快速,10.5,大船
1420,藤沢,2021-11-30 15:49:00,2021-11-30 15:49:00,14-27-小田原-特別快速,11.0,藤沢
1421,茅ケ崎,2021-11-30 15:54:00,2021-11-30 15:54:00,14-27-小田原-特別快速,12.0,茅ケ崎
2847,茅ケ崎,2021-11-30 15:55:00,2021-11-30 15:55:00,14-27-小田原-特別快速,12.5,茅ケ崎
1422,平塚,2021-11-30 15:59:00,2021-11-30 15:59:00,14-27-小田原-特別快速,13.0,平塚
1423,国府津,2021-11-30 16:08:00,2021-11-30 16:08:00,14-27-小田原-特別快速,14.0,国府津
2848,国府津,2021-11-30 16:09:00,2021-11-30 16:09:00,14-27-小田原-特別快速,14.5,国府津
1424,小田原,2021-11-30 16:14:00,,14-27-小田原-特別快速,15.0,小田原
612,大宮(埼玉),2021-11-30 14:55:00,2021-11-30 14:55:00,14-56-平塚-快速,0.0,大宮(埼玉)
613,浦和,2021-11-30 15:02:00,2021-11-30 15:02:00,14-56-平塚-快速,1.0,浦和
2408,浦和,2021-11-30 15:03:00,2021-11-30 15:03:00,14-56-平塚-快速,1.5,浦和
614,赤羽,2021-11-30 15:11:00,2021-11-30 15:11:00,14-56-平塚-快速,2.0,赤羽
2409,赤羽,2021-11-30 15:12:00,2021-11-30 15:12:00,14-56-平塚-快速,2.5,赤羽
615,池袋,2021-11-30 15:22:00,2021-11-30 15:22:00,14-56-平塚-快速,3.0,尾久/池袋
2410,池袋,2021-11-30 15:23:00,2021-11-30 15:23:00,14-56-平塚-快速,3.5,尾久/池袋
616,新宿,2021-11-30 15:29:00,2021-11-30 15:29:00,14-56-平塚-快速,4.0,上野/新宿
2411,新宿,2021-11-30 15:30:00,2021-11-30 15:30:00,14-56-平塚-快速,4.5,上野/新宿
617,渋谷,2021-11-30 15:34:00,2021-11-30 15:34:00,14-56-平塚-快速,5.0,東京/渋谷
2412,渋谷,2021-11-30 15:35:00,2021-11-30 15:35:00,14-56-平塚-快速,5.5,東京/渋谷
618,恵比寿,2021-11-30 15:37:00,2021-11-30 15:37:00,14-56-平塚-快速,6.0,新橋/恵比寿
619,大崎,2021-11-30 15:41:00,2021-11-30 15:41:00,14-56-平塚-快速,7.0,品川/大崎
2413,大崎,2021-11-30 15:42:00,2021-11-30 15:42:00,14-56-平塚-快速,7.5,品川/大崎
620,武蔵小杉,2021-11-30 15:50:00,2021-11-30 15:50:00,14-56-平塚-快速,8.0,川崎/武蔵小杉
621,横浜,2021-11-30 16:00:00,2021-11-30 16:00:00,14-56-平塚-快速,9.0,横浜
2414,横浜,2021-11-30 16:01:00,2021-11-30 16:01:00,14-56-平塚-快速,9.5,横浜
622,戸塚,2021-11-30 16:10:00,2021-11-30 16:10:00,14-56-平塚-快速,10.0,戸塚
623,大船,2021-11-30 16:15:00,2021-11-30 16:15:00,14-56-平塚-快速,11.0,大船
2415,大船,2021-11-30 16:16:00,2021-11-30 16:16:00,14-56-平塚-快速,11.5,大船
624,藤沢,2021-11-30 16:20:00,2021-11-30 16:20:00,14-56-平塚-快速,12.0,藤沢
625,辻堂,2021-11-30 16:23:00,2021-11-30 16:23:00,14-56-平塚-快速,13.0,辻堂
2416,辻堂,2021-11-30 16:24:00,2021-11-30 16:24:00,14-56-平塚-快速,13.5,辻堂
626,茅ケ崎,2021-11-30 16:27:00,2021-11-30 16:27:00,14-56-平塚-快速,14.0,茅ケ崎
627,平塚,2021-11-30 16:32:00,,14-56-平塚-快速,15.0,平塚
1553,大宮(埼玉),2021-11-30 15:26:00,2021-11-30 15:26:00,15-27-小田原-特別快速,0.0,大宮(埼玉)
1554,浦和,2021-11-30 15:33:00,2021-11-30 15:33:00,15-27-小田原-特別快速,1.0,浦和
1555,赤羽,2021-11-30 15:41:00,2021-11-30 15:41:00,15-27-小田原-特別快速,2.0,赤羽
1556,池袋,2021-11-30 15:53:00,2021-11-30 15:53:00,15-27-小田原-特別快速,3.0,尾久/池袋
2916,池袋,2021-11-30 15:54:00,2021-11-30 15:54:00,15-27-小田原-特別快速,3.5,尾久/池袋
1557,新宿,2021-11-30 15:59:00,2021-11-30 15:59:00,15-27-小田原-特別快速,4.0,上野/新宿
2917,新宿,2021-11-30 16:00:00,2021-11-30 16:00:00,15-27-小田原-特別快速,4.5,上野/新宿
1558,渋谷,2021-11-30 16:04:00,2021-11-30 16:04:00,15-27-小田原-特別快速,5.0,東京/渋谷
2918,渋谷,2021-11-30 16:05:00,2021-11-30 16:05:00,15-27-小田原-特別快速,5.5,東京/渋谷
1559,大崎,2021-11-30 16:10:00,2021-11-30 16:10:00,15-27-小田原-特別快速,6.0,品川/大崎
2919,大崎,2021-11-30 16:11:00,2021-11-30 16:11:00,15-27-小田原-特別快速,6.5,品川/大崎
1560,武蔵小杉,2021-11-30 16:18:00,2021-11-30 16:18:00,15-27-小田原-特別快速,7.0,川崎/武蔵小杉
2920,武蔵小杉,2021-11-30 16:19:00,2021-11-30 16:19:00,15-27-小田原-特別快速,7.5,川崎/武蔵小杉
1561,横浜,2021-11-30 16:29:00,2021-11-30 16:29:00,15-27-小田原-特別快速,8.0,横浜
2921,横浜,2021-11-30 16:30:00,2021-11-30 16:30:00,15-27-小田原-特別快速,8.5,横浜
1562,戸塚,2021-11-30 16:39:00,2021-11-30 16:39:00,15-27-小田原-特別快速,9.0,戸塚
2922,戸塚,2021-11-30 16:40:00,2021-11-30 16:40:00,15-27-小田原-特別快速,9.5,戸塚
1563,大船,2021-11-30 16:44:00,2021-11-30 16:44:00,15-27-小田原-特別快速,10.0,大船
2923,大船,2021-11-30 16:45:00,2021-11-30 16:45:00,15-27-小田原-特別快速,10.5,大船
1564,藤沢,2021-11-30 16:49:00,2021-11-30 16:49:00,15-27-小田原-特別快速,11.0,藤沢
1565,茅ケ崎,2021-11-30 16:54:00,2021-11-30 16:54:00,15-27-小田原-特別快速,12.0,茅ケ崎
2924,茅ケ崎,2021-11-30 16:55:00,2021-11-30 16:55:00,15-27-小田原-特別快速,12.5,茅ケ崎
1566,平塚,2021-11-30 16:59:00,2021-11-30 16:59:00,15-27-小田原-特別快速,13.0,平塚
1567,国府津,2021-11-30 17:08:00,2021-11-30 17:08:00,15-27-小田原-特別快速,14.0,国府津
2925,国府津,2021-11-30 17:09:00,2021-11-30 17:09:00,15-27-小田原-特別快速,14.5,国府津
1568,小田原,2021-11-30 17:14:00,,15-27-小田原-特別快速,15.0,小田原
1263,大宮(埼玉),2021-11-30 15:56:00,2021-11-30 15:56:00,15-57-平塚-快速,0.0,大宮(埼玉)
1264,浦和,2021-11-30 16:02:00,2021-11-30 16:02:00,15-57-平塚-快速,1.0,浦和
2766,浦和,2021-11-30 16:03:00,2021-11-30 16:03:00,15-57-平塚-快速,1.5,浦和
1265,赤羽,2021-11-30 16:11:00,2021-11-30 16:11:00,15-57-平塚-快速,2.0,赤羽
1266,池袋,2021-11-30 16:22:00,2021-11-30 16:22:00,15-57-平塚-快速,3.0,尾久/池袋
2767,池袋,2021-11-30 16:23:00,2021-11-30 16:23:00,15-57-平塚-快速,3.5,尾久/池袋
1267,新宿,2021-11-30 16:29:00,2021-11-30 16:29:00,15-57-平塚-快速,4.0,上野/新宿
2768,新宿,2021-11-30 16:30:00,2021-11-30 16:30:00,15-57-平塚-快速,4.5,上野/新宿
1268,渋谷,2021-11-30 16:34:00,2021-11-30 16:34:00,15-57-平塚-快速,5.0,東京/渋谷
2769,渋谷,2021-11-30 16:35:00,2021-11-30 16:35:00,15-57-平塚-快速,5.5,東京/渋谷
1269,恵比寿,2021-11-30 16:37:00,2021-11-30 16:37:00,15-57-平塚-快速,6.0,新橋/恵比寿
1270,大崎,2021-11-30 16:41:00,2021-11-30 16:41:00,15-57-平塚-快速,7.0,品川/大崎
2770,大崎,2021-11-30 16:42:00,2021-11-30 16:42:00,15-57-平塚-快速,7.5,品川/大崎
1271,武蔵小杉,2021-11-30 16:49:00,2021-11-30 16:49:00,15-57-平塚-快速,8.0,川崎/武蔵小杉
2771,武蔵小杉,2021-11-30 16:50:00,2021-11-30 16:50:00,15-57-平塚-快速,8.5,川崎/武蔵小杉
1272,横浜,2021-11-30 17:00:00,2021-11-30 17:00:00,15-57-平塚-快速,9.0,横浜
2772,横浜,2021-11-30 17:01:00,2021-11-30 17:01:00,15-57-平塚-快速,9.5,横浜
1273,戸塚,2021-11-30 17:11:00,2021-11-30 17:11:00,15-57-平塚-快速,10.0,戸塚
1274,大船,2021-11-30 17:16:00,2021-11-30 17:16:00,15-57-平塚-快速,11.0,大船
2773,大船,2021-11-30 17:17:00,2021-11-30 17:17:00,15-57-平塚-快速,11.5,大船
1275,藤沢,2021-11-30 17:21:00,2021-11-30 17:21:00,15-57-平塚-快速,12.0,藤沢
1276,辻堂,2021-11-30 17:24:00,2021-11-30 17:24:00,15-57-平塚-快速,13.0,辻堂
2774,辻堂,2021-11-30 17:25:00,2021-11-30 17:25:00,15-57-平塚-快速,13.5,辻堂
1277,茅ケ崎,2021-11-30 17:28:00,2021-11-30 17:28:00,15-57-平塚-快速,14.0,茅ケ崎
1278,平塚,2021-11-30 17:33:00,,15-57-平塚-快速,15.0,平塚
1476,大宮(埼玉),2021-11-30 16:26:00,2021-11-30 16:26:00,16-27-小田原-特別快速,0.0,大宮(埼玉)
1477,浦和,2021-11-30 16:33:00,2021-11-30 16:33:00,16-27-小田原-特別快速,1.0,浦和
1478,赤羽,2021-11-30 16:41:00,2021-11-30 16:41:00,16-27-小田原-特別快速,2.0,赤羽
1479,池袋,2021-11-30 16:53:00,2021-11-30 16:53:00,16-27-小田原-特別快速,3.0,尾久/池袋
1480,新宿,2021-11-30 16:58:00,2021-11-30 16:58:00,16-27-小田原-特別快速,4.0,上野/新宿
2879,新宿,2021-11-30 17:00:00,2021-11-30 17:00:00,16-27-小田原-特別快速,4.5,上野/新宿
1481,渋谷,2021-11-30 17:04:00,2021-11-30 17:04:00,16-27-小田原-特別快速,5.0,東京/渋谷
2880,渋谷,2021-11-30 17:05:00,2021-11-30 17:05:00,16-27-小田原-特別快速,5.5,東京/渋谷
1482,大崎,2021-11-30 17:11:00,2021-11-30 17:11:00,16-27-小田原-特別快速,6.0,品川/大崎
1483,武蔵小杉,2021-11-30 17:20:00,2021-11-30 17:20:00,16-27-小田原-特別快速,7.0,川崎/武蔵小杉
1484,横浜,2021-11-30 17:30:00,2021-11-30 17:30:00,16-27-小田原-特別快速,8.0,横浜
2881,横浜,2021-11-30 17:31:00,2021-11-30 17:31:00,16-27-小田原-特別快速,8.5,横浜
1485,戸塚,2021-11-30 17:40:00,2021-11-30 17:40:00,16-27-小田原-特別快速,9.0,戸塚
2882,戸塚,2021-11-30 17:41:00,2021-11-30 17:41:00,16-27-小田原-特別快速,9.5,戸塚
1486,大船,2021-11-30 17:46:00,2021-11-30 17:46:00,16-27-小田原-特別快速,10.0,大船
1487,藤沢,2021-11-30 17:50:00,2021-11-30 17:50:00,16-27-小田原-特別快速,11.0,藤沢
2883,藤沢,2021-11-30 17:51:00,2021-11-30 17:51:00,16-27-小田原-特別快速,11.5,藤沢
1488,茅ケ崎,2021-11-30 17:56:00,2021-11-30 17:56:00,16-27-小田原-特別快速,12.0,茅ケ崎
1489,平塚,2021-11-30 18:01:00,2021-11-30 18:01:00,16-27-小田原-特別快速,13.0,平塚
2884,平塚,2021-11-30 18:02:00,2021-11-30 18:02:00,16-27-小田原-特別快速,13.5,平塚
1490,国府津,2021-11-30 18:12:00,2021-11-30 18:12:00,16-27-小田原-特別快速,14.0,国府津
2885,国府津,2021-11-30 18:13:00,2021-11-30 18:13:00,16-27-小田原-特別快速,14.5,国府津
1491,小田原,2021-11-30 18:19:00,,16-27-小田原-特別快速,15.0,小田原
1492,大宮(埼玉),2021-11-30 16:59:00,2021-11-30 16:59:00,17-00-平塚-快速,0.0,大宮(埼玉)
1493,浦和,2021-11-30 17:06:00,2021-11-30 17:06:00,17-00-平塚-快速,1.0,浦和
1494,赤羽,2021-11-30 17:15:00,2021-11-30 17:15:00,17-00-平塚-快速,2.0,赤羽
1495,池袋,2021-11-30 17:26:00,2021-11-30 17:26:00,17-00-平塚-快速,3.0,尾久/池袋
1496,新宿,2021-11-30 17:31:00,2021-11-30 17:31:00,17-00-平塚-快速,4.0,上野/新宿
2886,新宿,2021-11-30 17:32:00,2021-11-30 17:32:00,17-00-平塚-快速,4.5,上野/新宿
1497,渋谷,2021-11-30 17:37:00,2021-11-30 17:37:00,17-00-平塚-快速,5.0,東京/渋谷
1498,恵比寿,2021-11-30 17:39:00,2021-11-30 17:39:00,17-00-平塚-快速,6.0,新橋/恵比寿
2887,恵比寿,2021-11-30 17:40:00,2021-11-30 17:40:00,17-00-平塚-快速,6.5,新橋/恵比寿
1499,大崎,2021-11-30 17:44:00,2021-11-30 17:44:00,17-00-平塚-快速,7.0,品川/大崎
1500,武蔵小杉,2021-11-30 17:52:00,2021-11-30 17:52:00,17-00-平塚-快速,8.0,川崎/武蔵小杉
2888,武蔵小杉,2021-11-30 17:53:00,2021-11-30 17:53:00,17-00-平塚-快速,8.5,川崎/武蔵小杉
1501,横浜,2021-11-30 18:03:00,2021-11-30 18:03:00,17-00-平塚-快速,9.0,横浜
2889,横浜,2021-11-30 18:04:00,2021-11-30 18:04:00,17-00-平塚-快速,9.5,横浜
1502,戸塚,2021-11-30 18:14:00,2021-11-30 18:14:00,17-00-平塚-快速,10.0,戸塚
1503,大船,2021-11-30 18:19:00,2021-11-30 18:19:00,17-00-平塚-快速,11.0,大船
2890,大船,2021-11-30 18:20:00,2021-11-30 18:20:00,17-00-平塚-快速,11.5,大船
1504,藤沢,2021-11-30 18:25:00,2021-11-30 18:25:00,17-00-平塚-快速,12.0,藤沢
1505,辻堂,2021-11-30 18:29:00,2021-11-30 18:29:00,17-00-平塚-快速,13.0,辻堂
1506,茅ケ崎,2021-11-30 18:33:00,2021-11-30 18:33:00,17-00-平塚-快速,14.0,茅ケ崎
1507,平塚,2021-11-30 18:38:00,,17-00-平塚-快速,15.0,平塚
406,大宮(埼玉),2021-11-30 17:29:00,2021-11-30 17:29:00,17-30-小田原-快速,0.0,大宮(埼玉)
407,浦和,2021-11-30 17:35:00,2021-11-30 17:35:00,17-30-小田原-快速,1.0,浦和
408,赤羽,2021-11-30 17:43:00,2021-11-30 17:43:00,17-30-小田原-快速,2.0,赤羽
409,池袋,2021-11-30 17:54:00,2021-11-30 17:54:00,17-30-小田原-快速,3.0,尾久/池袋
410,新宿,2021-11-30 17:59:00,2021-11-30 17:59:00,17-30-小田原-快速,4.0,上野/新宿
2294,新宿,2021-11-30 18:00:00,2021-11-30 18:00:00,17-30-小田原-快速,4.5,上野/新宿
411,渋谷,2021-11-30 18:05:00,2021-11-30 18:05:00,17-30-小田原-快速,5.0,東京/渋谷
2295,渋谷,2021-11-30 18:06:00,2021-11-30 18:06:00,17-30-小田原-快速,5.5,東京/渋谷
412,恵比寿,2021-11-30 18:08:00,2021-11-30 18:08:00,17-30-小田原-快速,6.0,新橋/恵比寿
413,大崎,2021-11-30 18:12:00,2021-11-30 18:12:00,17-30-小田原-快速,7.0,品川/大崎
2296,大崎,2021-11-30 18:13:00,2021-11-30 18:13:00,17-30-小田原-快速,7.5,品川/大崎
414,武蔵小杉,2021-11-30 18:24:00,2021-11-30 18:24:00,17-30-小田原-快速,8.0,川崎/武蔵小杉
415,横浜,2021-11-30 18:36:00,2021-11-30 18:36:00,17-30-小田原-快速,9.0,横浜
2297,横浜,2021-11-30 18:37:00,2021-11-30 18:37:00,17-30-小田原-快速,9.5,横浜
416,戸塚,2021-11-30 18:49:00,2021-11-30 18:49:00,17-30-小田原-快速,10.0,戸塚
2298,戸塚,2021-11-30 18:50:00,2021-11-30 18:50:00,17-30-小田原-快速,10.5,戸塚
417,大船,2021-11-30 18:55:00,2021-11-30 18:55:00,17-30-小田原-快速,11.0,大船
2299,大船,2021-11-30 18:56:00,2021-11-30 18:56:00,17-30-小田原-快速,11.5,大船
418,藤沢,2021-11-30 19:00:00,2021-11-30 19:00:00,17-30-小田原-快速,12.0,藤沢
419,辻堂,2021-11-30 19:04:00,2021-11-30 19:04:00,17-30-小田原-快速,13.0,辻堂
420,茅ケ崎,2021-11-30 19:08:00,2021-11-30 19:08:00,17-30-小田原-快速,14.0,茅ケ崎
421,平塚,2021-11-30 19:13:00,2021-11-30 19:13:00,17-30-小田原-快速,15.0,平塚
2300,平塚,2021-11-30 19:14:00,2021-11-30 19:14:00,17-30-小田原-快速,15.5,平塚
422,大磯,2021-11-30 19:17:00,2021-11-30 19:17:00,17-30-小田原-快速,16.0,大磯
2301,大磯,2021-11-30 19:18:00,2021-11-30 19:18:00,17-30-小田原-快速,16.5,大磯
423,二宮,2021-11-30 19:22:00,2021-11-30 19:22:00,17-30-小田原-快速,17.0,二宮
2302,二宮,2021-11-30 19:23:00,2021-11-30 19:23:00,17-30-小田原-快速,17.5,二宮
424,国府津,2021-11-30 19:26:00,2021-11-30 19:26:00,17-30-小田原-快速,18.0,国府津
2303,国府津,2021-11-30 19:27:00,2021-11-30 19:27:00,17-30-小田原-快速,18.5,国府津
425,鴨宮,2021-11-30 19:30:00,2021-11-30 19:30:00,17-30-小田原-快速,19.0,鴨宮
2304,鴨宮,2021-11-30 19:31:00,2021-11-30 19:31:00,17-30-小田原-快速,19.5,鴨宮
426,小田原,2021-11-30 19:34:00,,17-30-小田原-快速,20.0,小田原
1795,大宮(埼玉),2021-11-30 17:56:00,2021-11-30 17:56:00,17-57-小田原-快速,0.0,大宮(埼玉)
1796,浦和,2021-11-30 18:02:00,2021-11-30 18:02:00,17-57-小田原-快速,1.0,浦和
3051,浦和,2021-11-30 18:03:00,2021-11-30 18:03:00,17-57-小田原-快速,1.5,浦和
1797,赤羽,2021-11-30 18:12:00,2021-11-30 18:12:00,17-57-小田原-快速,2.0,赤羽
1798,池袋,2021-11-30 18:24:00,2021-11-30 18:24:00,17-57-小田原-快速,3.0,尾久/池袋
3052,池袋,2021-11-30 18:25:00,2021-11-30 18:25:00,17-57-小田原-快速,3.5,尾久/池袋
1799,新宿,2021-11-30 18:30:00,2021-11-30 18:30:00,17-57-小田原-快速,4.0,上野/新宿
3053,新宿,2021-11-30 18:31:00,2021-11-30 18:31:00,17-57-小田原-快速,4.5,上野/新宿
1800,渋谷,2021-11-30 18:36:00,2021-11-30 18:36:00,17-57-小田原-快速,5.0,東京/渋谷
3054,渋谷,2021-11-30 18:37:00,2021-11-30 18:37:00,17-57-小田原-快速,5.5,東京/渋谷
1801,恵比寿,2021-11-30 18:39:00,2021-11-30 18:39:00,17-57-小田原-快速,6.0,新橋/恵比寿
1802,大崎,2021-11-30 18:43:00,2021-11-30 18:43:00,17-57-小田原-快速,7.0,品川/大崎
1803,武蔵小杉,2021-11-30 18:52:00,2021-11-30 18:52:00,17-57-小田原-快速,8.0,川崎/武蔵小杉
3055,武蔵小杉,2021-11-30 18:53:00,2021-11-30 18:53:00,17-57-小田原-快速,8.5,川崎/武蔵小杉
1804,横浜,2021-11-30 19:04:00,2021-11-30 19:04:00,17-57-小田原-快速,9.0,横浜
3056,横浜,2021-11-30 19:05:00,2021-11-30 19:05:00,17-57-小田原-快速,9.5,横浜
1805,戸塚,2021-11-30 19:15:00,2021-11-30 19:15:00,17-57-小田原-快速,10.0,戸塚
1806,大船,2021-11-30 19:20:00,2021-11-30 19:20:00,17-57-小田原-快速,11.0,大船
3057,大船,2021-11-30 19:21:00,2021-11-30 19:21:00,17-57-小田原-快速,11.5,大船
1807,藤沢,2021-11-30 19:25:00,2021-11-30 19:25:00,17-57-小田原-快速,12.0,藤沢
3058,藤沢,2021-11-30 19:26:00,2021-11-30 19:26:00,17-57-小田原-快速,12.5,藤沢
1808,辻堂,2021-11-30 19:30:00,2021-11-30 19:30:00,17-57-小田原-快速,13.0,辻堂
1809,茅ケ崎,2021-11-30 19:34:00,2021-11-30 19:34:00,17-57-小田原-快速,14.0,茅ケ崎
1810,平塚,2021-11-30 19:39:00,2021-11-30 19:39:00,17-57-小田原-快速,15.0,平塚
3059,平塚,2021-11-30 19:40:00,2021-11-30 19:40:00,17-57-小田原-快速,15.5,平塚
1811,大磯,2021-11-30 19:43:00,2021-11-30 19:43:00,17-57-小田原-快速,16.0,大磯
1812,二宮,2021-11-30 19:48:00,2021-11-30 19:48:00,17-57-小田原-快速,17.0,二宮
1813,国府津,2021-11-30 19:52:00,2021-11-30 19:52:00,17-57-小田原-快速,18.0,国府津
3060,国府津,2021-11-30 19:53:00,2021-11-30 19:53:00,17-57-小田原-快速,18.5,国府津
1814,鴨宮,2021-11-30 19:57:00,2021-11-30 19:57:00,17-57-小田原-快速,19.0,鴨宮
1815,小田原,2021-11-30 20:01:00,,17-57-小田原-快速,20.0,小田原
488,大宮(埼玉),2021-11-30 18:32:00,2021-11-30 18:32:00,18-33-国府津-快速,0.0,大宮(埼玉)
489,浦和,2021-11-30 18:40:00,2021-11-30 18:40:00,18-33-国府津-快速,1.0,浦和
490,赤羽,2021-11-30 18:48:00,2021-11-30 18:48:00,18-33-国府津-快速,2.0,赤羽
491,池袋,2021-11-30 19:00:00,2021-11-30 19:00:00,18-33-国府津-快速,3.0,尾久/池袋
2340,池袋,2021-11-30 19:02:00,2021-11-30 19:02:00,18-33-国府津-快速,3.5,尾久/池袋
492,新宿,2021-11-30 19:07:00,2021-11-30 19:07:00,18-33-国府津-快速,4.0,上野/新宿
2341,新宿,2021-11-30 19:08:00,2021-11-30 19:08:00,18-33-国府津-快速,4.5,上野/新宿
493,渋谷,2021-11-30 19:12:00,2021-11-30 19:12:00,18-33-国府津-快速,5.0,東京/渋谷
2342,渋谷,2021-11-30 19:13:00,2021-11-30 19:13:00,18-33-国府津-快速,5.5,東京/渋谷
494,恵比寿,2021-11-30 19:15:00,2021-11-30 19:15:00,18-33-国府津-快速,6.0,新橋/恵比寿
495,大崎,2021-11-30 19:19:00,2021-11-30 19:19:00,18-33-国府津-快速,7.0,品川/大崎
2343,大崎,2021-11-30 19:20:00,2021-11-30 19:20:00,18-33-国府津-快速,7.5,品川/大崎
496,武蔵小杉,2021-11-30 19:27:00,2021-11-30 19:27:00,18-33-国府津-快速,8.0,川崎/武蔵小杉
2344,武蔵小杉,2021-11-30 19:28:00,2021-11-30 19:28:00,18-33-国府津-快速,8.5,川崎/武蔵小杉
497,横浜,2021-11-30 19:38:00,2021-11-30 19:38:00,18-33-国府津-快速,9.0,横浜
2345,横浜,2021-11-30 19:39:00,2021-11-30 19:39:00,18-33-国府津-快速,9.5,横浜
498,戸塚,2021-11-30 19:50:00,2021-11-30 19:50:00,18-33-国府津-快速,10.0,戸塚
499,大船,2021-11-30 19:55:00,2021-11-30 19:55:00,18-33-国府津-快速,11.0,大船
2346,大船,2021-11-30 19:56:00,2021-11-30 19:56:00,18-33-国府津-快速,11.5,大船
500,藤沢,2021-11-30 20:01:00,2021-11-30 20:01:00,18-33-国府津-快速,12.0,藤沢
501,辻堂,2021-11-30 20:04:00,2021-11-30 20:04:00,18-33-国府津-快速,13.0,辻堂
2347,辻堂,2021-11-30 20:05:00,2021-11-30 20:05:00,18-33-国府津-快速,13.5,辻堂
502,茅ケ崎,2021-11-30 20:08:00,2021-11-30 20:08:00,18-33-国府津-快速,14.0,茅ケ崎
2348,茅ケ崎,2021-11-30 20:09:00,2021-11-30 20:09:00,18-33-国府津-快速,14.5,茅ケ崎
503,平塚,2021-11-30 20:13:00,2021-11-30 20:13:00,18-33-国府津-快速,15.0,平塚
2349,平塚,2021-11-30 20:15:00,2021-11-30 20:15:00,18-33-国府津-快速,15.5,平塚
504,大磯,2021-11-30 20:18:00,2021-11-30 20:18:00,18-33-国府津-快速,16.0,大磯
2350,大磯,2021-11-30 20:19:00,2021-11-30 20:19:00,18-33-国府津-快速,16.5,大磯
505,二宮,2021-11-30 20:23:00,2021-11-30 20:23:00,18-33-国府津-快速,17.0,二宮
2351,二宮,2021-11-30 20:24:00,2021-11-30 20:24:00,18-33-国府津-快速,17.5,二宮
506,国府津,2021-11-30 20:28:00,,18-33-国府津-快速,18.0,国府津
2053,大宮(埼玉),2021-11-30 19:11:00,2021-11-30 19:11:00,19-12-平塚-快速,0.0,大宮(埼玉)
2054,浦和,2021-11-30 19:18:00,2021-11-30 19:18:00,19-12-平塚-快速,1.0,浦和
2055,赤羽,2021-11-30 19:26:00,2021-11-30 19:26:00,19-12-平塚-快速,2.0,赤羽
3190,赤羽,2021-11-30 19:27:00,2021-11-30 19:27:00,19-12-平塚-快速,2.5,赤羽
2056,池袋,2021-11-30 19:37:00,2021-11-30 19:37:00,19-12-平塚-快速,3.0,尾久/池袋
3191,池袋,2021-11-30 19:38:00,2021-11-30 19:38:00,19-12-平塚-快速,3.5,尾久/池袋
2057,新宿,2021-11-30 19:44:00,2021-11-30 19:44:00,19-12-平塚-快速,4.0,上野/新宿
3192,新宿,2021-11-30 19:45:00,2021-11-30 19:45:00,19-12-平塚-快速,4.5,上野/新宿
2058,渋谷,2021-11-30 19:49:00,2021-11-30 19:49:00,19-12-平塚-快速,5.0,東京/渋谷
3193,渋谷,2021-11-30 19:50:00,2021-11-30 19:50:00,19-12-平塚-快速,5.5,東京/渋谷
2059,恵比寿,2021-11-30 19:52:00,2021-11-30 19:52:00,19-12-平塚-快速,6.0,新橋/恵比寿
2060,大崎,2021-11-30 19:56:00,2021-11-30 19:56:00,19-12-平塚-快速,7.0,品川/大崎
3194,大崎,2021-11-30 19:57:00,2021-11-30 19:57:00,19-12-平塚-快速,7.5,品川/大崎
2061,武蔵小杉,2021-11-30 20:04:00,2021-11-30 20:04:00,19-12-平塚-快速,8.0,川崎/武蔵小杉
3195,武蔵小杉,2021-11-30 20:05:00,2021-11-30 20:05:00,19-12-平塚-快速,8.5,川崎/武蔵小杉
2062,横浜,2021-11-30 20:15:00,2021-11-30 20:15:00,19-12-平塚-快速,9.0,横浜
3196,横浜,2021-11-30 20:16:00,2021-11-30 20:16:00,19-12-平塚-快速,9.5,横浜
2063,戸塚,2021-11-30 20:28:00,2021-11-30 20:28:00,19-12-平塚-快速,10.0,戸塚
2064,大船,2021-11-30 20:33:00,2021-11-30 20:33:00,19-12-平塚-快速,11.0,大船
3197,大船,2021-11-30 20:39:00,2021-11-30 20:39:00,19-12-平塚-快速,11.5,大船
2065,藤沢,2021-11-30 20:44:00,2021-11-30 20:44:00,19-12-平塚-快速,12.0,藤沢
2066,辻堂,2021-11-30 20:48:00,2021-11-30 20:48:00,19-12-平塚-快速,13.0,辻堂
2067,茅ケ崎,2021-11-30 20:52:00,2021-11-30 20:52:00,19-12-平塚-快速,14.0,茅ケ崎
2068,平塚,2021-11-30 20:57:00,,19-12-平塚-快速,15.0,平塚
0,大宮(埼玉),2021-11-30 19:34:00,2021-11-30 19:34:00,19-35-国府津-快速,0.0,大宮(埼玉)
