,Station,Arrive,Depart,Train,index,Station_sequence
1435,戸塚,2021-11-30 10:41:00,2021-11-30 10:41:00,09-24-小田原-快速,10.0,戸塚
1436,大船,2021-11-30 10:46:00,2021-11-30 10:46:00,09-24-小田原-快速,11.0,大船
2856,大船,2021-11-30 10:47:00,2021-11-30 10:47:00,09-24-小田原-快速,11.5,大船
1437,藤沢,2021-11-30 10:51:00,2021-11-30 10:51:00,09-24-小田原-快速,12.0,藤沢
1438,辻堂,2021-11-30 10:54:00,2021-11-30 10:54:00,09-24-小田原-快速,13.0,辻堂
2857,辻堂,2021-11-30 10:55:00,2021-11-30 10:55:00,09-24-小田原-快速,13.5,辻堂
1439,茅ケ崎,2021-11-30 10:58:00,2021-11-30 10:58:00,09-24-小田原-快速,14.0,茅ケ崎
1440,平塚,2021-11-30 11:02:00,2021-11-30 11:02:00,09-24-小田原-快速,15.0,平塚
2858,平塚,2021-11-30 11:03:00,2021-11-30 11:03:00,09-24-小田原-快速,15.5,平塚
1441,大磯,2021-11-30 11:06:00,2021-11-30 11:06:00,09-24-小田原-快速,16.0,大磯
1442,二宮,2021-11-30 11:10:00,2021-11-30 11:10:00,09-24-小田原-快速,17.0,二宮
2859,二宮,2021-11-30 11:11:00,2021-11-30 11:11:00,09-24-小田原-快速,17.5,二宮
1443,国府津,2021-11-30 11:14:00,2021-11-30 11:14:00,09-24-小田原-快速,18.0,国府津
2860,国府津,2021-11-30 11:15:00,2021-11-30 11:15:00,09-24-小田原-快速,18.5,国府津
1444,鴨宮,2021-11-30 11:19:00,2021-11-30 11:19:00,09-24-小田原-快速,19.0,鴨宮
1445,小田原,2021-11-30 11:23:00,,09-24-小田原-快速,20.0,小田原
1283,大宮(埼玉),2021-11-30 09:56:00,2021-11-30 09:56:00,09-57-平塚-快速,0.0,大宮(埼玉)
1284,浦和,2021-11-30 10:02:00,2021-11-30 10:02:00,09-57-平塚-快速,1.0,浦和
2775,浦和,2021-11-30 10:03:00,2021-11-30 10:03:00,09-57-平塚-快速,1.5,浦和
1285,赤羽,2021-11-30 10:11:00,2021-11-30 10:11:00,09-57-平塚-快速,2.0,赤羽
1286,池袋,2021-11-30 10:23:00,2021-11-30 10:23:00,09-57-平塚-快速,3.0,尾久/池袋
2776,池袋,2021-11-30 10:24:00,2021-11-30 10:24:00,09-57-平塚-快速,3.5,尾久/池袋
1287,新宿,2021-11-30 10:29:00,2021-11-30 10:29:00,09-57-平塚-快速,4.0,上野/新宿
2777,新宿,2021-11-30 10:30:00,2021-11-30 10:30:00,09-57-平塚-快速,4.5,上野/新宿
1288,渋谷,2021-11-30 10:35:00,2021-11-30 10:35:00,09-57-平塚-快速,5.0,東京/渋谷
1289,恵比寿,2021-11-30 10:37:00,2021-11-30 10:37:00,09-57-平塚-快速,6.0,新橋/恵比寿
2778,恵比寿,2021-11-30 10:38:00,2021-11-30 10:38:00,09-57-平塚-快速,6.5,新橋/恵比寿
1290,大崎,2021-11-30 10:41:00,2021-11-30 10:41:00,09-57-平塚-快速,7.0,品川/大崎
2779,大崎,2021-11-30 10:42:00,2021-11-30 10:42:00,09-57-平塚-快速,7.5,品川/大崎
1291,武蔵小杉,2021-11-30 10:50:00,2021-11-30 10:50:00,09-57-平塚-快速,8.0,川崎/武蔵小杉
1292,横浜,2021-11-30 11:00:00,2021-11-30 11:00:00,09-57-平塚-快速,9.0,横浜
2780,横浜,2021-11-30 11:01:00,2021-11-30 11:01:00,09-57-平塚-快速,9.5,横浜
1293,戸塚,2021-11-30 11:11:00,2021-11-30 11:11:00,09-57-平塚-快速,10.0,戸塚
2781,戸塚,2021-11-30 11:12:00,2021-11-30 11:12:00,09-57-平塚-快速,10.5,戸塚
1294,大船,2021-11-30 11:17:00,2021-11-30 11:17:00,09-57-平塚-快速,11.0,大船
1295,藤沢,2021-11-30 11:21:00,2021-11-30 11:21:00,09-57-平塚-快速,12.0,藤沢
2782,藤沢,2021-11-30 11:22:00,2021-11-30 11:22:00,09-57-平塚-快速,12.5,藤沢
1296,辻堂,2021-11-30 11:25:00,2021-11-30 11:25:00,09-57-平塚-快速,13.0,辻堂
1297,茅ケ崎,2021-11-30 11:28:00,2021-11-30 11:28:00,09-57-平塚-快速,14.0,茅ケ崎
2783,茅ケ崎,2021-11-30 11:29:00,2021-11-30 11:29:00,09-57-平塚-快速,14.5,茅ケ崎
1298,平塚,2021-11-30 11:33:00,,09-57-平塚-快速,15.0,平塚
1085,大宮(埼玉),2021-11-30 10:27:00,2021-11-30 10:27:00,10-28-小田原-特別快速,0.0,大宮(埼玉)
1086,浦和,2021-11-30 10:33:00,2021-11-30 10:33:00,10-28-小田原-特別快速,1.0,浦和
2664,浦和,2021-11-30 10:34:00,2021-11-30 10:34:00,10-28-小田原-特別快速,1.5,浦和
1087,赤羽,2021-11-30 10:42:00,2021-11-30 10:42:00,10-28-小田原-特別快速,2.0,赤羽
1088,池袋,2021-11-30 10:53:00,2021-11-30 10:53:00,10-28-小田原-特別快速,3.0,尾久/池袋
1089,新宿,2021-11-30 10:58:00,2021-11-30 10:58:00,10-28-小田原-特別快速,4.0,上野/新宿
2665,新宿,2021-11-30 11:00:00,2021-11-30 11:00:00,10-28-小田原-特別快速,4.5,上野/新宿
1090,渋谷,2021-11-30 11:04:00,2021-11-30 11:04:00,10-28-小田原-特別快速,5.0,東京/渋谷
2666,渋谷,2021-11-30 11:05:00,2021-11-30 11:05:00,10-28-小田原-特別快速,5.5,東京/渋谷
1091,大崎,2021-11-30 11:10:00,2021-11-30 11:10:00,10-28-小田原-特別快速,6.0,品川/大崎
2667,大崎,2021-11-30 11:11:00,2021-11-30 11:11:00,10-28-小田原-特別快速,6.5,品川/大崎
1092,武蔵小杉,2021-11-30 11:18:00,2021-11-30 11:18:00,10-28-小田原-特別快速,7.0,川崎/武蔵小杉
2668,武蔵小杉,2021-11-30 11:19:00,2021-11-30 11:19:00,10-28-小田原-特別快速,7.5,川崎/武蔵小杉
1093,横浜,2021-11-30 11:29:00,2021-11-30 11:29:00,10-28-小田原-特別快速,8.0,横浜
2669,横浜,2021-11-30 11:30:00,2021-11-30 11:30:00,10-28-小田原-特別快速,8.5,横浜
1094,戸塚,2021-11-30 11:39:00,2021-11-30 11:39:00,10-28-小田原-特別快速,9.0,戸塚
2670,戸塚,2021-11-30 11:40:00,2021-11-30 11:40:00,10-28-小田原-特別快速,9.5,戸塚
1095,大船,2021-11-30 11:44:00,2021-11-30 11:44:00,10-28-小田原-特別快速,10.0,大船
2671,大船,2021-11-30 11:45:00,2021-11-30 11:45:00,10-28-小田原-特別快速,10.5,大船
1096,藤沢,2021-11-30 11:49:00,2021-11-30 11:49:00,10-28-小田原-特別快速,11.0,藤沢
1097,茅ケ崎,2021-11-30 11:55:00,2021-11-30 11:55:00,10-28-小田原-特別快速,12.0,茅ケ崎
2672,茅ケ崎,2021-11-30 11:56:00,2021-11-30 11:56:00,10-28-小田原-特別快速,12.5,茅ケ崎
1098,平塚,2021-11-30 12:00:00,2021-11-30 12:00:00,10-28-小田原-特別快速,13.0,平塚
1099,国府津,2021-11-30 12:09:00,2021-11-30 12:09:00,10-28-小田原-特別快速,14.0,国府津
2673,国府津,2021-11-30 12:10:00,2021-11-30 12:10:00,10-28-小田原-特別快速,14.5,国府津
1100,小田原,2021-11-30 12:15:00,,10-28-小田原-特別快速,15.0,小田原
1019,大宮(埼玉),2021-11-30 10:56:00,2021-11-30 10:56:00,10-57-平塚-快速,0.0,大宮(埼玉)
1020,浦和,2021-11-30 11:02:00,2021-11-30 11:02:00,10-57-平塚-快速,1.0,浦和
2634,浦和,2021-11-30 11:03:00,2021-11-30 11:03:00,10-57-平塚-快速,1.5,浦和
1021,赤羽,2021-11-30 11:11:00,2021-11-30 11:11:00,10-57-平塚-快速,2.0,赤羽
1022,池袋,2021-11-30 11:22:00,2021-11-30 11:22:00,10-57-平塚-快速,3.0,尾久/池袋
2635,池袋,2021-11-30 11:23:00,2021-11-30 11:23:00,10-57-平塚-快速,3.5,尾久/池袋
1023,新宿,2021-11-30 11:28:00,2021-11-30 11:28:00,10-57-平塚-快速,4.0,上野/新宿
2636,新宿,2021-11-30 11:30:00,2021-11-30 11:30:00,10-57-平塚-快速,4.5,上野/新宿
1024,渋谷,2021-11-30 11:34:00,2021-11-30 11:34:00,10-57-平塚-快速,5.0,東京/渋谷
2637,渋谷,2021-11-30 11:35:00,2021-11-30 11:35:00,10-57-平塚-快速,5.5,東京/渋谷
1025,恵比寿,2021-11-30 11:37:00,2021-11-30 11:37:00,10-57-平塚-快速,6.0,新橋/恵比寿
1026,大崎,2021-11-30 11:41:00,2021-11-30 11:41:00,10-57-平塚-快速,7.0,品川/大崎
2638,大崎,2021-11-30 11:42:00,2021-11-30 11:42:00,10-57-平塚-快速,7.5,品川/大崎
1027,武蔵小杉,2021-11-30 11:50:00,2021-11-30 11:50:00,10-57-平塚-快速,8.0,川崎/武蔵小杉
1028,横浜,2021-11-30 12:00:00,2021-11-30 12:00:00,10-57-平塚-快速,9.0,横浜
2639,横浜,2021-11-30 12:01:00,2021-11-30 12:01:00,10-57-平塚-快速,9.5,横浜
1029,戸塚,2021-11-30 12:11:00,2021-11-30 12:11:00,10-57-平塚-快速,10.0,戸塚
1030,大船,2021-11-30 12:16:00,2021-11-30 12:16:00,10-57-平塚-快速,11.0,大船
2640,大船,2021-11-30 12:17:00,2021-11-30 12:17:00,10-57-平塚-快速,11.5,大船
1031,藤沢,2021-11-30 12:21:00,2021-11-30 12:21:00,10-57-平塚-快速,12.0,藤沢
1032,辻堂,2021-11-30 12:24:00,2021-11-30 12:24:00,10-57-平塚-快速,13.0,辻堂
2641,辻堂,2021-11-30 12:25:00,2021-11-30 12:25:00,10-57-平塚-快速,13.5,辻堂
1033,茅ケ崎,2021-11-30 12:28:00,2021-11-30 12:28:00,10-57-平塚-快速,14.0,茅ケ崎
1034,平塚,2021-11-30 12:33:00,,10-57-平塚-快速,15.0,平塚
86,大宮(埼玉),2021-11-30 11:26:00,2021-11-30 11:26:00,11-28-小田原-特別快速,0.0,大宮(埼玉)
87,浦和,2021-11-30 11:35:00,2021-11-30 11:35:00,11-28-小田原-特別快速,1.0,浦和
88,赤羽,2021-11-30 11:43:00,2021-11-30 11:43:00,11-28-小田原-特別快速,2.0,赤羽
2119,赤羽,2021-11-30 11:44:00,2021-11-30 11:44:00,11-28-小田原-特別快速,2.5,赤羽
89,池袋,2021-11-30 11:54:00,2021-11-30 11:54:00,11-28-小田原-特別快速,3.0,尾久/池袋
90,新宿,2021-11-30 11:59:00,2021-11-30 11:59:00,11-28-小田原-特別快速,4.0,上野/新宿
2120,新宿,2021-11-30 12:00:00,2021-11-30 12:00:00,11-28-小田原-特別快速,4.5,上野/新宿
91,渋谷,2021-11-30 12:05:00,2021-11-30 12:05:00,11-28-小田原-特別快速,5.0,東京/渋谷
92,大崎,2021-11-30 12:11:00,2021-11-30 12:11:00,11-28-小田原-特別快速,6.0,品川/大崎
93,武蔵小杉,2021-11-30 12:20:00,2021-11-30 12:20:00,11-28-小田原-特別快速,7.0,川崎/武蔵小杉
2121,武蔵小杉,2021-11-30 12:21:00,2021-11-30 12:21:00,11-28-小田原-特別快速,7.5,川崎/武蔵小杉
94,横浜,2021-11-30 12:31:00,2021-11-30 12:31:00,11-28-小田原-特別快速,8.0,横浜
95,戸塚,2021-11-30 12:40:00,2021-11-30 12:40:00,11-28-小田原-特別快速,9.0,戸塚
2122,戸塚,2021-11-30 12:41:00,2021-11-30 12:41:00,11-28-小田原-特別快速,9.5,戸塚
96,大船,2021-11-30 12:46:00,2021-11-30 12:46:00,11-28-小田原-特別快速,10.0,大船
97,藤沢,2021-11-30 12:50:00,2021-11-30 12:50:00,11-28-小田原-特別快速,11.0,藤沢
2123,藤沢,2021-11-30 12:51:00,2021-11-30 12:51:00,11-28-小田原-特別快速,11.5,藤沢
98,茅ケ崎,2021-11-30 12:56:00,2021-11-30 12:56:00,11-28-小田原-特別快速,12.0,茅ケ崎
99,平塚,2021-11-30 13:00:00,2021-11-30 13:00:00,11-28-小田原-特別快速,13.0,平塚
2124,平塚,2021-11-30 13:01:00,2021-11-30 13:01:00,11-28-小田原-特別快速,13.5,平塚
100,国府津,2021-11-30 13:09:00,2021-11-30 13:09:00,11-28-小田原-特別快速,14.0,国府津
2125,国府津,2021-11-30 13:10:00,2021-11-30 13:10:00,11-28-小田原-特別快速,14.5,国府津
101,小田原,2021-11-30 13:16:00,,11-28-小田原-特別快速,15.0,小田原
1360,大宮(埼玉),2021-11-30 11:56:00,2021-11-30 11:56:00,11-57-平塚-快速,0.0,大宮(埼玉)
1361,浦和,2021-11-30 12:03:00,2021-11-30 12:03:00,11-57-平塚-快速,1.0,浦和
1362,赤羽,2021-11-30 12:11:00,2021-11-30 12:11:00,11-57-平塚-快速,2.0,赤羽
2814,赤羽,2021-11-30 12:12:00,2021-11-30 12:12:00,11-57-平塚-快速,2.5,赤羽
1363,池袋,2021-11-30 12:22:00,2021-11-30 12:22:00,11-57-平塚-快速,3.0,尾久/池袋
2815,池袋,2021-11-30 12:23:00,2021-11-30 12:23:00,11-57-平塚-快速,3.5,尾久/池袋
1364,新宿,2021-11-30 12:28:00,2021-11-30 12:28:00,11-57-平塚-快速,4.0,上野/新宿
2816,新宿,2021-11-30 12:30:00,2021-11-30 12:30:00,11-57-平塚-快速,4.5,上野/新宿
1365,渋谷,2021-11-30 12:34:00,2021-11-30 12:34:00,11-57-平塚-快速,5.0,東京/渋谷
2817,渋谷,2021-11-30 12:35:00,2021-11-30 12:35:00,11-57-平塚-快速,5.5,東京/渋谷
1366,恵比寿,2021-11-30 12:37:00,2021-11-30 12:37:00,11-57-平塚-快速,6.0,新橋/恵比寿
1367,大崎,2021-11-30 12:41:00,2021-11-30 12:41:00,11-57-平塚-快速,7.0,品川/大崎
2818,大崎,2021-11-30 12:42:00,2021-11-30 12:42:00,11-57-平塚-快速,7.5,品川/大崎
1368,武蔵小杉,2021-11-30 12:50:00,2021-11-30 12:50:00,11-57-平塚-快速,8.0,川崎/武蔵小杉
1369,横浜,2021-11-30 13:00:00,2021-11-30 13:00:00,11-57-平塚-快速,9.0,横浜
2819,横浜,2021-11-30 13:01:00,2021-11-30 13:01:00,11-57-平塚-快速,9.5,横浜
1370,戸塚,2021-11-30 13:10:00,2021-11-30 13:10:00,11-57-平塚-快速,10.0,戸塚
2820,戸塚,2021-11-30 13:11:00,2021-11-30 13:11:00,11-57-平塚-快速,10.5,戸塚
1371,大船,2021-11-30 13:16:00,2021-11-30 13:16:00,11-57-平塚-快速,11.0,大船
1372,藤沢,2021-11-30 13:20:00,2021-11-30 13:20:00,11-57-平塚-快速,12.0,藤沢
2821,藤沢,2021-11-30 13:21:00,2021-11-30 13:21:00,11-57-平塚-快速,12.5,藤沢
1373,辻堂,2021-11-30 13:24:00,2021-11-30 13:24:00,11-57-平塚-快速,13.0,辻堂
1374,茅ケ崎,2021-11-30 13:27:00,2021-11-30 13:27:00,11-57-平塚-快速,14.0,茅ケ崎
2822,茅ケ崎,2021-11-30 13:28:00,2021-11-30 13:28:00,11-57-平塚-快速,14.5,茅ケ崎
1375,平塚,2021-11-30 13:32:00,,11-57-平塚-快速,15.0,平塚
1151,大宮(埼玉),2021-11-30 12:26:00,2021-11-30 12:26:00,12-27-小田原-特別快速,0.0,大宮(埼玉)
1152,浦和,2021-11-30 12:33:00,2021-11-30 12:33:00,12-27-小田原-特別快速,1.0,浦和
1153,赤羽,2021-11-30 12:41:00,2021-11-30 12:41:00,12-27-小田原-特別快速,2.0,赤羽
1154,池袋,2021-11-30 12:53:00,2021-11-30 12:53:00,12-27-小田原-特別快速,3.0,尾久/池袋
1155,新宿,2021-11-30 12:58:00,2021-11-30 12:58:00,12-27-小田原-特別快速,4.0,上野/新宿
2701,新宿,2021-11-30 13:00:00,2021-11-30 13:00:00,12-27-小田原-特別快速,4.5,上野/新宿
1156,渋谷,2021-11-30 13:04:00,2021-11-30 13:04:00,12-27-小田原-特別快速,5.0,東京/渋谷
2702,渋谷,2021-11-30 13:05:00,2021-11-30 13:05:00,12-27-小田原-特別快速,5.5,東京/渋谷
1157,大崎,2021-11-30 13:10:00,2021-11-30 13:10:00,12-27-小田原-特別快速,6.0,品川/大崎
2703,大崎,2021-11-30 13:11:00,2021-11-30 13:11:00,12-27-小田原-特別快速,6.5,品川/大崎
1158,武蔵小杉,2021-11-30 13:18:00,2021-11-30 13:18:00,12-27-小田原-特別快速,7.0,川崎/武蔵小杉
2704,武蔵小杉,2021-11-30 13:19:00,2021-11-30 13:19:00,12-27-小田原-特別快速,7.5,川崎/武蔵小杉
1159,横浜,2021-11-30 13:29:00,2021-11-30 13:29:00,12-27-小田原-特別快速,8.0,横浜
2705,横浜,2021-11-30 13:30:00,2021-11-30 13:30:00,12-27-小田原-特別快速,8.5,横浜
1160,戸塚,2021-11-30 13:39:00,2021-11-30 13:39:00,12-27-小田原-特別快速,9.0,戸塚
2706,戸塚,2021-11-30 13:40:00,2021-11-30 13:40:00,12-27-小田原-特別快速,9.5,戸塚
1161,大船,2021-11-30 13:44:00,2021-11-30 13:44:00,12-27-小田原-特別快速,10.0,大船
2707,大船,2021-11-30 13:45:00,2021-11-30 13:45:00,12-27-小田原-特別快速,10.5,大船
1162,藤沢,2021-11-30 13:49:00,2021-11-30 13:49:00,12-27-小田原-特別快速,11.0,藤沢
1163,茅ケ崎,2021-11-30 13:55:00,2021-11-30 13:55:00,12-27-小田原-特別快速,12.0,茅ケ崎
2708,茅ケ崎,2021-11-30 13:56:00,2021-11-30 13:56:00,12-27-小田原-特別快速,12.5,茅ケ崎
1164,平塚,2021-11-30 14:00:00,2021-11-30 14:00:00,12-27-小田原-特別快速,13.0,平塚
1165,国府津,2021-11-30 14:09:00,2021-11-30 14:09:00,12-27-小田原-特別快速,14.0,国府津
2709,国府津,2021-11-30 14:10:00,2021-11-30 14:10:00,12-27-小田原-特別快速,14.5,国府津
1166,小田原,2021-11-30 14:15:00,,12-27-小田原-特別快速,15.0,小田原
872,大宮(埼玉),2021-11-30 12:56:00,2021-11-30 12:56:00,12-57-平塚-快速,0.0,大宮(埼玉)
873,浦和,2021-11-30 13:02:00,2021-11-30 13:02:00,12-57-平塚-快速,1.0,浦和
2543,浦和,2021-11-30 13:03:00,2021-11-30 13:03:00,12-57-平塚-快速,1.5,浦和
874,赤羽,2021-11-30 13:11:00,2021-11-30 13:11:00,12-57-平塚-快速,2.0,赤羽
875,池袋,2021-11-30 13:22:00,2021-11-30 13:22:00,12-57-平塚-快速,3.0,尾久/池袋
2544,池袋,2021-11-30 13:23:00,2021-11-30 13:23:00,12-57-平塚-快速,3.5,尾久/池袋
876,新宿,2021-11-30 13:29:00,2021-11-30 13:29:00,12-57-平塚-快速,4.0,上野/新宿
2545,新宿,2021-11-30 13:30:00,2021-11-30 13:30:00,12-57-平塚-快速,4.5,上野/新宿
877,渋谷,2021-11-30 13:34:00,2021-11-30 13:34:00,12-57-平塚-快速,5.0,東京/渋谷
2546,渋谷,2021-11-30 13:35:00,2021-11-30 13:35:00,12-57-平塚-快速,5.5,東京/渋谷
878,恵比寿,2021-11-30 13:37:00,2021-11-30 13:37:00,12-57-平塚-快速,6.0,新橋/恵比寿
879,大崎,2021-11-30 13:41:00,2021-11-30 13:41:00,12-57-平塚-快速,7.0,品川/大崎
2547,大崎,2021-11-30 13:42:00,2021-11-30 13:42:00,12-57-平塚-快速,7.5,品川/大崎
880,武蔵小杉,2021-11-30 13:50:00,2021-11-30 13:50:00,12-57-平塚-快速,8.0,川崎/武蔵小杉
881,横浜,2021-11-30 14:00:00,2021-11-30 14:00:00,12-57-平塚-快速,9.0,横浜
2548,横浜,2021-11-30 14:01:00,2021-11-30 14:01:00,12-57-平塚-快速,9.5,横浜
882,戸塚,2021-11-30 14:11:00,2021-11-30 14:11:00,12-57-平塚-快速,10.0,戸塚
883,大船,2021-11-30 14:16:00,2021-11-30 14:16:00,12-57-平塚-快速,11.0,大船
2549,大船,2021-11-30 14:17:00,2021-11-30 14:17:00,12-57-平塚-快速,11.5,大船
884,藤沢,2021-11-30 14:21:00,2021-11-30 14:21:00,12-57-平塚-快速,12.0,藤沢
885,辻堂,2021-11-30 14:24:00,2021-11-30 14:24:00,12-57-平塚-快速,13.0,辻堂
2550,辻堂,2021-11-30 14:25:00,2021-11-30 14:25:00,12-57-平塚-快速,13.5,辻堂
886,茅ケ崎,2021-11-30 14:28:00,2021-11-30 14:28:00,12-57-平塚-快速,14.0,茅ケ崎
887,平塚,2021-11-30 14:33:00,,12-57-平塚-快速,15.0,平塚
708,大宮(埼玉),2021-11-30 13:26:00,2021-11-30 13:26:00,13-27-小田原-特別快速,0.0,大宮(埼玉)
709,浦和,2021-11-30 13:33:00,2021-11-30 13:33:00,13-27-小田原-特別快速,1.0,浦和
2456,浦和,2021-11-30 13:34:00,2021-11-30 13:34:00,13-27-小田原-特別快速,1.5,浦和
710,赤羽,2021-11-30 13:42:00,2021-11-30 13:42:00,13-27-小田原-特別快速,2.0,赤羽
711,池袋,2021-11-30 13:52:00,2021-11-30 13:52:00,13-27-小田原-特別快速,3.0,尾久/池袋
712,新宿,2021-11-30 13:57:00,2021-11-30 13:57:00,13-27-小田原-特別快速,4.0,上野/新宿
2457,新宿,2021-11-30 14:00:00,2021-11-30 14:00:00,13-27-小田原-特別快速,4.5,上野/新宿
713,渋谷,2021-11-30 14:04:00,2021-11-30 14:04:00,13-27-小田原-特別快速,5.0,東京/渋谷
2458,渋谷,2021-11-30 14:05:00,2021-11-30 14:05:00,13-27-小田原-特別快速,5.5,東京/渋谷
714,大崎,2021-11-30 14:10:00,2021-11-30 14:10:00,13-27-小田原-特別快速,6.0,品川/大崎
2459,大崎,2021-11-30 14:11:00,2021-11-30 14:11:00,13-27-小田原-特別快速,6.5,品川/大崎
715,武蔵小杉,2021-11-30 14:18:00,2021-11-30 14:18:00,13-27-小田原-特別快速,7.0,川崎/武蔵小杉
2460,武蔵小杉,2021-11-30 14:19:00,2021-11-30 14:19:00,13-27-小田原-特別快速,7.5,川崎/武蔵小杉
716,横浜,2021-11-30 14:29:00,2021-11-30 14:29:00,13-27-小田原-特別快速,8.0,横浜
2461,横浜,2021-11-30 14:30:00,2021-11-30 14:30:00,13-27-小田原-特別快速,8.5,横浜
717,戸塚,2021-11-30 14:39:00,2021-11-30 14:39:00,13-27-小田原-特別快速,9.0,戸塚
2462,戸塚,2021-11-30 14:40:00,2021-11-30 14:40:00,13-27-小田原-特別快速,9.5,戸塚
718,大船,2021-11-30 14:44:00,2021-11-30 14:44:00,13-27-小田原-特別快速,10.0,大船
2463,大船,2021-11-30 14:45:00,2021-11-30 14:45:00,13-27-小田原-特別快速,10.5,大船
719,藤沢,2021-11-30 14:49:00,2021-11-30 14:49:00,13-27-小田原-特別快速,11.0,藤沢
720,茅ケ崎,2021-11-30 14:54:00,2021-11-30 14:54:00,13-27-小田原-特別快速,12.0,茅ケ崎
2464,茅ケ崎,2021-11-30 14:55:00,2021-11-30 14:55:00,13-27-小田原-特別快速,12.5,茅ケ崎
721,平塚,2021-11-30 14:59:00,2021-11-30 14:59:00,13-27-小田原-特別快速,13.0,平塚
722,国府津,2021-11-30 15:08:00,2021-11-30 15:08:00,13-27-小田原-特別快速,14.0,国府津
2465,国府津,2021-11-30 15:09:00,2021-11-30 15:09:00,13-27-小田原-特別快速,14.5,国府津
723,小田原,2021-11-30 15:14:00,,13-27-小田原-特別快速,15.0,小田原
306,大宮(埼玉),2021-11-30 13:56:00,2021-11-30 13:56:00,13-57-国府津-快速,0.0,大宮(埼玉)
307,浦和,2021-11-30 14:03:00,2021-11-30 14:03:00,13-57-国府津-快速,1.0,浦和
308,赤羽,2021-11-30 14:11:00,2021-11-30 14:11:00,13-57-国府津-快速,2.0,赤羽
309,池袋,2021-11-30 14:22:00,2021-11-30 14:22:00,13-57-国府津-快速,3.0,尾久/池袋
2246,池袋,2021-11-30 14:23:00,2021-11-30 14:23:00,13-57-国府津-快速,3.5,尾久/池袋
310,新宿,2021-11-30 14:29:00,2021-11-30 14:29:00,13-57-国府津-快速,4.0,上野/新宿
2247,新宿,2021-11-30 14:30:00,2021-11-30 14:30:00,13-57-国府津-快速,4.5,上野/新宿
311,渋谷,2021-11-30 14:34:00,2021-11-30 14:34:00,13-57-国府津-快速,5.0,東京/渋谷
2248,渋谷,2021-11-30 14:35:00,2021-11-30 14:35:00,13-57-国府津-快速,5.5,東京/渋谷
312,恵比寿,2021-11-30 14:37:00,2021-11-30 14:37:00,13-57-国府津-快速,6.0,新橋/恵比寿
313,大崎,2021-11-30 14:41:00,2021-11-30 14:41:00,13-57-国府津-快速,7.0,品川/大崎
2249,大崎,2021-11-30 14:42:00,2021-11-30 14:42:00,13-57-国府津-快速,7.5,品川/大崎
314,武蔵小杉,2021-11-30 14:50:00,2021-11-30 14:50:00,13-57-国府津-快速,8.0,川崎/武蔵小杉
315,横浜,2021-11-30 15:00:00,2021-11-30 15:00:00,13-57-国府津-快速,9.0,横浜
2250,横浜,2021-11-30 15:01:00,2021-11-30 15:01:00,13-57-国府津-快速,9.5,横浜
316,戸塚,2021-11-30 15:11:00,2021-11-30 15:11:00,13-57-国府津-快速,10.0,戸塚
317,大船,2021-11-30 15:16:00,2021-11-30 15:16:00,13-57-国府津-快速,11.0,大船
2251,大船,2021-11-30 15:17:00,2021-11-30 15:17:00,13-57-国府津-快速,11.5,大船
318,藤沢,2021-11-30 15:21:00,2021-11-30 15:21:00,13-57-国府津-快速,12.0,藤沢
319,辻堂,2021-11-30 15:24:00,2021-11-30 15:24:00,13-57-国府津-快速,13.0,辻堂
2252,辻堂,2021-11-30 15:25:00,2021-11-30 15:25:00,13-57-国府津-快速,13.5,辻堂
320,茅ケ崎,2021-11-30 15:28:00,2021-11-30 15:28:00,13-57-国府津-快速,14.0,茅ケ崎
321,平塚,2021-11-30 15:32:00,2021-11-30 15:32:00,13-57-国府津-快速,15.0,平塚
2253,平塚,2021-11-30 15:33:00,2021-11-30 15:33:00,13-57-国府津-快速,15.5,平塚
322,大磯,2021-11-30 15:36:00,2021-11-30 15:36:00,13-57-国府津-快速,16.0,大磯
323,二宮,2021-11-30 15:40:00,2021-11-30 15:40:00,13-57-国府津-快速,17.0,二宮
2254,二宮,2021-11-30 15:41:00,2021-11-30 15:41:00,13-57-国府津-快速,17.5,二宮
324,国府津,2021-11-30 15:45:00,,13-57-国府津-快速,18.0,国府津
1409,大宮(埼玉),2021-11-30 14:26:00,2021-11-30 14:26:00,14-27-小田原-特別快速,0.0,大宮(埼玉)
1410,浦和,2021-11-30 14:33:00,2021-11-30 14:33:00,14-27-小田原-特別快速,1.0,浦和
1411,赤羽,2021-11-30 14:41:00,2021-11-30 14:41:00,14-27-小田原-特別快速,2.0,赤羽
1412,池袋,2021-11-30 14:53:00,2021-11-30 14:53:00,14-27-小田原-特別快速,3.0,尾久/池袋
1413,新宿,2021-11-30 14:58:00,2021-11-30 14:58:00,14-27-小田原-特別快速,4.0,上野/新宿
2840,新宿,2021-11-30 15:00:00,2021-11-30 15:00:00,14-27-小田原-特別快速,4.5,上野/新宿
1414,渋谷,2021-11-30 15:04:00,2021-11-30 15:04:00,14-27-小田原-特別快速,5.0,東京/渋谷
2841,渋谷,2021-11-30 15:05:00,2021-11-30 15:05:00,14-27-小田原-特別快速,5.5,東京/渋谷
1415,大崎,2021-11-30 15:10:00,2021-11-30 15:10:00,14-27-小田原-特別快速,6.0,品川/大崎
2842,大崎,2021-11-30 15:11:00,2021-11-30 15:11:00,14-27-小田原-特別快速,6.5,品川/大崎
