,Station,Arrive,Depart,Train,index
2860,千葉,2022-08-13 00:00:00,2022-08-13 00:00:00,00-00-津田沼-普通,0.0
2861,西千葉,2022-08-13 00:02:00,2022-08-13 00:02:00,00-00-津田沼-普通,1.0
2862,稲毛,2022-08-13 00:04:00,2022-08-13 00:04:00,00-00-津田沼-普通,2.0
2863,新検見川,2022-08-13 00:07:00,2022-08-13 00:07:00,00-00-津田沼-普通,3.0
2864,幕張,2022-08-13 00:10:00,2022-08-13 00:10:00,00-00-津田沼-普通,4.0
2865,幕張本郷,2022-08-13 00:12:00,2022-08-13 00:12:00,00-00-津田沼-普通,5.0
2866,津田沼,2022-08-13 00:15:00,,00-00-津田沼-普通,6.0
915,千葉,2022-08-13 00:14:00,2022-08-13 00:14:00,00-14-津田沼-普通,0.0
916,西千葉,2022-08-13 00:17:00,2022-08-13 00:17:00,00-14-津田沼-普通,1.0
917,稲毛,2022-08-13 00:19:00,2022-08-13 00:19:00,00-14-津田沼-普通,2.0
918,新検見川,2022-08-13 00:22:00,2022-08-13 00:22:00,00-14-津田沼-普通,3.0
919,幕張,2022-08-13 00:24:00,2022-08-13 00:24:00,00-14-津田沼-普通,4.0
920,幕張本郷,2022-08-13 00:27:00,2022-08-13 00:27:00,00-14-津田沼-普通,5.0
921,津田沼,2022-08-13 00:30:00,,00-14-津田沼-普通,6.0
3443,千葉,2022-08-13 00:31:00,2022-08-13 00:31:00,00-31-津田沼-普通,0.0
3444,西千葉,2022-08-13 00:33:00,2022-08-13 00:33:00,00-31-津田沼-普通,1.0
3445,稲毛,2022-08-13 00:35:00,2022-08-13 00:35:00,00-31-津田沼-普通,2.0
3446,新検見川,2022-08-13 00:38:00,2022-08-13 00:38:00,00-31-津田沼-普通,3.0
3447,幕張,2022-08-13 00:40:00,2022-08-13 00:40:00,00-31-津田沼-普通,4.0
3448,幕張本郷,2022-08-13 00:43:00,2022-08-13 00:43:00,00-31-津田沼-普通,5.0
3449,津田沼,2022-08-13 00:46:00,,00-31-津田沼-普通,6.0
4170,千葉,2022-08-12 04:31:00,2022-08-12 04:31:00,04-31-三鷹-普通,0.0
4171,西千葉,2022-08-12 04:33:00,2022-08-12 04:33:00,04-31-三鷹-普通,1.0
4172,稲毛,2022-08-12 04:35:00,2022-08-12 04:35:00,04-31-三鷹-普通,2.0
4173,新検見川,2022-08-12 04:38:00,2022-08-12 04:38:00,04-31-三鷹-普通,3.0
4174,幕張,2022-08-12 04:40:00,2022-08-12 04:40:00,04-31-三鷹-普通,4.0
4175,幕張本郷,2022-08-12 04:43:00,2022-08-12 04:43:00,04-31-三鷹-普通,5.0
4176,津田沼,2022-08-12 04:47:00,2022-08-12 04:47:00,04-31-三鷹-普通,6.0
4177,東船橋,2022-08-12 04:50:00,2022-08-12 04:50:00,04-31-三鷹-普通,7.0
4178,船橋,2022-08-12 04:52:00,2022-08-12 04:52:00,04-31-三鷹-普通,8.0
4179,西船橋,2022-08-12 04:55:00,2022-08-12 04:55:00,04-31-三鷹-普通,9.0
4180,下総中山,2022-08-12 04:58:00,2022-08-12 04:58:00,04-31-三鷹-普通,10.0
4181,本八幡,2022-08-12 05:00:00,2022-08-12 05:00:00,04-31-三鷹-普通,11.0
4182,市川,2022-08-12 05:03:00,2022-08-12 05:03:00,04-31-三鷹-普通,12.0
4183,小岩,2022-08-12 05:06:00,2022-08-12 05:06:00,04-31-三鷹-普通,13.0
4184,新小岩,2022-08-12 05:09:00,2022-08-12 05:09:00,04-31-三鷹-普通,14.0
4185,平井(東京),2022-08-12 05:11:00,2022-08-12 05:11:00,04-31-三鷹-普通,15.0
4186,亀戸,2022-08-12 05:14:00,2022-08-12 05:14:00,04-31-三鷹-普通,16.0
4187,錦糸町,2022-08-12 05:16:00,2022-08-12 05:16:00,04-31-三鷹-普通,17.0
4188,両国,2022-08-12 05:18:00,2022-08-12 05:18:00,04-31-三鷹-普通,18.0
4189,浅草橋,2022-08-12 05:20:00,2022-08-12 05:20:00,04-31-三鷹-普通,19.0
4190,秋葉原,2022-08-12 05:23:00,2022-08-12 05:23:00,04-31-三鷹-普通,20.0
4191,御茶ノ水,2022-08-12 05:25:00,2022-08-12 05:25:00,04-31-三鷹-普通,21.0
4192,水道橋,2022-08-12 05:27:00,2022-08-12 05:27:00,04-31-三鷹-普通,22.0
4193,飯田橋,2022-08-12 05:29:00,2022-08-12 05:29:00,04-31-三鷹-普通,23.0
4194,市ケ谷,2022-08-12 05:31:00,2022-08-12 05:31:00,04-31-三鷹-普通,24.0
4195,四ツ谷,2022-08-12 05:33:00,2022-08-12 05:33:00,04-31-三鷹-普通,25.0
4196,信濃町,2022-08-12 05:35:00,2022-08-12 05:35:00,04-31-三鷹-普通,26.0
4197,千駄ケ谷,2022-08-12 05:37:00,2022-08-12 05:37:00,04-31-三鷹-普通,27.0
4198,代々木,2022-08-12 05:39:00,2022-08-12 05:39:00,04-31-三鷹-普通,28.0
4199,新宿,2022-08-12 05:41:00,2022-08-12 05:41:00,04-31-三鷹-普通,29.0
4200,大久保(東京),2022-08-12 05:43:00,2022-08-12 05:43:00,04-31-三鷹-普通,30.0
4201,東中野,2022-08-12 05:45:00,2022-08-12 05:45:00,04-31-三鷹-普通,31.0
4202,中野(東京),2022-08-12 05:49:00,2022-08-12 05:49:00,04-31-三鷹-普通,32.0
4203,高円寺,2022-08-12 05:51:00,2022-08-12 05:51:00,04-31-三鷹-普通,33.0
4204,阿佐ケ谷,2022-08-12 05:53:00,2022-08-12 05:53:00,04-31-三鷹-普通,34.0
4205,荻窪,2022-08-12 05:55:00,2022-08-12 05:55:00,04-31-三鷹-普通,35.0
4206,西荻窪,2022-08-12 05:57:00,2022-08-12 05:57:00,04-31-三鷹-普通,36.0
4207,吉祥寺,2022-08-12 06:00:00,2022-08-12 06:00:00,04-31-三鷹-普通,37.0
4208,三鷹,2022-08-12 06:02:00,,04-31-三鷹-普通,38.0
4890,千葉,2022-08-12 04:46:00,2022-08-12 04:46:00,04-46-三鷹-普通,0.0
4891,西千葉,2022-08-12 04:48:00,2022-08-12 04:48:00,04-46-三鷹-普通,1.0
4892,稲毛,2022-08-12 04:50:00,2022-08-12 04:50:00,04-46-三鷹-普通,2.0
4893,新検見川,2022-08-12 04:53:00,2022-08-12 04:53:00,04-46-三鷹-普通,3.0
4894,幕張,2022-08-12 04:56:00,2022-08-12 04:56:00,04-46-三鷹-普通,4.0
4895,幕張本郷,2022-08-12 04:58:00,2022-08-12 04:58:00,04-46-三鷹-普通,5.0
4896,津田沼,2022-08-12 05:02:00,2022-08-12 05:02:00,04-46-三鷹-普通,6.0
4897,東船橋,2022-08-12 05:05:00,2022-08-12 05:05:00,04-46-三鷹-普通,7.0
4898,船橋,2022-08-12 05:07:00,2022-08-12 05:07:00,04-46-三鷹-普通,8.0
4899,西船橋,2022-08-12 05:10:00,2022-08-12 05:10:00,04-46-三鷹-普通,9.0
4900,下総中山,2022-08-12 05:13:00,2022-08-12 05:13:00,04-46-三鷹-普通,10.0
4901,本八幡,2022-08-12 05:15:00,2022-08-12 05:15:00,04-46-三鷹-普通,11.0
4902,市川,2022-08-12 05:18:00,2022-08-12 05:18:00,04-46-三鷹-普通,12.0
4903,小岩,2022-08-12 05:21:00,2022-08-12 05:21:00,04-46-三鷹-普通,13.0
4904,新小岩,2022-08-12 05:24:00,2022-08-12 05:24:00,04-46-三鷹-普通,14.0
4905,平井(東京),2022-08-12 05:26:00,2022-08-12 05:26:00,04-46-三鷹-普通,15.0
4906,亀戸,2022-08-12 05:29:00,2022-08-12 05:29:00,04-46-三鷹-普通,16.0
4907,錦糸町,2022-08-12 05:31:00,2022-08-12 05:31:00,04-46-三鷹-普通,17.0
4908,両国,2022-08-12 05:33:00,2022-08-12 05:33:00,04-46-三鷹-普通,18.0
4909,浅草橋,2022-08-12 05:35:00,2022-08-12 05:35:00,04-46-三鷹-普通,19.0
4910,秋葉原,2022-08-12 05:38:00,2022-08-12 05:38:00,04-46-三鷹-普通,20.0
4911,御茶ノ水,2022-08-12 05:40:00,2022-08-12 05:40:00,04-46-三鷹-普通,21.0
4912,水道橋,2022-08-12 05:42:00,2022-08-12 05:42:00,04-46-三鷹-普通,22.0
4913,飯田橋,2022-08-12 05:44:00,2022-08-12 05:44:00,04-46-三鷹-普通,23.0
4914,市ケ谷,2022-08-12 05:46:00,2022-08-12 05:46:00,04-46-三鷹-普通,24.0
4915,四ツ谷,2022-08-12 05:48:00,2022-08-12 05:48:00,04-46-三鷹-普通,25.0
4916,信濃町,2022-08-12 05:50:00,2022-08-12 05:50:00,04-46-三鷹-普通,26.0
4917,千駄ケ谷,2022-08-12 05:52:00,2022-08-12 05:52:00,04-46-三鷹-普通,27.0
4918,代々木,2022-08-12 05:54:00,2022-08-12 05:54:00,04-46-三鷹-普通,28.0
4919,新宿,2022-08-12 05:56:00,2022-08-12 05:56:00,04-46-三鷹-普通,29.0
4920,大久保(東京),2022-08-12 05:58:00,2022-08-12 05:58:00,04-46-三鷹-普通,30.0
4921,東中野,2022-08-12 06:00:00,2022-08-12 06:00:00,04-46-三鷹-普通,31.0
4922,中野(東京),2022-08-12 06:04:00,2022-08-12 06:04:00,04-46-三鷹-普通,32.0
4923,高円寺,2022-08-12 06:06:00,2022-08-12 06:06:00,04-46-三鷹-普通,33.0
4924,阿佐ケ谷,2022-08-12 06:08:00,2022-08-12 06:08:00,04-46-三鷹-普通,34.0
4925,荻窪,2022-08-12 06:10:00,2022-08-12 06:10:00,04-46-三鷹-普通,35.0
4926,西荻窪,2022-08-12 06:12:00,2022-08-12 06:12:00,04-46-三鷹-普通,36.0
4927,吉祥寺,2022-08-12 06:15:00,2022-08-12 06:15:00,04-46-三鷹-普通,37.0
4928,三鷹,2022-08-12 06:17:00,,04-46-三鷹-普通,38.0
3987,千葉,2022-08-12 05:06:00,2022-08-12 05:06:00,05-06-三鷹-普通,0.0
3988,西千葉,2022-08-12 05:08:00,2022-08-12 05:08:00,05-06-三鷹-普通,1.0
3989,稲毛,2022-08-12 05:11:00,2022-08-12 05:11:00,05-06-三鷹-普通,2.0
3990,新検見川,2022-08-12 05:14:00,2022-08-12 05:14:00,05-06-三鷹-普通,3.0
3991,幕張,2022-08-12 05:16:00,2022-08-12 05:16:00,05-06-三鷹-普通,4.0
3992,幕張本郷,2022-08-12 05:18:00,2022-08-12 05:18:00,05-06-三鷹-普通,5.0
3993,津田沼,2022-08-12 05:23:00,2022-08-12 05:23:00,05-06-三鷹-普通,6.0
3994,東船橋,2022-08-12 05:26:00,2022-08-12 05:26:00,05-06-三鷹-普通,7.0
3995,船橋,2022-08-12 05:28:00,2022-08-12 05:28:00,05-06-三鷹-普通,8.0
3996,西船橋,2022-08-12 05:31:00,2022-08-12 05:31:00,05-06-三鷹-普通,9.0
3997,下総中山,2022-08-12 05:33:00,2022-08-12 05:33:00,05-06-三鷹-普通,10.0
3998,本八幡,2022-08-12 05:36:00,2022-08-12 05:36:00,05-06-三鷹-普通,11.0
3999,市川,2022-08-12 05:38:00,2022-08-12 05:38:00,05-06-三鷹-普通,12.0
4000,小岩,2022-08-12 05:41:00,2022-08-12 05:41:00,05-06-三鷹-普通,13.0
4001,新小岩,2022-08-12 05:44:00,2022-08-12 05:44:00,05-06-三鷹-普通,14.0
4002,平井(東京),2022-08-12 05:47:00,2022-08-12 05:47:00,05-06-三鷹-普通,15.0
4003,亀戸,2022-08-12 05:49:00,2022-08-12 05:49:00,05-06-三鷹-普通,16.0
4004,錦糸町,2022-08-12 05:53:00,2022-08-12 05:53:00,05-06-三鷹-普通,17.0
4005,両国,2022-08-12 05:55:00,2022-08-12 05:55:00,05-06-三鷹-普通,18.0
4006,浅草橋,2022-08-12 05:57:00,2022-08-12 05:57:00,05-06-三鷹-普通,19.0
4007,秋葉原,2022-08-12 05:59:00,2022-08-12 05:59:00,05-06-三鷹-普通,20.0
4008,御茶ノ水,2022-08-12 06:02:00,2022-08-12 06:02:00,05-06-三鷹-普通,21.0
4009,水道橋,2022-08-12 06:05:00,2022-08-12 06:05:00,05-06-三鷹-普通,22.0
4010,飯田橋,2022-08-12 06:07:00,2022-08-12 06:07:00,05-06-三鷹-普通,23.0
4011,市ケ谷,2022-08-12 06:09:00,2022-08-12 06:09:00,05-06-三鷹-普通,24.0
4012,四ツ谷,2022-08-12 06:11:00,2022-08-12 06:11:00,05-06-三鷹-普通,25.0
4013,信濃町,2022-08-12 06:13:00,2022-08-12 06:13:00,05-06-三鷹-普通,26.0
4014,千駄ケ谷,2022-08-12 06:14:00,2022-08-12 06:14:00,05-06-三鷹-普通,27.0
4015,代々木,2022-08-12 06:17:00,2022-08-12 06:17:00,05-06-三鷹-普通,28.0
4016,新宿,2022-08-12 06:20:00,2022-08-12 06:20:00,05-06-三鷹-普通,29.0
4017,大久保(東京),2022-08-12 06:22:00,2022-08-12 06:22:00,05-06-三鷹-普通,30.0
4018,東中野,2022-08-12 06:24:00,2022-08-12 06:24:00,05-06-三鷹-普通,31.0
4019,中野(東京),2022-08-12 06:28:00,2022-08-12 06:28:00,05-06-三鷹-普通,32.0
4020,高円寺,2022-08-12 06:30:00,2022-08-12 06:30:00,05-06-三鷹-普通,33.0
4021,阿佐ケ谷,2022-08-12 06:32:00,2022-08-12 06:32:00,05-06-三鷹-普通,34.0
4022,荻窪,2022-08-12 06:34:00,2022-08-12 06:34:00,05-06-三鷹-普通,35.0
4023,西荻窪,2022-08-12 06:37:00,2022-08-12 06:37:00,05-06-三鷹-普通,36.0
4024,吉祥寺,2022-08-12 06:39:00,2022-08-12 06:39:00,05-06-三鷹-普通,37.0
4025,三鷹,2022-08-12 06:41:00,,05-06-三鷹-普通,38.0
1564,千葉,2022-08-12 05:28:00,2022-08-12 05:28:00,05-28-三鷹-普通,0.0
1565,西千葉,2022-08-12 05:30:00,2022-08-12 05:30:00,05-28-三鷹-普通,1.0
1566,稲毛,2022-08-12 05:32:00,2022-08-12 05:32:00,05-28-三鷹-普通,2.0
1567,新検見川,2022-08-12 05:35:00,2022-08-12 05:35:00,05-28-三鷹-普通,3.0
1568,幕張,2022-08-12 05:37:00,2022-08-12 05:37:00,05-28-三鷹-普通,4.0
1569,幕張本郷,2022-08-12 05:40:00,2022-08-12 05:40:00,05-28-三鷹-普通,5.0
1570,津田沼,2022-08-12 05:43:00,2022-08-12 05:43:00,05-28-三鷹-普通,6.0
1571,東船橋,2022-08-12 05:46:00,2022-08-12 05:46:00,05-28-三鷹-普通,7.0
1572,船橋,2022-08-12 05:48:00,2022-08-12 05:48:00,05-28-三鷹-普通,8.0
1573,西船橋,2022-08-12 05:51:00,2022-08-12 05:51:00,05-28-三鷹-普通,9.0
1574,下総中山,2022-08-12 05:54:00,2022-08-12 05:54:00,05-28-三鷹-普通,10.0
1575,本八幡,2022-08-12 05:56:00,2022-08-12 05:56:00,05-28-三鷹-普通,11.0
1576,市川,2022-08-12 05:59:00,2022-08-12 05:59:00,05-28-三鷹-普通,12.0
1577,小岩,2022-08-12 06:02:00,2022-08-12 06:02:00,05-28-三鷹-普通,13.0
1578,新小岩,2022-08-12 06:05:00,2022-08-12 06:05:00,05-28-三鷹-普通,14.0
1579,平井(東京),2022-08-12 06:07:00,2022-08-12 06:07:00,05-28-三鷹-普通,15.0
1580,亀戸,2022-08-12 06:10:00,2022-08-12 06:10:00,05-28-三鷹-普通,16.0
1581,錦糸町,2022-08-12 06:12:00,2022-08-12 06:12:00,05-28-三鷹-普通,17.0
1582,両国,2022-08-12 06:14:00,2022-08-12 06:14:00,05-28-三鷹-普通,18.0
1583,浅草橋,2022-08-12 06:16:00,2022-08-12 06:16:00,05-28-三鷹-普通,19.0
1584,秋葉原,2022-08-12 06:19:00,2022-08-12 06:19:00,05-28-三鷹-普通,20.0
1585,御茶ノ水,2022-08-12 06:21:00,2022-08-12 06:21:00,05-28-三鷹-普通,21.0
1586,水道橋,2022-08-12 06:23:00,2022-08-12 06:23:00,05-28-三鷹-普通,22.0
1587,飯田橋,2022-08-12 06:25:00,2022-08-12 06:25:00,05-28-三鷹-普通,23.0
1588,市ケ谷,2022-08-12 06:27:00,2022-08-12 06:27:00,05-28-三鷹-普通,24.0
1589,四ツ谷,2022-08-12 06:29:00,2022-08-12 06:29:00,05-28-三鷹-普通,25.0
1590,信濃町,2022-08-12 06:31:00,2022-08-12 06:31:00,05-28-三鷹-普通,26.0
1591,千駄ケ谷,2022-08-12 06:33:00,2022-08-12 06:33:00,05-28-三鷹-普通,27.0
1592,代々木,2022-08-12 06:35:00,2022-08-12 06:35:00,05-28-三鷹-普通,28.0
1593,新宿,2022-08-12 06:37:00,2022-08-12 06:37:00,05-28-三鷹-普通,29.0
1594,大久保(東京),2022-08-12 06:39:00,2022-08-12 06:39:00,05-28-三鷹-普通,30.0
1595,東中野,2022-08-12 06:41:00,2022-08-12 06:41:00,05-28-三鷹-普通,31.0
1596,中野(東京),2022-08-12 06:46:00,2022-08-12 06:46:00,05-28-三鷹-普通,32.0
1597,高円寺,2022-08-12 06:48:00,2022-08-12 06:48:00,05-28-三鷹-普通,33.0
1598,阿佐ケ谷,2022-08-12 06:50:00,2022-08-12 06:50:00,05-28-三鷹-普通,34.0
1599,荻窪,2022-08-12 06:52:00,2022-08-12 06:52:00,05-28-三鷹-普通,35.0
1600,西荻窪,2022-08-12 06:54:00,2022-08-12 06:54:00,05-28-三鷹-普通,36.0
1601,吉祥寺,2022-08-12 06:57:00,2022-08-12 06:57:00,05-28-三鷹-普通,37.0
1602,三鷹,2022-08-12 06:59:00,,05-28-三鷹-普通,38.0
3122,千葉,2022-08-12 05:35:00,2022-08-12 05:35:00,05-35-中野-普通,0.0
3123,西千葉,2022-08-12 05:37:00,2022-08-12 05:37:00,05-35-中野-普通,1.0
3124,稲毛,2022-08-12 05:40:00,2022-08-12 05:40:00,05-35-中野-普通,2.0
3125,新検見川,2022-08-12 05:43:00,2022-08-12 05:43:00,05-35-中野-普通,3.0
3126,幕張,2022-08-12 05:45:00,2022-08-12 05:45:00,05-35-中野-普通,4.0
3127,幕張本郷,2022-08-12 05:47:00,2022-08-12 05:47:00,05-35-中野-普通,5.0
3128,津田沼,2022-08-12 05:51:00,2022-08-12 05:51:00,05-35-中野-普通,6.0
3129,東船橋,2022-08-12 05:53:00,2022-08-12 05:53:00,05-35-中野-普通,7.0
3130,船橋,2022-08-12 05:56:00,2022-08-12 05:56:00,05-35-中野-普通,8.0
3131,西船橋,2022-08-12 05:59:00,2022-08-12 05:59:00,05-35-中野-普通,9.0
3132,下総中山,2022-08-12 06:01:00,2022-08-12 06:01:00,05-35-中野-普通,10.0
3133,本八幡,2022-08-12 06:03:00,2022-08-12 06:03:00,05-35-中野-普通,11.0
3134,市川,2022-08-12 06:06:00,2022-08-12 06:06:00,05-35-中野-普通,12.0
3135,小岩,2022-08-12 06:09:00,2022-08-12 06:09:00,05-35-中野-普通,13.0
3136,新小岩,2022-08-12 06:12:00,2022-08-12 06:12:00,05-35-中野-普通,14.0
3137,平井(東京),2022-08-12 06:15:00,2022-08-12 06:15:00,05-35-中野-普通,15.0
3138,亀戸,2022-08-12 06:17:00,2022-08-12 06:17:00,05-35-中野-普通,16.0
3139,錦糸町,2022-08-12 06:19:00,2022-08-12 06:19:00,05-35-中野-普通,17.0
3140,両国,2022-08-12 06:22:00,2022-08-12 06:22:00,05-35-中野-普通,18.0
3141,浅草橋,2022-08-12 06:24:00,2022-08-12 06:24:00,05-35-中野-普通,19.0
3142,秋葉原,2022-08-12 06:26:00,2022-08-12 06:26:00,05-35-中野-普通,20.0
3143,御茶ノ水,2022-08-12 06:28:00,2022-08-12 06:28:00,05-35-中野-普通,21.0
3144,水道橋,2022-08-12 06:30:00,2022-08-12 06:30:00,05-35-中野-普通,22.0
3145,飯田橋,2022-08-12 06:32:00,2022-08-12 06:32:00,05-35-中野-普通,23.0
3146,市ケ谷,2022-08-12 06:34:00,2022-08-12 06:34:00,05-35-中野-普通,24.0
3147,四ツ谷,2022-08-12 06:36:00,2022-08-12 06:36:00,05-35-中野-普通,25.0
3148,信濃町,2022-08-12 06:39:00,2022-08-12 06:39:00,05-35-中野-普通,26.0
3149,千駄ケ谷,2022-08-12 06:40:00,2022-08-12 06:40:00,05-35-中野-普通,27.0
3150,代々木,2022-08-12 06:42:00,2022-08-12 06:42:00,05-35-中野-普通,28.0
3151,新宿,2022-08-12 06:44:00,2022-08-12 06:44:00,05-35-中野-普通,29.0
3152,大久保(東京),2022-08-12 06:47:00,2022-08-12 06:47:00,05-35-中野-普通,30.0
3153,東中野,2022-08-12 06:49:00,2022-08-12 06:49:00,05-35-中野-普通,31.0
3154,中野(東京),2022-08-12 06:52:00,,05-35-中野-普通,32.0
2566,千葉,2022-08-12 05:42:00,2022-08-12 05:42:00,05-42-中野-普通,0.0
2567,西千葉,2022-08-12 05:45:00,2022-08-12 05:45:00,05-42-中野-普通,1.0
2568,稲毛,2022-08-12 05:47:00,2022-08-12 05:47:00,05-42-中野-普通,2.0
2569,新検見川,2022-08-12 05:50:00,2022-08-12 05:50:00,05-42-中野-普通,3.0
2570,幕張,2022-08-12 05:52:00,2022-08-12 05:52:00,05-42-中野-普通,4.0
2571,幕張本郷,2022-08-12 05:55:00,2022-08-12 05:55:00,05-42-中野-普通,5.0
2572,津田沼,2022-08-12 05:59:00,2022-08-12 05:59:00,05-42-中野-普通,6.0
2573,東船橋,2022-08-12 06:02:00,2022-08-12 06:02:00,05-42-中野-普通,7.0
2574,船橋,2022-08-12 06:04:00,2022-08-12 06:04:00,05-42-中野-普通,8.0
2575,西船橋,2022-08-12 06:10:00,2022-08-12 06:10:00,05-42-中野-普通,9.0
2576,下総中山,2022-08-12 06:12:00,2022-08-12 06:12:00,05-42-中野-普通,10.0
2577,本八幡,2022-08-12 06:15:00,2022-08-12 06:15:00,05-42-中野-普通,11.0
2578,市川,2022-08-12 06:18:00,2022-08-12 06:18:00,05-42-中野-普通,12.0
2579,小岩,2022-08-12 06:21:00,2022-08-12 06:21:00,05-42-中野-普通,13.0
2580,新小岩,2022-08-12 06:24:00,2022-08-12 06:24:00,05-42-中野-普通,14.0
2581,平井(東京),2022-08-12 06:27:00,2022-08-12 06:27:00,05-42-中野-普通,15.0
2582,亀戸,2022-08-12 06:31:00,2022-08-12 06:31:00,05-42-中野-普通,16.0
2583,錦糸町,2022-08-12 06:34:00,2022-08-12 06:34:00,05-42-中野-普通,17.0
2584,両国,2022-08-12 06:37:00,2022-08-12 06:37:00,05-42-中野-普通,18.0
2585,浅草橋,2022-08-12 06:39:00,2022-08-12 06:39:00,05-42-中野-普通,19.0
2586,秋葉原,2022-08-12 06:42:00,2022-08-12 06:42:00,05-42-中野-普通,20.0
2587,御茶ノ水,2022-08-12 06:44:00,2022-08-12 06:44:00,05-42-中野-普通,21.0
2588,水道橋,2022-08-12 06:46:00,2022-08-12 06:46:00,05-42-中野-普通,22.0
2589,飯田橋,2022-08-12 06:48:00,2022-08-12 06:48:00,05-42-中野-普通,23.0
2590,市ケ谷,2022-08-12 06:50:00,2022-08-12 06:50:00,05-42-中野-普通,24.0
2591,四ツ谷,2022-08-12 06:52:00,2022-08-12 06:52:00,05-42-中野-普通,25.0
2592,信濃町,2022-08-12 06:55:00,2022-08-12 06:55:00,05-42-中野-普通,26.0
2593,千駄ケ谷,2022-08-12 06:56:00,2022-08-12 06:56:00,05-42-中野-普通,27.0
2594,代々木,2022-08-12 06:58:00,2022-08-12 06:58:00,05-42-中野-普通,28.0
2595,新宿,2022-08-12 07:00:00,2022-08-12 07:00:00,05-42-中野-普通,29.0
2596,大久保(東京),2022-08-12 07:03:00,2022-08-12 07:03:00,05-42-中野-普通,30.0
2597,東中野,2022-08-12 07:05:00,2022-08-12 07:05:00,05-42-中野-普通,31.0
2598,中野(東京),2022-08-12 07:08:00,,05-42-中野-普通,32.0
810,千葉,2022-08-12 05:57:00,2022-08-12 05:57:00,05-57-三鷹-普通,0.0
811,西千葉,2022-08-12 05:59:00,2022-08-12 05:59:00,05-57-三鷹-普通,1.0
812,稲毛,2022-08-12 06:02:00,2022-08-12 06:02:00,05-57-三鷹-普通,2.0
813,新検見川,2022-08-12 06:05:00,2022-08-12 06:05:00,05-57-三鷹-普通,3.0
814,幕張,2022-08-12 06:07:00,2022-08-12 06:07:00,05-57-三鷹-普通,4.0
815,幕張本郷,2022-08-12 06:10:00,2022-08-12 06:10:00,05-57-三鷹-普通,5.0
816,津田沼,2022-08-12 06:14:00,2022-08-12 06:14:00,05-57-三鷹-普通,6.0
817,東船橋,2022-08-12 06:16:00,2022-08-12 06:16:00,05-57-三鷹-普通,7.0
818,船橋,2022-08-12 06:19:00,2022-08-12 06:19:00,05-57-三鷹-普通,8.0
819,西船橋,2022-08-12 06:23:00,2022-08-12 06:23:00,05-57-三鷹-普通,9.0
820,下総中山,2022-08-12 06:25:00,2022-08-12 06:25:00,05-57-三鷹-普通,10.0
821,本八幡,2022-08-12 06:28:00,2022-08-12 06:28:00,05-57-三鷹-普通,11.0
822,市川,2022-08-12 06:31:00,2022-08-12 06:31:00,05-57-三鷹-普通,12.0
823,小岩,2022-08-12 06:34:00,2022-08-12 06:34:00,05-57-三鷹-普通,13.0
824,新小岩,2022-08-12 06:37:00,2022-08-12 06:37:00,05-57-三鷹-普通,14.0
825,平井(東京),2022-08-12 06:40:00,2022-08-12 06:40:00,05-57-三鷹-普通,15.0
826,亀戸,2022-08-12 06:44:00,2022-08-12 06:44:00,05-57-三鷹-普通,16.0
827,錦糸町,2022-08-12 06:46:00,2022-08-12 06:46:00,05-57-三鷹-普通,17.0
828,両国,2022-08-12 06:49:00,2022-08-12 06:49:00,05-57-三鷹-普通,18.0
829,浅草橋,2022-08-12 06:52:00,2022-08-12 06:52:00,05-57-三鷹-普通,19.0
830,秋葉原,2022-08-12 06:54:00,2022-08-12 06:54:00,05-57-三鷹-普通,20.0
831,御茶ノ水,2022-08-12 06:56:00,2022-08-12 06:56:00,05-57-三鷹-普通,21.0
832,水道橋,2022-08-12 06:59:00,2022-08-12 06:59:00,05-57-三鷹-普通,22.0
833,飯田橋,2022-08-12 07:01:00,2022-08-12 07:01:00,05-57-三鷹-普通,23.0
834,市ケ谷,2022-08-12 07:03:00,2022-08-12 07:03:00,05-57-三鷹-普通,24.0
835,四ツ谷,2022-08-12 07:05:00,2022-08-12 07:05:00,05-57-三鷹-普通,25.0
836,信濃町,2022-08-12 07:07:00,2022-08-12 07:07:00,05-57-三鷹-普通,26.0
837,千駄ケ谷,2022-08-12 07:08:00,2022-08-12 07:08:00,05-57-三鷹-普通,27.0
838,代々木,2022-08-12 07:11:00,2022-08-12 07:11:00,05-57-三鷹-普通,28.0
839,新宿,2022-08-12 07:13:00,2022-08-12 07:13:00,05-57-三鷹-普通,29.0
840,大久保(東京),2022-08-12 07:15:00,2022-08-12 07:15:00,05-57-三鷹-普通,30.0
841,東中野,2022-08-12 07:17:00,2022-08-12 07:17:00,05-57-三鷹-普通,31.0
842,中野(東京),2022-08-12 07:21:00,2022-08-12 07:21:00,05-57-三鷹-普通,32.0
843,高円寺,2022-08-12 07:23:00,2022-08-12 07:23:00,05-57-三鷹-普通,33.0
844,阿佐ケ谷,2022-08-12 07:25:00,2022-08-12 07:25:00,05-57-三鷹-普通,34.0
845,荻窪,2022-08-12 07:28:00,2022-08-12 07:28:00,05-57-三鷹-普通,35.0
846,西荻窪,2022-08-12 07:30:00,2022-08-12 07:30:00,05-57-三鷹-普通,36.0
847,吉祥寺,2022-08-12 07:32:00,2022-08-12 07:32:00,05-57-三鷹-普通,37.0
848,三鷹,2022-08-12 07:35:00,,05-57-三鷹-普通,38.0
4851,千葉,2022-08-12 06:10:00,2022-08-12 06:10:00,06-10-三鷹-普通,0.0
