,Unnamed: 0,Station,Arrive,Depart,Train,index,Station_sequence
234,155,戸塚,2021-11-30 01:16:00,2021-11-30 08:38:00,07-23-熱海-普通,11.0,戸塚
235,156,大船,2021-11-30 01:21:00,2021-11-30 08:43:00,07-23-熱海-普通,12.0,大船
236,157,藤沢,2021-11-30 01:25:00,2021-11-30 08:47:00,07-23-熱海-普通,13.0,藤沢
237,2160,藤沢,2021-11-30 01:26:00,2021-11-30 08:48:00,07-23-熱海-普通,13.5,藤沢
238,158,辻堂,2021-11-30 01:29:00,2021-11-30 08:51:00,07-23-熱海-普通,14.0,辻堂
239,2161,辻堂,2021-11-30 01:30:00,2021-11-30 08:52:00,07-23-熱海-普通,14.5,辻堂
240,159,茅ケ崎,2021-11-30 01:33:00,2021-11-30 08:55:00,07-23-熱海-普通,15.0,茅ケ崎
241,160,平塚,2021-11-30 01:38:00,2021-11-30 09:00:00,07-23-熱海-普通,16.0,平塚
242,161,大磯,2021-11-30 01:41:00,2021-11-30 09:03:00,07-23-熱海-普通,17.0,大磯
243,2162,大磯,2021-11-30 01:42:00,2021-11-30 09:04:00,07-23-熱海-普通,17.5,大磯
244,162,二宮,2021-11-30 01:46:00,2021-11-30 09:08:00,07-23-熱海-普通,18.0,二宮
245,2163,二宮,2021-11-30 01:47:00,2021-11-30 09:09:00,07-23-熱海-普通,18.5,二宮
246,163,国府津,2021-11-30 01:51:00,2021-11-30 09:13:00,07-23-熱海-普通,19.0,国府津
