,Unnamed: 0,Station,Arrive,Depart,Train,index,Station_sequence
246,1435,戸塚,2021-11-30 01:18:00,2021-11-30 10:41:00,09-24-小田原-快速,10.0,戸塚
247,1436,大船,2021-11-30 01:23:00,2021-11-30 10:46:00,09-24-小田原-快速,11.0,大船
248,2856,大船,2021-11-30 01:24:00,2021-11-30 10:47:00,09-24-小田原-快速,11.5,大船
249,1437,藤沢,2021-11-30 01:28:00,2021-11-30 10:51:00,09-24-小田原-快速,12.0,藤沢
250,1438,辻堂,2021-11-30 01:31:00,2021-11-30 10:54:00,09-24-小田原-快速,13.0,辻堂
251,2857,辻堂,2021-11-30 01:32:00,2021-11-30 10:55:00,09-24-小田原-快速,13.5,辻堂
252,1439,茅ケ崎,2021-11-30 01:35:00,2021-11-30 10:58:00,09-24-小田原-快速,14.0,茅ケ崎
253,1440,平塚,2021-11-30 01:39:00,2021-11-30 11:02:00,09-24-小田原-快速,15.0,平塚
254,2858,平塚,2021-11-30 01:40:00,2021-11-30 11:03:00,09-24-小田原-快速,15.5,平塚
255,1441,大磯,2021-11-30 01:43:00,2021-11-30 11:06:00,09-24-小田原-快速,16.0,大磯
256,1442,二宮,2021-11-30 01:47:00,2021-11-30 11:10:00,09-24-小田原-快速,17.0,二宮
257,2859,二宮,2021-11-30 01:48:00,2021-11-30 11:11:00,09-24-小田原-快速,17.5,二宮
258,1443,国府津,2021-11-30 01:51:00,2021-11-30 11:14:00,09-24-小田原-快速,18.0,国府津
259,2860,国府津,2021-11-30 01:52:00,2021-11-30 11:15:00,09-24-小田原-快速,18.5,国府津
260,1444,鴨宮,2021-11-30 01:56:00,2021-11-30 11:19:00,09-24-小田原-快速,19.0,鴨宮
261,1445,小田原,2021-11-30 02:00:00,,09-24-小田原-快速,20.0,小田原
262,1283,大宮(埼玉),2021-11-30 00:00:00,2021-11-30 09:56:00,09-57-平塚-快速,0.0,大宮(埼玉)
263,1284,浦和,2021-11-30 00:06:00,2021-11-30 10:02:00,09-57-平塚-快速,1.0,浦和
264,2775,浦和,2021-11-30 00:07:00,2021-11-30 10:03:00,09-57-平塚-快速,1.5,浦和
265,1285,赤羽,2021-11-30 00:15:00,2021-11-30 10:11:00,09-57-平塚-快速,2.0,赤羽
266,1286,池袋,2021-11-30 00:27:00,2021-11-30 10:23:00,09-57-平塚-快速,3.0,尾久/池袋
267,2776,池袋,2021-11-30 00:28:00,2021-11-30 10:24:00,09-57-平塚-快速,3.5,尾久/池袋
268,1287,新宿,2021-11-30 00:33:00,2021-11-30 10:29:00,09-57-平塚-快速,4.0,上野/新宿
269,2777,新宿,2021-11-30 00:34:00,2021-11-30 10:30:00,09-57-平塚-快速,4.5,上野/新宿
270,1288,渋谷,2021-11-30 00:39:00,2021-11-30 10:35:00,09-57-平塚-快速,5.0,東京/渋谷
271,1289,恵比寿,2021-11-30 00:41:00,2021-11-30 10:37:00,09-57-平塚-快速,6.0,新橋/恵比寿
272,2778,恵比寿,2021-11-30 00:42:00,2021-11-30 10:38:00,09-57-平塚-快速,6.5,新橋/恵比寿
273,1290,大崎,2021-11-30 00:45:00,2021-11-30 10:41:00,09-57-平塚-快速,7.0,品川/大崎
274,2779,大崎,2021-11-30 00:46:00,2021-11-30 10:42:00,09-57-平塚-快速,7.5,品川/大崎
275,1291,武蔵小杉,2021-11-30 00:54:00,2021-11-30 10:50:00,09-57-平塚-快速,8.0,川崎/武蔵小杉
276,1292,横浜,2021-11-30 01:04:00,2021-11-30 11:00:00,09-57-平塚-快速,9.0,横浜
277,2780,横浜,2021-11-30 01:05:00,2021-11-30 11:01:00,09-57-平塚-快速,9.5,横浜
278,1293,戸塚,2021-11-30 01:15:00,2021-11-30 11:11:00,09-57-平塚-快速,10.0,戸塚
279,2781,戸塚,2021-11-30 01:16:00,2021-11-30 11:12:00,09-57-平塚-快速,10.5,戸塚
280,1294,大船,2021-11-30 01:21:00,2021-11-30 11:17:00,09-57-平塚-快速,11.0,大船
281,1295,藤沢,2021-11-30 01:25:00,2021-11-30 11:21:00,09-57-平塚-快速,12.0,藤沢
282,2782,藤沢,2021-11-30 01:26:00,2021-11-30 11:22:00,09-57-平塚-快速,12.5,藤沢
283,1296,辻堂,2021-11-30 01:29:00,2021-11-30 11:25:00,09-57-平塚-快速,13.0,辻堂
284,1297,茅ケ崎,2021-11-30 01:32:00,2021-11-30 11:28:00,09-57-平塚-快速,14.0,茅ケ崎
285,2783,茅ケ崎,2021-11-30 01:33:00,2021-11-30 11:29:00,09-57-平塚-快速,14.5,茅ケ崎
286,1298,平塚,2021-11-30 01:37:00,,09-57-平塚-快速,15.0,平塚
287,1085,大宮(埼玉),2021-11-30 00:00:00,2021-11-30 10:27:00,10-28-小田原-特別快速,0.0,大宮(埼玉)
288,1086,浦和,2021-11-30 00:06:00,2021-11-30 10:33:00,10-28-小田原-特別快速,1.0,浦和
289,2664,浦和,2021-11-30 00:07:00,2021-11-30 10:34:00,10-28-小田原-特別快速,1.5,浦和
290,1087,赤羽,2021-11-30 00:15:00,2021-11-30 10:42:00,10-28-小田原-特別快速,2.0,赤羽
291,1088,池袋,2021-11-30 00:26:00,2021-11-30 10:53:00,10-28-小田原-特別快速,3.0,尾久/池袋
292,1089,新宿,2021-11-30 00:31:00,2021-11-30 10:58:00,10-28-小田原-特別快速,4.0,上野/新宿
293,2665,新宿,2021-11-30 00:33:00,2021-11-30 11:00:00,10-28-小田原-特別快速,4.5,上野/新宿
294,1090,渋谷,2021-11-30 00:37:00,2021-11-30 11:04:00,10-28-小田原-特別快速,5.0,東京/渋谷
295,2666,渋谷,2021-11-30 00:38:00,2021-11-30 11:05:00,10-28-小田原-特別快速,5.5,東京/渋谷
296,1091,大崎,2021-11-30 00:43:00,2021-11-30 11:10:00,10-28-小田原-特別快速,6.0,品川/大崎
297,2667,大崎,2021-11-30 00:44:00,2021-11-30 11:11:00,10-28-小田原-特別快速,6.5,品川/大崎
298,1092,武蔵小杉,2021-11-30 00:51:00,2021-11-30 11:18:00,10-28-小田原-特別快速,7.0,川崎/武蔵小杉
299,2668,武蔵小杉,2021-11-30 00:52:00,2021-11-30 11:19:00,10-28-小田原-特別快速,7.5,川崎/武蔵小杉
300,1093,横浜,2021-11-30 01:02:00,2021-11-30 11:29:00,10-28-小田原-特別快速,8.0,横浜
301,2669,横浜,2021-11-30 01:03:00,2021-11-30 11:30:00,10-28-小田原-特別快速,8.5,横浜
302,1094,戸塚,2021-11-30 01:12:00,2021-11-30 11:39:00,10-28-小田原-特別快速,9.0,戸塚
303,2670,戸塚,2021-11-30 01:13:00,2021-11-30 11:40:00,10-28-小田原-特別快速,9.5,戸塚
304,1095,大船,2021-11-30 01:17:00,2021-11-30 11:44:00,10-28-小田原-特別快速,10.0,大船
305,2671,大船,2021-11-30 01:18:00,2021-11-30 11:45:00,10-28-小田原-特別快速,10.5,大船
306,1096,藤沢,2021-11-30 01:22:00,2021-11-30 11:49:00,10-28-小田原-特別快速,11.0,藤沢
307,1097,茅ケ崎,2021-11-30 01:28:00,2021-11-30 11:55:00,10-28-小田原-特別快速,12.0,茅ケ崎
308,2672,茅ケ崎,2021-11-30 01:29:00,2021-11-30 11:56:00,10-28-小田原-特別快速,12.5,茅ケ崎
309,1098,平塚,2021-11-30 01:33:00,2021-11-30 12:00:00,10-28-小田原-特別快速,13.0,平塚
310,1099,国府津,2021-11-30 01:42:00,2021-11-30 12:09:00,10-28-小田原-特別快速,14.0,国府津
311,2673,国府津,2021-11-30 01:43:00,2021-11-30 12:10:00,10-28-小田原-特別快速,14.5,国府津
312,1100,小田原,2021-11-30 01:48:00,,10-28-小田原-特別快速,15.0,小田原
313,1019,大宮(埼玉),2021-11-30 00:00:00,2021-11-30 10:56:00,10-57-平塚-快速,0.0,大宮(埼玉)
314,1020,浦和,2021-11-30 00:06:00,2021-11-30 11:02:00,10-57-平塚-快速,1.0,浦和
315,2634,浦和,2021-11-30 00:07:00,2021-11-30 11:03:00,10-57-平塚-快速,1.5,浦和
316,1021,赤羽,2021-11-30 00:15:00,2021-11-30 11:11:00,10-57-平塚-快速,2.0,赤羽
317,1022,池袋,2021-11-30 00:26:00,2021-11-30 11:22:00,10-57-平塚-快速,3.0,尾久/池袋
318,2635,池袋,2021-11-30 00:27:00,2021-11-30 11:23:00,10-57-平塚-快速,3.5,尾久/池袋
319,1023,新宿,2021-11-30 00:32:00,2021-11-30 11:28:00,10-57-平塚-快速,4.0,上野/新宿
320,2636,新宿,2021-11-30 00:34:00,2021-11-30 11:30:00,10-57-平塚-快速,4.5,上野/新宿
321,1024,渋谷,2021-11-30 00:38:00,2021-11-30 11:34:00,10-57-平塚-快速,5.0,東京/渋谷
322,2637,渋谷,2021-11-30 00:39:00,2021-11-30 11:35:00,10-57-平塚-快速,5.5,東京/渋谷
323,1025,恵比寿,2021-11-30 00:41:00,2021-11-30 11:37:00,10-57-平塚-快速,6.0,新橋/恵比寿
324,1026,大崎,2021-11-30 00:45:00,2021-11-30 11:41:00,10-57-平塚-快速,7.0,品川/大崎
325,2638,大崎,2021-11-30 00:46:00,2021-11-30 11:42:00,10-57-平塚-快速,7.5,品川/大崎
326,1027,武蔵小杉,2021-11-30 00:54:00,2021-11-30 11:50:00,10-57-平塚-快速,8.0,川崎/武蔵小杉
327,1028,横浜,2021-11-30 01:04:00,2021-11-30 12:00:00,10-57-平塚-快速,9.0,横浜
328,2639,横浜,2021-11-30 01:05:00,2021-11-30 12:01:00,10-57-平塚-快速,9.5,横浜
329,1029,戸塚,2021-11-30 01:15:00,2021-11-30 12:11:00,10-57-平塚-快速,10.0,戸塚
330,1030,大船,2021-11-30 01:20:00,2021-11-30 12:16:00,10-57-平塚-快速,11.0,大船
331,2640,大船,2021-11-30 01:21:00,2021-11-30 12:17:00,10-57-平塚-快速,11.5,大船
332,1031,藤沢,2021-11-30 01:25:00,2021-11-30 12:21:00,10-57-平塚-快速,12.0,藤沢
333,1032,辻堂,2021-11-30 01:28:00,2021-11-30 12:24:00,10-57-平塚-快速,13.0,辻堂
334,2641,辻堂,2021-11-30 01:29:00,2021-11-30 12:25:00,10-57-平塚-快速,13.5,辻堂
335,1033,茅ケ崎,2021-11-30 01:32:00,2021-11-30 12:28:00,10-57-平塚-快速,14.0,茅ケ崎
336,1034,平塚,2021-11-30 01:37:00,,10-57-平塚-快速,15.0,平塚
337,86,大宮(埼玉),2021-11-30 00:00:00,2021-11-30 11:26:00,11-28-小田原-特別快速,0.0,大宮(埼玉)
338,87,浦和,2021-11-30 00:09:00,2021-11-30 11:35:00,11-28-小田原-特別快速,1.0,浦和
339,88,赤羽,2021-11-30 00:17:00,2021-11-30 11:43:00,11-28-小田原-特別快速,2.0,赤羽
340,2119,赤羽,2021-11-30 00:18:00,2021-11-30 11:44:00,11-28-小田原-特別快速,2.5,赤羽
341,89,池袋,2021-11-30 00:28:00,2021-11-30 11:54:00,11-28-小田原-特別快速,3.0,尾久/池袋
342,90,新宿,2021-11-30 00:33:00,2021-11-30 11:59:00,11-28-小田原-特別快速,4.0,上野/新宿
343,2120,新宿,2021-11-30 00:34:00,2021-11-30 12:00:00,11-28-小田原-特別快速,4.5,上野/新宿
344,91,渋谷,2021-11-30 00:39:00,2021-11-30 12:05:00,11-28-小田原-特別快速,5.0,東京/渋谷
345,92,大崎,2021-11-30 00:45:00,2021-11-30 12:11:00,11-28-小田原-特別快速,6.0,品川/大崎
346,93,武蔵小杉,2021-11-30 00:54:00,2021-11-30 12:20:00,11-28-小田原-特別快速,7.0,川崎/武蔵小杉
347,2121,武蔵小杉,2021-11-30 00:55:00,2021-11-30 12:21:00,11-28-小田原-特別快速,7.5,川崎/武蔵小杉
348,94,横浜,2021-11-30 01:05:00,2021-11-30 12:31:00,11-28-小田原-特別快速,8.0,横浜
349,95,戸塚,2021-11-30 01:14:00,2021-11-30 12:40:00,11-28-小田原-特別快速,9.0,戸塚
350,2122,戸塚,2021-11-30 01:15:00,2021-11-30 12:41:00,11-28-小田原-特別快速,9.5,戸塚
351,96,大船,2021-11-30 01:20:00,2021-11-30 12:46:00,11-28-小田原-特別快速,10.0,大船
352,97,藤沢,2021-11-30 01:24:00,2021-11-30 12:50:00,11-28-小田原-特別快速,11.0,藤沢
353,2123,藤沢,2021-11-30 01:25:00,2021-11-30 12:51:00,11-28-小田原-特別快速,11.5,藤沢
354,98,茅ケ崎,2021-11-30 01:30:00,2021-11-30 12:56:00,11-28-小田原-特別快速,12.0,茅ケ崎
355,99,平塚,2021-11-30 01:34:00,2021-11-30 13:00:00,11-28-小田原-特別快速,13.0,平塚
356,2124,平塚,2021-11-30 01:35:00,2021-11-30 13:01:00,11-28-小田原-特別快速,13.5,平塚
357,100,国府津,2021-11-30 01:43:00,2021-11-30 13:09:00,11-28-小田原-特別快速,14.0,国府津
358,2125,国府津,2021-11-30 01:44:00,2021-11-30 13:10:00,11-28-小田原-特別快速,14.5,国府津
359,101,小田原,2021-11-30 01:50:00,,11-28-小田原-特別快速,15.0,小田原
360,1360,大宮(埼玉),2021-11-30 00:00:00,2021-11-30 11:56:00,11-57-平塚-快速,0.0,大宮(埼玉)
361,1361,浦和,2021-11-30 00:07:00,2021-11-30 12:03:00,11-57-平塚-快速,1.0,浦和
362,1362,赤羽,2021-11-30 00:15:00,2021-11-30 12:11:00,11-57-平塚-快速,2.0,赤羽
363,2814,赤羽,2021-11-30 00:16:00,2021-11-30 12:12:00,11-57-平塚-快速,2.5,赤羽
364,1363,池袋,2021-11-30 00:26:00,2021-11-30 12:22:00,11-57-平塚-快速,3.0,尾久/池袋
365,2815,池袋,2021-11-30 00:27:00,2021-11-30 12:23:00,11-57-平塚-快速,3.5,尾久/池袋
366,1364,新宿,2021-11-30 00:32:00,2021-11-30 12:28:00,11-57-平塚-快速,4.0,上野/新宿
367,2816,新宿,2021-11-30 00:34:00,2021-11-30 12:30:00,11-57-平塚-快速,4.5,上野/新宿
368,1365,渋谷,2021-11-30 00:38:00,2021-11-30 12:34:00,11-57-平塚-快速,5.0,東京/渋谷
369,2817,渋谷,2021-11-30 00:39:00,2021-11-30 12:35:00,11-57-平塚-快速,5.5,東京/渋谷
370,1366,恵比寿,2021-11-30 00:41:00,2021-11-30 12:37:00,11-57-平塚-快速,6.0,新橋/恵比寿
371,1367,大崎,2021-11-30 00:45:00,2021-11-30 12:41:00,11-57-平塚-快速,7.0,品川/大崎
372,2818,大崎,2021-11-30 00:46:00,2021-11-30 12:42:00,11-57-平塚-快速,7.5,品川/大崎
373,1368,武蔵小杉,2021-11-30 00:54:00,2021-11-30 12:50:00,11-57-平塚-快速,8.0,川崎/武蔵小杉
374,1369,横浜,2021-11-30 01:04:00,2021-11-30 13:00:00,11-57-平塚-快速,9.0,横浜
375,2819,横浜,2021-11-30 01:05:00,2021-11-30 13:01:00,11-57-平塚-快速,9.5,横浜
376,1370,戸塚,2021-11-30 01:14:00,2021-11-30 13:10:00,11-57-平塚-快速,10.0,戸塚
377,2820,戸塚,2021-11-30 01:15:00,2021-11-30 13:11:00,11-57-平塚-快速,10.5,戸塚
378,1371,大船,2021-11-30 01:20:00,2021-11-30 13:16:00,11-57-平塚-快速,11.0,大船
379,1372,藤沢,2021-11-30 01:24:00,2021-11-30 13:20:00,11-57-平塚-快速,12.0,藤沢
380,2821,藤沢,2021-11-30 01:25:00,2021-11-30 13:21:00,11-57-平塚-快速,12.5,藤沢
381,1373,辻堂,2021-11-30 01:28:00,2021-11-30 13:24:00,11-57-平塚-快速,13.0,辻堂
382,1374,茅ケ崎,2021-11-30 01:31:00,2021-11-30 13:27:00,11-57-平塚-快速,14.0,茅ケ崎
383,2822,茅ケ崎,2021-11-30 01:32:00,2021-11-30 13:28:00,11-57-平塚-快速,14.5,茅ケ崎
384,1375,平塚,2021-11-30 01:36:00,,11-57-平塚-快速,15.0,平塚
385,1151,大宮(埼玉),2021-11-30 00:00:00,2021-11-30 12:26:00,12-27-小田原-特別快速,0.0,大宮(埼玉)
386,1152,浦和,2021-11-30 00:07:00,2021-11-30 12:33:00,12-27-小田原-特別快速,1.0,浦和
387,1153,赤羽,2021-11-30 00:15:00,2021-11-30 12:41:00,12-27-小田原-特別快速,2.0,赤羽
388,1154,池袋,2021-11-30 00:27:00,2021-11-30 12:53:00,12-27-小田原-特別快速,3.0,尾久/池袋
389,1155,新宿,2021-11-30 00:32:00,2021-11-30 12:58:00,12-27-小田原-特別快速,4.0,上野/新宿
390,2701,新宿,2021-11-30 00:34:00,2021-11-30 13:00:00,12-27-小田原-特別快速,4.5,上野/新宿
391,1156,渋谷,2021-11-30 00:38:00,2021-11-30 13:04:00,12-27-小田原-特別快速,5.0,東京/渋谷
392,2702,渋谷,2021-11-30 00:39:00,2021-11-30 13:05:00,12-27-小田原-特別快速,5.5,東京/渋谷
393,1157,大崎,2021-11-30 00:44:00,2021-11-30 13:10:00,12-27-小田原-特別快速,6.0,品川/大崎
394,2703,大崎,2021-11-30 00:45:00,2021-11-30 13:11:00,12-27-小田原-特別快速,6.5,品川/大崎
395,1158,武蔵小杉,2021-11-30 00:52:00,2021-11-30 13:18:00,12-27-小田原-特別快速,7.0,川崎/武蔵小杉
396,2704,武蔵小杉,2021-11-30 00:53:00,2021-11-30 13:19:00,12-27-小田原-特別快速,7.5,川崎/武蔵小杉
397,1159,横浜,2021-11-30 01:03:00,2021-11-30 13:29:00,12-27-小田原-特別快速,8.0,横浜
398,2705,横浜,2021-11-30 01:04:00,2021-11-30 13:30:00,12-27-小田原-特別快速,8.5,横浜
399,1160,戸塚,2021-11-30 01:13:00,2021-11-30 13:39:00,12-27-小田原-特別快速,9.0,戸塚
400,2706,戸塚,2021-11-30 01:14:00,2021-11-30 13:40:00,12-27-小田原-特別快速,9.5,戸塚
401,1161,大船,2021-11-30 01:18:00,2021-11-30 13:44:00,12-27-小田原-特別快速,10.0,大船
402,2707,大船,2021-11-30 01:19:00,2021-11-30 13:45:00,12-27-小田原-特別快速,10.5,大船
403,1162,藤沢,2021-11-30 01:23:00,2021-11-30 13:49:00,12-27-小田原-特別快速,11.0,藤沢
404,1163,茅ケ崎,2021-11-30 01:29:00,2021-11-30 13:55:00,12-27-小田原-特別快速,12.0,茅ケ崎
405,2708,茅ケ崎,2021-11-30 01:30:00,2021-11-30 13:56:00,12-27-小田原-特別快速,12.5,茅ケ崎
406,1164,平塚,2021-11-30 01:34:00,2021-11-30 14:00:00,12-27-小田原-特別快速,13.0,平塚
407,1165,国府津,2021-11-30 01:43:00,2021-11-30 14:09:00,12-27-小田原-特別快速,14.0,国府津
408,2709,国府津,2021-11-30 01:44:00,2021-11-30 14:10:00,12-27-小田原-特別快速,14.5,国府津
409,1166,小田原,2021-11-30 01:49:00,,12-27-小田原-特別快速,15.0,小田原
410,872,大宮(埼玉),2021-11-30 00:00:00,2021-11-30 12:56:00,12-57-平塚-快速,0.0,大宮(埼玉)
411,873,浦和,2021-11-30 00:06:00,2021-11-30 13:02:00,12-57-平塚-快速,1.0,浦和
412,2543,浦和,2021-11-30 00:07:00,2021-11-30 13:03:00,12-57-平塚-快速,1.5,浦和
413,874,赤羽,2021-11-30 00:15:00,2021-11-30 13:11:00,12-57-平塚-快速,2.0,赤羽
414,875,池袋,2021-11-30 00:26:00,2021-11-30 13:22:00,12-57-平塚-快速,3.0,尾久/池袋
415,2544,池袋,2021-11-30 00:27:00,2021-11-30 13:23:00,12-57-平塚-快速,3.5,尾久/池袋
416,876,新宿,2021-11-30 00:33:00,2021-11-30 13:29:00,12-57-平塚-快速,4.0,上野/新宿
417,2545,新宿,2021-11-30 00:34:00,2021-11-30 13:30:00,12-57-平塚-快速,4.5,上野/新宿
418,877,渋谷,2021-11-30 00:38:00,2021-11-30 13:34:00,12-57-平塚-快速,5.0,東京/渋谷
419,2546,渋谷,2021-11-30 00:39:00,2021-11-30 13:35:00,12-57-平塚-快速,5.5,東京/渋谷
420,878,恵比寿,2021-11-30 00:41:00,2021-11-30 13:37:00,12-57-平塚-快速,6.0,新橋/恵比寿
421,879,大崎,2021-11-30 00:45:00,2021-11-30 13:41:00,12-57-平塚-快速,7.0,品川/大崎
422,2547,大崎,2021-11-30 00:46:00,2021-11-30 13:42:00,12-57-平塚-快速,7.5,品川/大崎
423,880,武蔵小杉,2021-11-30 00:54:00,2021-11-30 13:50:00,12-57-平塚-快速,8.0,川崎/武蔵小杉
424,881,横浜,2021-11-30 01:04:00,2021-11-30 14:00:00,12-57-平塚-快速,9.0,横浜
425,2548,横浜,2021-11-30 01:05:00,2021-11-30 14:01:00,12-57-平塚-快速,9.5,横浜
426,882,戸塚,2021-11-30 01:15:00,2021-11-30 14:11:00,12-57-平塚-快速,10.0,戸塚
427,883,大船,2021-11-30 01:20:00,2021-11-30 14:16:00,12-57-平塚-快速,11.0,大船
428,2549,大船,2021-11-30 01:21:00,2021-11-30 14:17:00,12-57-平塚-快速,11.5,大船
429,884,藤沢,2021-11-30 01:25:00,2021-11-30 14:21:00,12-57-平塚-快速,12.0,藤沢
430,885,辻堂,2021-11-30 01:28:00,2021-11-30 14:24:00,12-57-平塚-快速,13.0,辻堂
431,2550,辻堂,2021-11-30 01:29:00,2021-11-30 14:25:00,12-57-平塚-快速,13.5,辻堂
432,886,茅ケ崎,2021-11-30 01:32:00,2021-11-30 14:28:00,12-57-平塚-快速,14.0,茅ケ崎
433,887,平塚,2021-11-30 01:37:00,,12-57-平塚-快速,15.0,平塚
434,708,大宮(埼玉),2021-11-30 00:00:00,2021-11-30 13:26:00,13-27-小田原-特別快速,0.0,大宮(埼玉)
435,709,浦和,2021-11-30 00:07:00,2021-11-30 13:33:00,13-27-小田原-特別快速,1.0,浦和
436,2456,浦和,2021-11-30 00:08:00,2021-11-30 13:34:00,13-27-小田原-特別快速,1.5,浦和
437,710,赤羽,2021-11-30 00:16:00,2021-11-30 13:42:00,13-27-小田原-特別快速,2.0,赤羽
438,711,池袋,2021-11-30 00:26:00,2021-11-30 13:52:00,13-27-小田原-特別快速,3.0,尾久/池袋
439,712,新宿,2021-11-30 00:31:00,2021-11-30 13:57:00,13-27-小田原-特別快速,4.0,上野/新宿
440,2457,新宿,2021-11-30 00:34:00,2021-11-30 14:00:00,13-27-小田原-特別快速,4.5,上野/新宿
441,713,渋谷,2021-11-30 00:38:00,2021-11-30 14:04:00,13-27-小田原-特別快速,5.0,東京/渋谷
442,2458,渋谷,2021-11-30 00:39:00,2021-11-30 14:05:00,13-27-小田原-特別快速,5.5,東京/渋谷
443,714,大崎,2021-11-30 00:44:00,2021-11-30 14:10:00,13-27-小田原-特別快速,6.0,品川/大崎
444,2459,大崎,2021-11-30 00:45:00,2021-11-30 14:11:00,13-27-小田原-特別快速,6.5,品川/大崎
445,715,武蔵小杉,2021-11-30 00:52:00,2021-11-30 14:18:00,13-27-小田原-特別快速,7.0,川崎/武蔵小杉
446,2460,武蔵小杉,2021-11-30 00:53:00,2021-11-30 14:19:00,13-27-小田原-特別快速,7.5,川崎/武蔵小杉
447,716,横浜,2021-11-30 01:03:00,2021-11-30 14:29:00,13-27-小田原-特別快速,8.0,横浜
448,2461,横浜,2021-11-30 01:04:00,2021-11-30 14:30:00,13-27-小田原-特別快速,8.5,横浜
449,717,戸塚,2021-11-30 01:13:00,2021-11-30 14:39:00,13-27-小田原-特別快速,9.0,戸塚
450,2462,戸塚,2021-11-30 01:14:00,2021-11-30 14:40:00,13-27-小田原-特別快速,9.5,戸塚
451,718,大船,2021-11-30 01:18:00,2021-11-30 14:44:00,13-27-小田原-特別快速,10.0,大船
452,2463,大船,2021-11-30 01:19:00,2021-11-30 14:45:00,13-27-小田原-特別快速,10.5,大船
453,719,藤沢,2021-11-30 01:23:00,2021-11-30 14:49:00,13-27-小田原-特別快速,11.0,藤沢
454,720,茅ケ崎,2021-11-30 01:28:00,2021-11-30 14:54:00,13-27-小田原-特別快速,12.0,茅ケ崎
455,2464,茅ケ崎,2021-11-30 01:29:00,2021-11-30 14:55:00,13-27-小田原-特別快速,12.5,茅ケ崎
456,721,平塚,2021-11-30 01:33:00,2021-11-30 14:59:00,13-27-小田原-特別快速,13.0,平塚
457,722,国府津,2021-11-30 01:42:00,2021-11-30 15:08:00,13-27-小田原-特別快速,14.0,国府津
458,2465,国府津,2021-11-30 01:43:00,2021-11-30 15:09:00,13-27-小田原-特別快速,14.5,国府津
459,723,小田原,2021-11-30 01:48:00,,13-27-小田原-特別快速,15.0,小田原
460,306,大宮(埼玉),2021-11-30 00:00:00,2021-11-30 13:56:00,13-57-国府津-快速,0.0,大宮(埼玉)
461,307,浦和,2021-11-30 00:07:00,2021-11-30 14:03:00,13-57-国府津-快速,1.0,浦和
462,308,赤羽,2021-11-30 00:15:00,2021-11-30 14:11:00,13-57-国府津-快速,2.0,赤羽
463,309,池袋,2021-11-30 00:26:00,2021-11-30 14:22:00,13-57-国府津-快速,3.0,尾久/池袋
464,2246,池袋,2021-11-30 00:27:00,2021-11-30 14:23:00,13-57-国府津-快速,3.5,尾久/池袋
465,310,新宿,2021-11-30 00:33:00,2021-11-30 14:29:00,13-57-国府津-快速,4.0,上野/新宿
466,2247,新宿,2021-11-30 00:34:00,2021-11-30 14:30:00,13-57-国府津-快速,4.5,上野/新宿
467,311,渋谷,2021-11-30 00:38:00,2021-11-30 14:34:00,13-57-国府津-快速,5.0,東京/渋谷
468,2248,渋谷,2021-11-30 00:39:00,2021-11-30 14:35:00,13-57-国府津-快速,5.5,東京/渋谷
469,312,恵比寿,2021-11-30 00:41:00,2021-11-30 14:37:00,13-57-国府津-快速,6.0,新橋/恵比寿
470,313,大崎,2021-11-30 00:45:00,2021-11-30 14:41:00,13-57-国府津-快速,7.0,品川/大崎
471,2249,大崎,2021-11-30 00:46:00,2021-11-30 14:42:00,13-57-国府津-快速,7.5,品川/大崎
472,314,武蔵小杉,2021-11-30 00:54:00,2021-11-30 14:50:00,13-57-国府津-快速,8.0,川崎/武蔵小杉
473,315,横浜,2021-11-30 01:04:00,2021-11-30 15:00:00,13-57-国府津-快速,9.0,横浜
474,2250,横浜,2021-11-30 01:05:00,2021-11-30 15:01:00,13-57-国府津-快速,9.5,横浜
475,316,戸塚,2021-11-30 01:15:00,2021-11-30 15:11:00,13-57-国府津-快速,10.0,戸塚
476,317,大船,2021-11-30 01:20:00,2021-11-30 15:16:00,13-57-国府津-快速,11.0,大船
477,2251,大船,2021-11-30 01:21:00,2021-11-30 15:17:00,13-57-国府津-快速,11.5,大船
478,318,藤沢,2021-11-30 01:25:00,2021-11-30 15:21:00,13-57-国府津-快速,12.0,藤沢
479,319,辻堂,2021-11-30 01:28:00,2021-11-30 15:24:00,13-57-国府津-快速,13.0,辻堂
480,2252,辻堂,2021-11-30 01:29:00,2021-11-30 15:25:00,13-57-国府津-快速,13.5,辻堂
481,320,茅ケ崎,2021-11-30 01:32:00,2021-11-30 15:28:00,13-57-国府津-快速,14.0,茅ケ崎
482,321,平塚,2021-11-30 01:36:00,2021-11-30 15:32:00,13-57-国府津-快速,15.0,平塚
483,2253,平塚,2021-11-30 01:37:00,2021-11-30 15:33:00,13-57-国府津-快速,15.5,平塚
484,322,大磯,2021-11-30 01:40:00,2021-11-30 15:36:00,13-57-国府津-快速,16.0,大磯
485,323,二宮,2021-11-30 01:44:00,2021-11-30 15:40:00,13-57-国府津-快速,17.0,二宮
486,2254,二宮,2021-11-30 01:45:00,2021-11-30 15:41:00,13-57-国府津-快速,17.5,二宮
487,324,国府津,2021-11-30 01:49:00,,13-57-国府津-快速,18.0,国府津
488,1409,大宮(埼玉),2021-11-30 00:00:00,2021-11-30 14:26:00,14-27-小田原-特別快速,0.0,大宮(埼玉)
489,1410,浦和,2021-11-30 00:07:00,2021-11-30 14:33:00,14-27-小田原-特別快速,1.0,浦和
