,Unnamed: 0,Station,Arrive,Depart,Train
0,0,東京,,2021-11-22 10:16:00,10-16-八王子-快速
1,1,神田(東京),2021-11-22 10:18:00,2021-11-22 10:18:00,10-16-八王子-快速
2,2,御茶ノ水,2021-11-22 10:20:00,2021-11-22 10:20:00,10-16-八王子-快速
3,3,四ツ谷,2021-11-22 10:25:00,2021-11-22 10:25:00,10-16-八王子-快速
4,4,新宿,2021-11-22 10:31:00,2021-11-22 10:31:00,10-16-八王子-快速
5,5,中野(東京),2021-11-22 10:36:00,2021-11-22 10:36:00,10-16-八王子-快速
6,6,高円寺,2021-11-22 10:37:00,2021-11-22 10:37:00,10-16-八王子-快速
7,7,阿佐ケ谷,2021-11-22 10:39:00,2021-11-22 10:39:00,10-16-八王子-快速
8,8,荻窪,2021-11-22 10:41:00,2021-11-22 10:41:00,10-16-八王子-快速
9,9,西荻窪,2021-11-22 10:44:00,2021-11-22 10:44:00,10-16-八王子-快速
10,10,吉祥寺,2021-11-22 10:46:00,2021-11-22 10:46:00,10-16-八王子-快速
11,11,三鷹,2021-11-22 10:52:00,2021-11-22 10:52:00,10-16-八王子-快速
12,12,武蔵境,2021-11-22 10:54:00,2021-11-22 10:54:00,10-16-八王子-快速
13,13,東小金井,2021-11-22 10:56:00,2021-11-22 10:56:00,10-16-八王子-快速
14,14,武蔵小金井,2021-11-22 10:59:00,2021-11-22 10:59:00,10-16-八王子-快速
15,15,国分寺,2021-11-22 11:05:00,2021-11-22 11:05:00,10-16-八王子-快速
16,16,西国分寺,2021-11-22 11:07:00,2021-11-22 11:07:00,10-16-八王子-快速
17,17,国立,2021-11-22 11:09:00,2021-11-22 11:09:00,10-16-八王子-快速
18,18,立川,2021-11-22 11:15:00,2021-11-22 11:15:00,10-16-八王子-快速
19,19,日野(東京),2021-11-22 11:18:00,2021-11-22 11:18:00,10-16-八王子-快速
20,20,豊田,2021-11-22 11:26:00,2021-11-22 11:26:00,10-16-八王子-快速
21,21,八王子,2021-11-22 11:31:00,,10-16-八王子-快速
22,0,東京,,2021-11-22 20:47:00,20-47-豊田-快速
23,1,神田(東京),2021-11-22 20:49:00,2021-11-22 20:49:00,20-47-豊田-快速
24,2,御茶ノ水,2021-11-22 20:51:00,2021-11-22 20:51:00,20-47-豊田-快速
25,3,四ツ谷,2021-11-22 20:56:00,2021-11-22 20:56:00,20-47-豊田-快速
26,4,新宿,2021-11-22 21:02:00,2021-11-22 21:02:00,20-47-豊田-快速
27,5,中野(東京),2021-11-22 21:06:00,2021-11-22 21:06:00,20-47-豊田-快速
28,6,高円寺,2021-11-22 21:08:00,2021-11-22 21:08:00,20-47-豊田-快速
29,7,阿佐ケ谷,2021-11-22 21:10:00,2021-11-22 21:10:00,20-47-豊田-快速
30,8,荻窪,2021-11-22 21:12:00,2021-11-22 21:12:00,20-47-豊田-快速
31,9,西荻窪,2021-11-22 21:14:00,2021-11-22 21:14:00,20-47-豊田-快速
32,10,吉祥寺,2021-11-22 21:16:00,2021-11-22 21:16:00,20-47-豊田-快速
33,11,三鷹,2021-11-22 21:23:00,2021-11-22 21:23:00,20-47-豊田-快速
34,12,武蔵境,2021-11-22 21:25:00,2021-11-22 21:25:00,20-47-豊田-快速
35,13,東小金井,2021-11-22 21:27:00,2021-11-22 21:27:00,20-47-豊田-快速
36,14,武蔵小金井,2021-11-22 21:30:00,2021-11-22 21:30:00,20-47-豊田-快速
37,15,国分寺,2021-11-22 21:33:00,2021-11-22 21:33:00,20-47-豊田-快速
38,16,西国分寺,2021-11-22 21:35:00,2021-11-22 21:35:00,20-47-豊田-快速
39,17,国立,2021-11-22 21:37:00,2021-11-22 21:37:00,20-47-豊田-快速
40,18,立川,2021-11-22 21:41:00,2021-11-22 21:41:00,20-47-豊田-快速
41,19,日野(東京),2021-11-22 21:44:00,2021-11-22 21:44:00,20-47-豊田-快速
42,20,豊田,2021-11-22 21:47:00,,20-47-豊田-快速
43,0,東京,,2021-11-22 16:05:00,16-05-高尾-快速
44,1,神田(東京),2021-11-22 16:07:00,2021-11-22 16:07:00,16-05-高尾-快速
45,2,御茶ノ水,2021-11-22 16:09:00,2021-11-22 16:09:00,16-05-高尾-快速
46,3,四ツ谷,2021-11-22 16:14:00,2021-11-22 16:14:00,16-05-高尾-快速
47,4,新宿,2021-11-22 16:19:00,2021-11-22 16:19:00,16-05-高尾-快速
48,5,中野(東京),2021-11-22 16:23:00,2021-11-22 16:23:00,16-05-高尾-快速
49,6,高円寺,2021-11-22 16:25:00,2021-11-22 16:25:00,16-05-高尾-快速
50,7,阿佐ケ谷,2021-11-22 16:27:00,2021-11-22 16:27:00,16-05-高尾-快速
51,8,荻窪,2021-11-22 16:29:00,2021-11-22 16:29:00,16-05-高尾-快速
52,9,西荻窪,2021-11-22 16:31:00,2021-11-22 16:31:00,16-05-高尾-快速
53,10,吉祥寺,2021-11-22 16:34:00,2021-11-22 16:34:00,16-05-高尾-快速
54,11,三鷹,2021-11-22 16:36:00,2021-11-22 16:36:00,16-05-高尾-快速
55,12,武蔵境,2021-11-22 16:39:00,2021-11-22 16:39:00,16-05-高尾-快速
56,13,東小金井,2021-11-22 16:41:00,2021-11-22 16:41:00,16-05-高尾-快速
57,14,武蔵小金井,2021-11-22 16:44:00,2021-11-22 16:44:00,16-05-高尾-快速
58,15,国分寺,2021-11-22 16:49:00,2021-11-22 16:49:00,16-05-高尾-快速
59,16,西国分寺,2021-11-22 16:51:00,2021-11-22 16:51:00,16-05-高尾-快速
60,17,国立,2021-11-22 16:54:00,2021-11-22 16:54:00,16-05-高尾-快速
61,18,立川,2021-11-22 16:59:00,2021-11-22 16:59:00,16-05-高尾-快速
62,19,日野(東京),2021-11-22 17:02:00,2021-11-22 17:02:00,16-05-高尾-快速
63,20,豊田,2021-11-22 17:06:00,2021-11-22 17:06:00,16-05-高尾-快速
64,21,八王子,2021-11-22 17:12:00,2021-11-22 17:12:00,16-05-高尾-快速
65,22,西八王子,2021-11-22 17:15:00,2021-11-22 17:15:00,16-05-高尾-快速
66,23,高尾(東京),2021-11-22 17:19:00,,16-05-高尾-快速
67,0,東京,,2021-11-22 22:20:00,22-20-高尾-中央特快
68,1,神田(東京),2021-11-22 22:22:00,2021-11-22 22:22:00,22-20-高尾-中央特快
69,2,御茶ノ水,2021-11-22 22:24:00,2021-11-22 22:24:00,22-20-高尾-中央特快
70,3,四ツ谷,2021-11-22 22:29:00,2021-11-22 22:29:00,22-20-高尾-中央特快
71,4,新宿,2021-11-22 22:36:00,2021-11-22 22:36:00,22-20-高尾-中央特快
72,5,中野(東京),2021-11-22 22:40:00,2021-11-22 22:40:00,22-20-高尾-中央特快
73,6,三鷹,2021-11-22 22:50:00,2021-11-22 22:50:00,22-20-高尾-中央特快
74,7,国分寺,2021-11-22 22:57:00,2021-11-22 22:57:00,22-20-高尾-中央特快
75,8,立川,2021-11-22 23:03:00,2021-11-22 23:03:00,22-20-高尾-中央特快
76,9,日野(東京),2021-11-22 23:06:00,2021-11-22 23:06:00,22-20-高尾-中央特快
77,10,豊田,2021-11-22 23:09:00,2021-11-22 23:09:00,22-20-高尾-中央特快
78,11,八王子,2021-11-22 23:15:00,2021-11-22 23:15:00,22-20-高尾-中央特快
79,12,西八王子,2021-11-22 23:17:00,2021-11-22 23:17:00,22-20-高尾-中央特快
80,13,高尾(東京),2021-11-22 23:22:00,,22-20-高尾-中央特快
81,0,東京,,2021-11-22 08:54:00,08-54-武蔵小金井-快速
82,1,神田(東京),2021-11-22 08:56:00,2021-11-22 08:56:00,08-54-武蔵小金井-快速
83,2,御茶ノ水,2021-11-22 08:58:00,2021-11-22 08:58:00,08-54-武蔵小金井-快速
84,3,四ツ谷,2021-11-22 09:03:00,2021-11-22 09:03:00,08-54-武蔵小金井-快速
85,4,新宿,2021-11-22 09:10:00,2021-11-22 09:10:00,08-54-武蔵小金井-快速
86,5,中野(東京),2021-11-22 09:14:00,2021-11-22 09:14:00,08-54-武蔵小金井-快速
87,6,高円寺,2021-11-22 09:16:00,2021-11-22 09:16:00,08-54-武蔵小金井-快速
88,7,阿佐ケ谷,2021-11-22 09:18:00,2021-11-22 09:18:00,08-54-武蔵小金井-快速
89,8,荻窪,2021-11-22 09:20:00,2021-11-22 09:20:00,08-54-武蔵小金井-快速
90,9,西荻窪,2021-11-22 09:22:00,2021-11-22 09:22:00,08-54-武蔵小金井-快速
91,10,吉祥寺,2021-11-22 09:25:00,2021-11-22 09:25:00,08-54-武蔵小金井-快速
92,11,三鷹,2021-11-22 09:28:00,2021-11-22 09:28:00,08-54-武蔵小金井-快速
93,12,武蔵境,2021-11-22 09:31:00,2021-11-22 09:31:00,08-54-武蔵小金井-快速
94,13,東小金井,2021-11-22 09:33:00,2021-11-22 09:33:00,08-54-武蔵小金井-快速
95,14,武蔵小金井,2021-11-22 09:36:00,,08-54-武蔵小金井-快速
96,0,東京,,2021-11-22 15:15:00,15-15-甲府-かいじ
97,1,新宿,2021-11-22 15:28:00,2021-11-22 15:30:00,15-15-甲府-かいじ
98,2,立川,2021-11-22 15:53:00,2021-11-22 15:53:00,15-15-甲府-かいじ
99,3,八王子,2021-11-22 16:02:00,2021-11-22 16:02:00,15-15-甲府-かいじ
100,4,大月,2021-11-22 16:29:00,2021-11-22 16:30:00,15-15-甲府-かいじ
101,5,塩山,2021-11-22 16:50:00,2021-11-22 16:50:00,15-15-甲府-かいじ
102,6,山梨市,2021-11-22 16:54:00,2021-11-22 16:55:00,15-15-甲府-かいじ
103,7,石和温泉,2021-11-22 16:59:00,2021-11-22 16:59:00,15-15-甲府-かいじ
104,8,甲府,2021-11-22 17:05:00,,15-15-甲府-かいじ
105,0,東京,,2021-11-22 14:45:00,14-45-八王子-快速
106,1,神田(東京),2021-11-22 14:47:00,2021-11-22 14:47:00,14-45-八王子-快速
107,2,御茶ノ水,2021-11-22 14:49:00,2021-11-22 14:49:00,14-45-八王子-快速
108,3,四ツ谷,2021-11-22 14:54:00,2021-11-22 14:54:00,14-45-八王子-快速
109,4,新宿,2021-11-22 15:02:00,2021-11-22 15:02:00,14-45-八王子-快速
110,5,中野(東京),2021-11-22 15:06:00,2021-11-22 15:06:00,14-45-八王子-快速
111,6,高円寺,2021-11-22 15:08:00,2021-11-22 15:08:00,14-45-八王子-快速
112,7,阿佐ケ谷,2021-11-22 15:09:00,2021-11-22 15:09:00,14-45-八王子-快速
113,8,荻窪,2021-11-22 15:12:00,2021-11-22 15:12:00,14-45-八王子-快速
114,9,西荻窪,2021-11-22 15:14:00,2021-11-22 15:14:00,14-45-八王子-快速
115,10,吉祥寺,2021-11-22 15:16:00,2021-11-22 15:16:00,14-45-八王子-快速
116,11,三鷹,2021-11-22 15:22:00,2021-11-22 15:22:00,14-45-八王子-快速
117,12,武蔵境,2021-11-22 15:24:00,2021-11-22 15:24:00,14-45-八王子-快速
118,13,東小金井,2021-11-22 15:26:00,2021-11-22 15:26:00,14-45-八王子-快速
119,14,武蔵小金井,2021-11-22 15:28:00,2021-11-22 15:28:00,14-45-八王子-快速
120,15,国分寺,2021-11-22 15:31:00,2021-11-22 15:31:00,14-45-八王子-快速
121,16,西国分寺,2021-11-22 15:33:00,2021-11-22 15:33:00,14-45-八王子-快速
122,17,国立,2021-11-22 15:35:00,2021-11-22 15:35:00,14-45-八王子-快速
123,18,立川,2021-11-22 15:39:00,2021-11-22 15:39:00,14-45-八王子-快速
124,19,日野(東京),2021-11-22 15:42:00,2021-11-22 15:42:00,14-45-八王子-快速
125,20,豊田,2021-11-22 15:45:00,2021-11-22 15:45:00,14-45-八王子-快速
126,21,八王子,2021-11-22 15:49:00,,14-45-八王子-快速
127,0,東京,,2021-11-22 11:46:00,11-46-豊田-快速
128,1,神田(東京),2021-11-22 11:48:00,2021-11-22 11:48:00,11-46-豊田-快速
129,2,御茶ノ水,2021-11-22 11:50:00,2021-11-22 11:50:00,11-46-豊田-快速
130,3,四ツ谷,2021-11-22 11:55:00,2021-11-22 11:55:00,11-46-豊田-快速
131,4,新宿,2021-11-22 12:02:00,2021-11-22 12:02:00,11-46-豊田-快速
132,5,中野(東京),2021-11-22 12:07:00,2021-11-22 12:07:00,11-46-豊田-快速
133,6,高円寺,2021-11-22 12:08:00,2021-11-22 12:08:00,11-46-豊田-快速
134,7,阿佐ケ谷,2021-11-22 12:10:00,2021-11-22 12:10:00,11-46-豊田-快速
135,8,荻窪,2021-11-22 12:12:00,2021-11-22 12:12:00,11-46-豊田-快速
136,9,西荻窪,2021-11-22 12:15:00,2021-11-22 12:15:00,11-46-豊田-快速
137,10,吉祥寺,2021-11-22 12:17:00,2021-11-22 12:17:00,11-46-豊田-快速
138,11,三鷹,2021-11-22 12:19:00,2021-11-22 12:19:00,11-46-豊田-快速
139,12,武蔵境,2021-11-22 12:22:00,2021-11-22 12:22:00,11-46-豊田-快速
140,13,東小金井,2021-11-22 12:24:00,2021-11-22 12:24:00,11-46-豊田-快速
141,14,武蔵小金井,2021-11-22 12:26:00,2021-11-22 12:26:00,11-46-豊田-快速
142,15,国分寺,2021-11-22 12:32:00,2021-11-22 12:32:00,11-46-豊田-快速
143,16,西国分寺,2021-11-22 12:34:00,2021-11-22 12:34:00,11-46-豊田-快速
144,17,国立,2021-11-22 12:36:00,2021-11-22 12:36:00,11-46-豊田-快速
145,18,立川,2021-11-22 12:39:00,2021-11-22 12:39:00,11-46-豊田-快速
146,19,日野(東京),2021-11-22 12:42:00,2021-11-22 12:42:00,11-46-豊田-快速
147,20,豊田,2021-11-22 12:46:00,,11-46-豊田-快速
148,0,東京,,2021-11-22 12:45:00,12-45-青梅-快速
149,1,神田(東京),2021-11-22 12:47:00,2021-11-22 12:47:00,12-45-青梅-快速
150,2,御茶ノ水,2021-11-22 12:49:00,2021-11-22 12:49:00,12-45-青梅-快速
151,3,四ツ谷,2021-11-22 12:54:00,2021-11-22 12:54:00,12-45-青梅-快速
152,4,新宿,2021-11-22 13:02:00,2021-11-22 13:02:00,12-45-青梅-快速
153,5,中野(東京),2021-11-22 13:06:00,2021-11-22 13:06:00,12-45-青梅-快速
154,6,高円寺,2021-11-22 13:08:00,2021-11-22 13:08:00,12-45-青梅-快速
155,7,阿佐ケ谷,2021-11-22 13:09:00,2021-11-22 13:09:00,12-45-青梅-快速
156,8,荻窪,2021-11-22 13:12:00,2021-11-22 13:12:00,12-45-青梅-快速
157,9,西荻窪,2021-11-22 13:14:00,2021-11-22 13:14:00,12-45-青梅-快速
158,10,吉祥寺,2021-11-22 13:16:00,2021-11-22 13:16:00,12-45-青梅-快速
159,11,三鷹,2021-11-22 13:23:00,2021-11-22 13:23:00,12-45-青梅-快速
160,12,武蔵境,2021-11-22 13:25:00,2021-11-22 13:25:00,12-45-青梅-快速
161,13,東小金井,2021-11-22 13:27:00,2021-11-22 13:27:00,12-45-青梅-快速
162,14,武蔵小金井,2021-11-22 13:29:00,2021-11-22 13:29:00,12-45-青梅-快速
163,15,国分寺,2021-11-22 13:32:00,2021-11-22 13:32:00,12-45-青梅-快速
164,16,西国分寺,2021-11-22 13:34:00,2021-11-22 13:34:00,12-45-青梅-快速
165,17,国立,2021-11-22 13:36:00,2021-11-22 13:36:00,12-45-青梅-快速
166,18,立川,2021-11-22 13:39:00,2021-11-22 13:39:00,12-45-青梅-快速
167,19,西立川,2021-11-22 13:43:00,2021-11-22 13:43:00,12-45-青梅-快速
168,20,東中神,2021-11-22 13:45:00,2021-11-22 13:45:00,12-45-青梅-快速
169,21,中神,2021-11-22 13:46:00,2021-11-22 13:46:00,12-45-青梅-快速
170,22,昭島,2021-11-22 13:48:00,2021-11-22 13:48:00,12-45-青梅-快速
171,23,拝島,2021-11-22 13:51:00,2021-11-22 13:51:00,12-45-青梅-快速
172,24,牛浜,2021-11-22 13:54:00,2021-11-22 13:54:00,12-45-青梅-快速
173,25,福生,2021-11-22 13:55:00,2021-11-22 13:55:00,12-45-青梅-快速
174,26,羽村,2021-11-22 13:58:00,2021-11-22 13:58:00,12-45-青梅-快速
175,27,小作,2021-11-22 14:01:00,2021-11-22 14:01:00,12-45-青梅-快速
176,28,河辺,2021-11-22 14:04:00,2021-11-22 14:04:00,12-45-青梅-快速
177,29,東青梅,2021-11-22 14:06:00,2021-11-22 14:06:00,12-45-青梅-快速
178,30,青梅,2021-11-22 14:08:00,,12-45-青梅-快速
179,0,東京,,2021-11-22 18:55:00,18-55-大月-通勤快速
180,1,神田(東京),2021-11-22 18:57:00,2021-11-22 18:57:00,18-55-大月-通勤快速
181,2,御茶ノ水,2021-11-22 18:59:00,2021-11-22 18:59:00,18-55-大月-通勤快速
182,3,四ツ谷,2021-11-22 19:04:00,2021-11-22 19:04:00,18-55-大月-通勤快速
183,4,新宿,2021-11-22 19:10:00,2021-11-22 19:10:00,18-55-大月-通勤快速
184,5,中野(東京),2021-11-22 19:14:00,2021-11-22 19:14:00,18-55-大月-通勤快速
185,6,荻窪,2021-11-22 19:19:00,2021-11-22 19:19:00,18-55-大月-通勤快速
186,7,吉祥寺,2021-11-22 19:23:00,2021-11-22 19:23:00,18-55-大月-通勤快速
187,8,三鷹,2021-11-22 19:26:00,2021-11-22 19:26:00,18-55-大月-通勤快速
188,9,国分寺,2021-11-22 19:33:00,2021-11-22 19:33:00,18-55-大月-通勤快速
189,10,立川,2021-11-22 19:39:00,2021-11-22 19:39:00,18-55-大月-通勤快速
190,11,日野(東京),2021-11-22 19:42:00,2021-11-22 19:42:00,18-55-大月-通勤快速
191,12,豊田,2021-11-22 19:45:00,2021-11-22 19:45:00,18-55-大月-通勤快速
192,13,八王子,2021-11-22 19:49:00,2021-11-22 19:49:00,18-55-大月-通勤快速
193,14,西八王子,2021-11-22 19:52:00,2021-11-22 19:52:00,18-55-大月-通勤快速
194,15,高尾(東京),2021-11-22 19:57:00,2021-11-22 20:01:00,18-55-大月-通勤快速
195,16,相模湖,2021-11-22 20:09:00,2021-11-22 20:10:00,18-55-大月-通勤快速
196,17,藤野,2021-11-22 20:14:00,2021-11-22 20:14:00,18-55-大月-通勤快速
197,18,上野原,2021-11-22 20:17:00,2021-11-22 20:18:00,18-55-大月-通勤快速
198,19,四方津,2021-11-22 20:22:00,2021-11-22 20:29:00,18-55-大月-通勤快速
199,20,梁川(山梨),2021-11-22 20:33:00,2021-11-22 20:33:00,18-55-大月-通勤快速
200,21,鳥沢,2021-11-22 20:37:00,2021-11-22 20:37:00,18-55-大月-通勤快速
201,22,猿橋,2021-11-22 20:40:00,2021-11-22 20:41:00,18-55-大月-通勤快速
202,23,大月,2021-11-22 20:44:00,,18-55-大月-通勤快速
203,0,東京,,2021-11-22 08:11:00,08-11-豊田-快速
204,1,神田(東京),2021-11-22 08:13:00,2021-11-22 08:13:00,08-11-豊田-快速
205,2,御茶ノ水,2021-11-22 08:16:00,2021-11-22 08:16:00,08-11-豊田-快速
206,3,四ツ谷,2021-11-22 08:20:00,2021-11-22 08:20:00,08-11-豊田-快速
207,4,新宿,2021-11-22 08:26:00,2021-11-22 08:26:00,08-11-豊田-快速
208,5,中野(東京),2021-11-22 08:30:00,2021-11-22 08:30:00,08-11-豊田-快速
209,6,高円寺,2021-11-22 08:32:00,2021-11-22 08:32:00,08-11-豊田-快速
210,7,阿佐ケ谷,2021-11-22 08:34:00,2021-11-22 08:34:00,08-11-豊田-快速
211,8,荻窪,2021-11-22 08:36:00,2021-11-22 08:36:00,08-11-豊田-快速
212,9,西荻窪,2021-11-22 08:38:00,2021-11-22 08:38:00,08-11-豊田-快速
213,10,吉祥寺,2021-11-22 08:41:00,2021-11-22 08:41:00,08-11-豊田-快速
214,11,三鷹,2021-11-22 08:43:00,2021-11-22 08:43:00,08-11-豊田-快速
215,12,武蔵境,2021-11-22 08:46:00,2021-11-22 08:46:00,08-11-豊田-快速
216,13,東小金井,2021-11-22 08:48:00,2021-11-22 08:48:00,08-11-豊田-快速
217,14,武蔵小金井,2021-11-22 08:54:00,2021-11-22 08:54:00,08-11-豊田-快速
218,15,国分寺,2021-11-22 08:57:00,2021-11-22 08:57:00,08-11-豊田-快速
219,16,西国分寺,2021-11-22 08:59:00,2021-11-22 08:59:00,08-11-豊田-快速
220,17,国立,2021-11-22 09:01:00,2021-11-22 09:01:00,08-11-豊田-快速
221,18,立川,2021-11-22 09:06:00,2021-11-22 09:06:00,08-11-豊田-快速
222,19,日野(東京),2021-11-22 09:09:00,2021-11-22 09:09:00,08-11-豊田-快速
223,20,豊田,2021-11-22 09:13:00,,08-11-豊田-快速
224,0,東京,,2021-11-22 15:33:00,15-33-青梅-快速
225,1,神田(東京),2021-11-22 15:35:00,2021-11-22 15:35:00,15-33-青梅-快速
226,2,御茶ノ水,2021-11-22 15:37:00,2021-11-22 15:37:00,15-33-青梅-快速
227,3,四ツ谷,2021-11-22 15:42:00,2021-11-22 15:42:00,15-33-青梅-快速
228,4,新宿,2021-11-22 15:47:00,2021-11-22 15:47:00,15-33-青梅-快速
229,5,中野(東京),2021-11-22 15:52:00,2021-11-22 15:52:00,15-33-青梅-快速
230,6,高円寺,2021-11-22 15:53:00,2021-11-22 15:53:00,15-33-青梅-快速
231,7,阿佐ケ谷,2021-11-22 15:55:00,2021-11-22 15:55:00,15-33-青梅-快速
232,8,荻窪,2021-11-22 15:57:00,2021-11-22 15:57:00,15-33-青梅-快速
233,9,西荻窪,2021-11-22 16:00:00,2021-11-22 16:00:00,15-33-青梅-快速
234,10,吉祥寺,2021-11-22 16:02:00,2021-11-22 16:02:00,15-33-青梅-快速
235,11,三鷹,2021-11-22 16:07:00,2021-11-22 16:07:00,15-33-青梅-快速
236,12,武蔵境,2021-11-22 16:09:00,2021-11-22 16:09:00,15-33-青梅-快速
237,13,東小金井,2021-11-22 16:11:00,2021-11-22 16:11:00,15-33-青梅-快速
238,14,武蔵小金井,2021-11-22 16:14:00,2021-11-22 16:14:00,15-33-青梅-快速
239,15,国分寺,2021-11-22 16:21:00,2021-11-22 16:21:00,15-33-青梅-快速
240,16,西国分寺,2021-11-22 16:23:00,2021-11-22 16:23:00,15-33-青梅-快速
241,17,国立,2021-11-22 16:25:00,2021-11-22 16:25:00,15-33-青梅-快速
242,18,立川,2021-11-22 16:34:00,2021-11-22 16:34:00,15-33-青梅-快速
243,19,西立川,2021-11-22 16:38:00,2021-11-22 16:38:00,15-33-青梅-快速
244,20,東中神,2021-11-22 16:39:00,2021-11-22 16:39:00,15-33-青梅-快速
245,21,中神,2021-11-22 16:41:00,2021-11-22 16:41:00,15-33-青梅-快速
246,22,昭島,2021-11-22 16:43:00,2021-11-22 16:43:00,15-33-青梅-快速
247,23,拝島,2021-11-22 16:46:00,2021-11-22 16:50:00,15-33-青梅-快速
248,24,牛浜,2021-11-22 16:52:00,2021-11-22 16:52:00,15-33-青梅-快速
249,25,福生,2021-11-22 16:54:00,2021-11-22 16:54:00,15-33-青梅-快速
250,26,羽村,2021-11-22 16:56:00,2021-11-22 16:56:00,15-33-青梅-快速
251,27,小作,2021-11-22 16:59:00,2021-11-22 16:59:00,15-33-青梅-快速
252,28,河辺,2021-11-22 17:02:00,2021-11-22 17:02:00,15-33-青梅-快速
253,29,東青梅,2021-11-22 17:04:00,2021-11-22 17:04:00,15-33-青梅-快速
254,30,青梅,2021-11-22 17:07:00,,15-33-青梅-快速
255,0,東京,,2021-11-22 13:40:00,13-40-青梅-快速
256,1,神田(東京),2021-11-22 13:42:00,2021-11-22 13:42:00,13-40-青梅-快速
257,2,御茶ノ水,2021-11-22 13:44:00,2021-11-22 13:44:00,13-40-青梅-快速
258,3,四ツ谷,2021-11-22 13:49:00,2021-11-22 13:49:00,13-40-青梅-快速
259,4,新宿,2021-11-22 13:54:00,2021-11-22 13:54:00,13-40-青梅-快速
260,5,中野(東京),2021-11-22 13:58:00,2021-11-22 13:58:00,13-40-青梅-快速
261,6,高円寺,2021-11-22 14:00:00,2021-11-22 14:00:00,13-40-青梅-快速
262,7,阿佐ケ谷,2021-11-22 14:02:00,2021-11-22 14:02:00,13-40-青梅-快速
263,8,荻窪,2021-11-22 14:04:00,2021-11-22 14:04:00,13-40-青梅-快速
264,9,西荻窪,2021-11-22 14:06:00,2021-11-22 14:06:00,13-40-青梅-快速
265,10,吉祥寺,2021-11-22 14:09:00,2021-11-22 14:09:00,13-40-青梅-快速
266,11,三鷹,2021-11-22 14:14:00,2021-11-22 14:14:00,13-40-青梅-快速
267,12,武蔵境,2021-11-22 14:16:00,2021-11-22 14:16:00,13-40-青梅-快速
268,13,東小金井,2021-11-22 14:18:00,2021-11-22 14:18:00,13-40-青梅-快速
269,14,武蔵小金井,2021-11-22 14:21:00,2021-11-22 14:21:00,13-40-青梅-快速
270,15,国分寺,2021-11-22 14:29:00,2021-11-22 14:29:00,13-40-青梅-快速
271,16,西国分寺,2021-11-22 14:31:00,2021-11-22 14:31:00,13-40-青梅-快速
272,17,国立,2021-11-22 14:33:00,2021-11-22 14:33:00,13-40-青梅-快速
273,18,立川,2021-11-22 14:39:00,2021-11-22 14:39:00,13-40-青梅-快速
274,19,西立川,2021-11-22 14:42:00,2021-11-22 14:42:00,13-40-青梅-快速
275,20,東中神,2021-11-22 14:44:00,2021-11-22 14:44:00,13-40-青梅-快速
276,21,中神,2021-11-22 14:45:00,2021-11-22 14:45:00,13-40-青梅-快速
277,22,昭島,2021-11-22 14:47:00,2021-11-22 14:47:00,13-40-青梅-快速
278,23,拝島,2021-11-22 14:50:00,2021-11-22 14:51:00,13-40-青梅-快速
279,24,牛浜,2021-11-22 14:53:00,2021-11-22 14:53:00,13-40-青梅-快速
280,25,福生,2021-11-22 14:55:00,2021-11-22 14:55:00,13-40-青梅-快速
281,26,羽村,2021-11-22 14:58:00,2021-11-22 14:58:00,13-40-青梅-快速
282,27,小作,2021-11-22 15:00:00,2021-11-22 15:00:00,13-40-青梅-快速
283,28,河辺,2021-11-22 15:04:00,2021-11-22 15:04:00,13-40-青梅-快速
284,29,東青梅,2021-11-22 15:06:00,2021-11-22 15:06:00,13-40-青梅-快速
285,30,青梅,2021-11-22 15:08:00,,13-40-青梅-快速
286,0,東京,,2021-11-22 20:38:00,20-38-武蔵小金井-快速
287,1,神田(東京),2021-11-22 20:40:00,2021-11-22 20:40:00,20-38-武蔵小金井-快速
288,2,御茶ノ水,2021-11-22 20:43:00,2021-11-22 20:43:00,20-38-武蔵小金井-快速
289,3,四ツ谷,2021-11-22 20:47:00,2021-11-22 20:47:00,20-38-武蔵小金井-快速
290,4,新宿,2021-11-22 20:53:00,2021-11-22 20:53:00,20-38-武蔵小金井-快速
291,5,中野(東京),2021-11-22 20:57:00,2021-11-22 20:57:00,20-38-武蔵小金井-快速
292,6,高円寺,2021-11-22 20:59:00,2021-11-22 20:59:00,20-38-武蔵小金井-快速
293,7,阿佐ケ谷,2021-11-22 21:01:00,2021-11-22 21:01:00,20-38-武蔵小金井-快速
294,8,荻窪,2021-11-22 21:03:00,2021-11-22 21:03:00,20-38-武蔵小金井-快速
295,9,西荻窪,2021-11-22 21:05:00,2021-11-22 21:05:00,20-38-武蔵小金井-快速
296,10,吉祥寺,2021-11-22 21:08:00,2021-11-22 21:08:00,20-38-武蔵小金井-快速
297,11,三鷹,2021-11-22 21:10:00,2021-11-22 21:10:00,20-38-武蔵小金井-快速
298,12,武蔵境,2021-11-22 21:13:00,2021-11-22 21:13:00,20-38-武蔵小金井-快速
299,13,東小金井,2021-11-22 21:15:00,2021-11-22 21:15:00,20-38-武蔵小金井-快速
300,14,武蔵小金井,2021-11-22 21:18:00,,20-38-武蔵小金井-快速
301,0,東京,,2021-11-22 13:29:00,13-29-大月-中央特快
302,1,神田(東京),2021-11-22 13:31:00,2021-11-22 13:31:00,13-29-大月-中央特快
303,2,御茶ノ水,2021-11-22 13:33:00,2021-11-22 13:33:00,13-29-大月-中央特快
