,Unnamed: 0,Station,Arrive,Depart,Train
1888,9,西荻窪,2021-11-22 18:40:00,2021-11-22 18:40:00,18-13-青梅-快速
1889,10,吉祥寺,2021-11-22 18:42:00,2021-11-22 18:42:00,18-13-青梅-快速
1890,11,三鷹,2021-11-22 18:47:00,2021-11-22 18:47:00,18-13-青梅-快速
1891,12,武蔵境,2021-11-22 18:50:00,2021-11-22 18:50:00,18-13-青梅-快速
1892,13,東小金井,2021-11-22 18:52:00,2021-11-22 18:52:00,18-13-青梅-快速
1893,14,武蔵小金井,2021-11-22 18:54:00,2021-11-22 18:54:00,18-13-青梅-快速
1894,15,国分寺,2021-11-22 18:57:00,2021-11-22 18:57:00,18-13-青梅-快速
1895,16,西国分寺,2021-11-22 18:59:00,2021-11-22 18:59:00,18-13-青梅-快速
1896,17,国立,2021-11-22 19:01:00,2021-11-22 19:01:00,18-13-青梅-快速
1897,18,立川,2021-11-22 19:10:00,2021-11-22 19:10:00,18-13-青梅-快速
1898,19,西立川,2021-11-22 19:16:00,2021-11-22 19:16:00,18-13-青梅-快速
1899,20,東中神,2021-11-22 19:18:00,2021-11-22 19:18:00,18-13-青梅-快速
1900,21,中神,2021-11-22 19:20:00,2021-11-22 19:20:00,18-13-青梅-快速
1901,22,昭島,2021-11-22 19:23:00,2021-11-22 19:23:00,18-13-青梅-快速
1902,23,拝島,2021-11-22 19:26:00,2021-11-22 19:26:00,18-13-青梅-快速
1903,24,牛浜,2021-11-22 19:29:00,2021-11-22 19:29:00,18-13-青梅-快速
1904,25,福生,2021-11-22 19:31:00,2021-11-22 19:31:00,18-13-青梅-快速
1905,26,羽村,2021-11-22 19:34:00,2021-11-22 19:34:00,18-13-青梅-快速
1906,27,小作,2021-11-22 19:37:00,2021-11-22 19:37:00,18-13-青梅-快速
1907,28,河辺,2021-11-22 19:40:00,2021-11-22 19:40:00,18-13-青梅-快速
1908,29,東青梅,2021-11-22 19:42:00,2021-11-22 19:42:00,18-13-青梅-快速
1909,30,青梅,2021-11-22 19:45:00,,18-13-青梅-快速
1910,0,東京,,2021-11-22 14:07:00,14-07-高尾-中央特快
1911,1,神田(東京),2021-11-22 14:09:00,2021-11-22 14:09:00,14-07-高尾-中央特快
1912,2,御茶ノ水,2021-11-22 14:11:00,2021-11-22 14:11:00,14-07-高尾-中央特快
1913,3,四ツ谷,2021-11-22 14:16:00,2021-11-22 14:16:00,14-07-高尾-中央特快
1914,4,新宿,2021-11-22 14:22:00,2021-11-22 14:22:00,14-07-高尾-中央特快
1915,5,中野(東京),2021-11-22 14:26:00,2021-11-22 14:26:00,14-07-高尾-中央特快
1916,6,三鷹,2021-11-22 14:35:00,2021-11-22 14:35:00,14-07-高尾-中央特快
1917,7,国分寺,2021-11-22 14:41:00,2021-11-22 14:41:00,14-07-高尾-中央特快
1918,8,立川,2021-11-22 14:46:00,2021-11-22 14:46:00,14-07-高尾-中央特快
1919,9,日野(東京),2021-11-22 14:49:00,2021-11-22 14:49:00,14-07-高尾-中央特快
1920,10,豊田,2021-11-22 14:53:00,2021-11-22 14:53:00,14-07-高尾-中央特快
1921,11,八王子,2021-11-22 14:57:00,2021-11-22 14:57:00,14-07-高尾-中央特快
1922,12,西八王子,2021-11-22 15:00:00,2021-11-22 15:00:00,14-07-高尾-中央特快
1923,13,高尾(東京),2021-11-22 15:04:00,,14-07-高尾-中央特快
1924,0,東京,,2021-11-22 22:32:00,22-32-高尾-快速
1925,1,神田(東京),2021-11-22 22:34:00,2021-11-22 22:34:00,22-32-高尾-快速
1926,2,御茶ノ水,2021-11-22 22:36:00,2021-11-22 22:36:00,22-32-高尾-快速
1927,3,四ツ谷,2021-11-22 22:41:00,2021-11-22 22:41:00,22-32-高尾-快速
1928,4,新宿,2021-11-22 22:47:00,2021-11-22 22:47:00,22-32-高尾-快速
1929,5,中野(東京),2021-11-22 22:51:00,2021-11-22 22:51:00,22-32-高尾-快速
1930,6,高円寺,2021-11-22 22:53:00,2021-11-22 22:53:00,22-32-高尾-快速
1931,7,阿佐ケ谷,2021-11-22 22:55:00,2021-11-22 22:55:00,22-32-高尾-快速
1932,8,荻窪,2021-11-22 22:57:00,2021-11-22 22:57:00,22-32-高尾-快速
1933,9,西荻窪,2021-11-22 22:59:00,2021-11-22 22:59:00,22-32-高尾-快速
1934,10,吉祥寺,2021-11-22 23:01:00,2021-11-22 23:01:00,22-32-高尾-快速
1935,11,三鷹,2021-11-22 23:07:00,2021-11-22 23:07:00,22-32-高尾-快速
1936,12,武蔵境,2021-11-22 23:10:00,2021-11-22 23:10:00,22-32-高尾-快速
1937,13,東小金井,2021-11-22 23:12:00,2021-11-22 23:12:00,22-32-高尾-快速
1938,14,武蔵小金井,2021-11-22 23:14:00,2021-11-22 23:14:00,22-32-高尾-快速
1939,15,国分寺,2021-11-22 23:20:00,2021-11-22 23:20:00,22-32-高尾-快速
1940,16,西国分寺,2021-11-22 23:22:00,2021-11-22 23:22:00,22-32-高尾-快速
1941,17,国立,2021-11-22 23:24:00,2021-11-22 23:24:00,22-32-高尾-快速
1942,18,立川,2021-11-22 23:29:00,2021-11-22 23:29:00,22-32-高尾-快速
1943,19,日野(東京),2021-11-22 23:32:00,2021-11-22 23:32:00,22-32-高尾-快速
1944,20,豊田,2021-11-22 23:36:00,2021-11-22 23:36:00,22-32-高尾-快速
1945,21,八王子,2021-11-22 23:40:00,2021-11-22 23:40:00,22-32-高尾-快速
1946,22,西八王子,2021-11-22 23:43:00,2021-11-22 23:43:00,22-32-高尾-快速
1947,23,高尾(東京),2021-11-22 23:47:00,,22-32-高尾-快速
1948,0,東京,,2021-11-22 04:59:00,04-59-高尾-快速
1949,1,神田(東京),2021-11-22 05:01:00,2021-11-22 05:01:00,04-59-高尾-快速
1950,2,御茶ノ水,2021-11-22 05:05:00,2021-11-22 05:05:00,04-59-高尾-快速
1951,3,四ツ谷,2021-11-22 05:09:00,2021-11-22 05:09:00,04-59-高尾-快速
1952,4,新宿,2021-11-22 05:16:00,2021-11-22 05:16:00,04-59-高尾-快速
1953,5,中野(東京),2021-11-22 05:20:00,2021-11-22 05:20:00,04-59-高尾-快速
1954,6,高円寺,2021-11-22 05:22:00,2021-11-22 05:22:00,04-59-高尾-快速
1955,7,阿佐ケ谷,2021-11-22 05:24:00,2021-11-22 05:24:00,04-59-高尾-快速
1956,8,荻窪,2021-11-22 05:26:00,2021-11-22 05:26:00,04-59-高尾-快速
1957,9,西荻窪,2021-11-22 05:28:00,2021-11-22 05:28:00,04-59-高尾-快速
1958,10,吉祥寺,2021-11-22 05:30:00,2021-11-22 05:30:00,04-59-高尾-快速
1959,11,三鷹,2021-11-22 05:34:00,2021-11-22 05:34:00,04-59-高尾-快速
1960,12,武蔵境,2021-11-22 05:36:00,2021-11-22 05:36:00,04-59-高尾-快速
1961,13,東小金井,2021-11-22 05:38:00,2021-11-22 05:38:00,04-59-高尾-快速
1962,14,武蔵小金井,2021-11-22 05:42:00,2021-11-22 05:42:00,04-59-高尾-快速
1963,15,国分寺,2021-11-22 05:44:00,2021-11-22 05:44:00,04-59-高尾-快速
1964,16,西国分寺,2021-11-22 05:46:00,2021-11-22 05:46:00,04-59-高尾-快速
1965,17,国立,2021-11-22 05:49:00,2021-11-22 05:49:00,04-59-高尾-快速
1966,18,立川,2021-11-22 05:53:00,2021-11-22 05:53:00,04-59-高尾-快速
1967,19,日野(東京),2021-11-22 05:56:00,2021-11-22 05:56:00,04-59-高尾-快速
1968,20,豊田,2021-11-22 06:00:00,2021-11-22 06:00:00,04-59-高尾-快速
1969,21,八王子,2021-11-22 06:04:00,2021-11-22 06:04:00,04-59-高尾-快速
1970,22,西八王子,2021-11-22 06:07:00,2021-11-22 06:07:00,04-59-高尾-快速
1971,23,高尾(東京),2021-11-22 06:11:00,,04-59-高尾-快速
1972,0,東京,,2021-11-22 00:05:00,00-05-武蔵小金井-快速
1973,1,神田(東京),2021-11-22 00:07:00,2021-11-22 00:07:00,00-05-武蔵小金井-快速
1974,2,御茶ノ水,2021-11-22 00:09:00,2021-11-22 00:09:00,00-05-武蔵小金井-快速
1975,3,四ツ谷,2021-11-22 00:14:00,2021-11-22 00:14:00,00-05-武蔵小金井-快速
1976,4,新宿,2021-11-22 00:20:00,2021-11-22 00:20:00,00-05-武蔵小金井-快速
1977,5,中野(東京),2021-11-22 00:24:00,2021-11-22 00:24:00,00-05-武蔵小金井-快速
1978,6,高円寺,2021-11-22 00:26:00,2021-11-22 00:26:00,00-05-武蔵小金井-快速
1979,7,阿佐ケ谷,2021-11-22 00:28:00,2021-11-22 00:28:00,00-05-武蔵小金井-快速
1980,8,荻窪,2021-11-22 00:30:00,2021-11-22 00:30:00,00-05-武蔵小金井-快速
1981,9,西荻窪,2021-11-22 00:32:00,2021-11-22 00:32:00,00-05-武蔵小金井-快速
1982,10,吉祥寺,2021-11-22 00:35:00,2021-11-22 00:35:00,00-05-武蔵小金井-快速
1983,11,三鷹,2021-11-22 00:37:00,2021-11-22 00:37:00,00-05-武蔵小金井-快速
1984,12,武蔵境,2021-11-22 00:40:00,2021-11-22 00:40:00,00-05-武蔵小金井-快速
1985,13,東小金井,2021-11-22 00:42:00,2021-11-22 00:42:00,00-05-武蔵小金井-快速
1986,14,武蔵小金井,2021-11-22 00:45:00,,00-05-武蔵小金井-快速
1987,0,東京,,2021-11-22 10:52:00,10-52-立川-快速
1988,1,神田(東京),2021-11-22 10:54:00,2021-11-22 10:54:00,10-52-立川-快速
1989,2,御茶ノ水,2021-11-22 10:58:00,2021-11-22 10:58:00,10-52-立川-快速
1990,3,四ツ谷,2021-11-22 11:03:00,2021-11-22 11:03:00,10-52-立川-快速
1991,4,新宿,2021-11-22 11:11:00,2021-11-22 11:11:00,10-52-立川-快速
1992,5,中野(東京),2021-11-22 11:15:00,2021-11-22 11:15:00,10-52-立川-快速
1993,6,高円寺,2021-11-22 11:17:00,2021-11-22 11:17:00,10-52-立川-快速
1994,7,阿佐ケ谷,2021-11-22 11:19:00,2021-11-22 11:19:00,10-52-立川-快速
1995,8,荻窪,2021-11-22 11:21:00,2021-11-22 11:21:00,10-52-立川-快速
1996,9,西荻窪,2021-11-22 11:23:00,2021-11-22 11:23:00,10-52-立川-快速
1997,10,吉祥寺,2021-11-22 11:25:00,2021-11-22 11:25:00,10-52-立川-快速
1998,11,三鷹,2021-11-22 11:28:00,2021-11-22 11:28:00,10-52-立川-快速
1999,12,武蔵境,2021-11-22 11:30:00,2021-11-22 11:30:00,10-52-立川-快速
2000,13,東小金井,2021-11-22 11:32:00,2021-11-22 11:32:00,10-52-立川-快速
2001,14,武蔵小金井,2021-11-22 11:35:00,2021-11-22 11:35:00,10-52-立川-快速
2002,15,国分寺,2021-11-22 11:37:00,2021-11-22 11:37:00,10-52-立川-快速
2003,16,西国分寺,2021-11-22 11:39:00,2021-11-22 11:39:00,10-52-立川-快速
2004,17,国立,2021-11-22 11:41:00,2021-11-22 11:41:00,10-52-立川-快速
2005,18,立川,2021-11-22 11:45:00,,10-52-立川-快速
2006,0,東京,,2021-11-22 12:11:00,12-11-青梅-快速
2007,1,神田(東京),2021-11-22 12:13:00,2021-11-22 12:13:00,12-11-青梅-快速
2008,2,御茶ノ水,2021-11-22 12:15:00,2021-11-22 12:15:00,12-11-青梅-快速
2009,3,四ツ谷,2021-11-22 12:20:00,2021-11-22 12:20:00,12-11-青梅-快速
2010,4,新宿,2021-11-22 12:25:00,2021-11-22 12:25:00,12-11-青梅-快速
2011,5,中野(東京),2021-11-22 12:29:00,2021-11-22 12:29:00,12-11-青梅-快速
2012,6,高円寺,2021-11-22 12:31:00,2021-11-22 12:31:00,12-11-青梅-快速
2013,7,阿佐ケ谷,2021-11-22 12:33:00,2021-11-22 12:33:00,12-11-青梅-快速
2014,8,荻窪,2021-11-22 12:35:00,2021-11-22 12:35:00,12-11-青梅-快速
2015,9,西荻窪,2021-11-22 12:37:00,2021-11-22 12:37:00,12-11-青梅-快速
2016,10,吉祥寺,2021-11-22 12:39:00,2021-11-22 12:39:00,12-11-青梅-快速
2017,11,三鷹,2021-11-22 12:45:00,2021-11-22 12:45:00,12-11-青梅-快速
2018,12,武蔵境,2021-11-22 12:47:00,2021-11-22 12:47:00,12-11-青梅-快速
2019,13,東小金井,2021-11-22 12:49:00,2021-11-22 12:49:00,12-11-青梅-快速
2020,14,武蔵小金井,2021-11-22 12:51:00,2021-11-22 12:51:00,12-11-青梅-快速
2021,15,国分寺,2021-11-22 12:58:00,2021-11-22 12:58:00,12-11-青梅-快速
2022,16,西国分寺,2021-11-22 13:00:00,2021-11-22 13:00:00,12-11-青梅-快速
2023,17,国立,2021-11-22 13:02:00,2021-11-22 13:02:00,12-11-青梅-快速
2024,18,立川,2021-11-22 13:05:00,2021-11-22 13:05:00,12-11-青梅-快速
2025,19,西立川,2021-11-22 13:09:00,2021-11-22 13:09:00,12-11-青梅-快速
2026,20,東中神,2021-11-22 13:10:00,2021-11-22 13:10:00,12-11-青梅-快速
2027,21,中神,2021-11-22 13:12:00,2021-11-22 13:12:00,12-11-青梅-快速
2028,22,昭島,2021-11-22 13:14:00,2021-11-22 13:14:00,12-11-青梅-快速
2029,23,拝島,2021-11-22 13:17:00,2021-11-22 13:19:00,12-11-青梅-快速
2030,24,牛浜,2021-11-22 13:22:00,2021-11-22 13:22:00,12-11-青梅-快速
2031,25,福生,2021-11-22 13:24:00,2021-11-22 13:24:00,12-11-青梅-快速
2032,26,羽村,2021-11-22 13:26:00,2021-11-22 13:26:00,12-11-青梅-快速
2033,27,小作,2021-11-22 13:29:00,2021-11-22 13:29:00,12-11-青梅-快速
2034,28,河辺,2021-11-22 13:32:00,2021-11-22 13:32:00,12-11-青梅-快速
2035,29,東青梅,2021-11-22 13:34:00,2021-11-22 13:34:00,12-11-青梅-快速
2036,30,青梅,2021-11-22 13:37:00,,12-11-青梅-快速
2037,0,東京,,2021-11-22 05:45:00,05-45-高尾-快速
2038,1,神田(東京),2021-11-22 05:47:00,2021-11-22 05:47:00,05-45-高尾-快速
2039,2,御茶ノ水,2021-11-22 05:49:00,2021-11-22 05:49:00,05-45-高尾-快速
2040,3,四ツ谷,2021-11-22 05:54:00,2021-11-22 05:54:00,05-45-高尾-快速
2041,4,新宿,2021-11-22 05:59:00,2021-11-22 05:59:00,05-45-高尾-快速
2042,5,中野(東京),2021-11-22 06:03:00,2021-11-22 06:03:00,05-45-高尾-快速
2043,6,高円寺,2021-11-22 06:05:00,2021-11-22 06:05:00,05-45-高尾-快速
2044,7,阿佐ケ谷,2021-11-22 06:07:00,2021-11-22 06:07:00,05-45-高尾-快速
2045,8,荻窪,2021-11-22 06:09:00,2021-11-22 06:09:00,05-45-高尾-快速
2046,9,西荻窪,2021-11-22 06:11:00,2021-11-22 06:11:00,05-45-高尾-快速
2047,10,吉祥寺,2021-11-22 06:14:00,2021-11-22 06:14:00,05-45-高尾-快速
2048,11,三鷹,2021-11-22 06:16:00,2021-11-22 06:16:00,05-45-高尾-快速
2049,12,武蔵境,2021-11-22 06:19:00,2021-11-22 06:19:00,05-45-高尾-快速
2050,13,東小金井,2021-11-22 06:21:00,2021-11-22 06:21:00,05-45-高尾-快速
2051,14,武蔵小金井,2021-11-22 06:24:00,2021-11-22 06:24:00,05-45-高尾-快速
2052,15,国分寺,2021-11-22 06:26:00,2021-11-22 06:26:00,05-45-高尾-快速
2053,16,西国分寺,2021-11-22 06:28:00,2021-11-22 06:28:00,05-45-高尾-快速
2054,17,国立,2021-11-22 06:31:00,2021-11-22 06:31:00,05-45-高尾-快速
2055,18,立川,2021-11-22 06:34:00,2021-11-22 06:34:00,05-45-高尾-快速
2056,19,日野(東京),2021-11-22 06:37:00,2021-11-22 06:37:00,05-45-高尾-快速
2057,20,豊田,2021-11-22 06:40:00,2021-11-22 06:40:00,05-45-高尾-快速
2058,21,八王子,2021-11-22 06:46:00,2021-11-22 06:46:00,05-45-高尾-快速
2059,22,西八王子,2021-11-22 06:49:00,2021-11-22 06:49:00,05-45-高尾-快速
2060,23,高尾(東京),2021-11-22 06:53:00,,05-45-高尾-快速
2061,0,東京,,2021-11-22 16:10:00,16-10-青梅-快速
2062,1,神田(東京),2021-11-22 16:12:00,2021-11-22 16:12:00,16-10-青梅-快速
2063,2,御茶ノ水,2021-11-22 16:14:00,2021-11-22 16:14:00,16-10-青梅-快速
2064,3,四ツ谷,2021-11-22 16:19:00,2021-11-22 16:19:00,16-10-青梅-快速
2065,4,新宿,2021-11-22 16:24:00,2021-11-22 16:24:00,16-10-青梅-快速
2066,5,中野(東京),2021-11-22 16:28:00,2021-11-22 16:28:00,16-10-青梅-快速
2067,6,高円寺,2021-11-22 16:30:00,2021-11-22 16:30:00,16-10-青梅-快速
2068,7,阿佐ケ谷,2021-11-22 16:32:00,2021-11-22 16:32:00,16-10-青梅-快速
2069,8,荻窪,2021-11-22 16:34:00,2021-11-22 16:34:00,16-10-青梅-快速
2070,9,西荻窪,2021-11-22 16:36:00,2021-11-22 16:36:00,16-10-青梅-快速
2071,10,吉祥寺,2021-11-22 16:39:00,2021-11-22 16:39:00,16-10-青梅-快速
2072,11,三鷹,2021-11-22 16:44:00,2021-11-22 16:44:00,16-10-青梅-快速
2073,12,武蔵境,2021-11-22 16:47:00,2021-11-22 16:47:00,16-10-青梅-快速
2074,13,東小金井,2021-11-22 16:49:00,2021-11-22 16:49:00,16-10-青梅-快速
2075,14,武蔵小金井,2021-11-22 16:52:00,2021-11-22 16:52:00,16-10-青梅-快速
2076,15,国分寺,2021-11-22 16:57:00,2021-11-22 16:57:00,16-10-青梅-快速
2077,16,西国分寺,2021-11-22 16:59:00,2021-11-22 16:59:00,16-10-青梅-快速
2078,17,国立,2021-11-22 17:01:00,2021-11-22 17:01:00,16-10-青梅-快速
2079,18,立川,2021-11-22 17:10:00,2021-11-22 17:10:00,16-10-青梅-快速
2080,19,西立川,2021-11-22 17:14:00,2021-11-22 17:14:00,16-10-青梅-快速
2081,20,東中神,2021-11-22 17:16:00,2021-11-22 17:16:00,16-10-青梅-快速
2082,21,中神,2021-11-22 17:18:00,2021-11-22 17:18:00,16-10-青梅-快速
2083,22,昭島,2021-11-22 17:20:00,2021-11-22 17:20:00,16-10-青梅-快速
2084,23,拝島,2021-11-22 17:24:00,2021-11-22 17:27:00,16-10-青梅-快速
2085,24,牛浜,2021-11-22 17:30:00,2021-11-22 17:30:00,16-10-青梅-快速
2086,25,福生,2021-11-22 17:32:00,2021-11-22 17:32:00,16-10-青梅-快速
2087,26,羽村,2021-11-22 17:35:00,2021-11-22 17:35:00,16-10-青梅-快速
2088,27,小作,2021-11-22 17:38:00,2021-11-22 17:38:00,16-10-青梅-快速
2089,28,河辺,2021-11-22 17:41:00,2021-11-22 17:41:00,16-10-青梅-快速
2090,29,東青梅,2021-11-22 17:43:00,2021-11-22 17:43:00,16-10-青梅-快速
2091,30,青梅,2021-11-22 17:46:00,,16-10-青梅-快速
2092,0,東京,,2021-11-22 14:15:00,14-15-高尾-快速
2093,1,神田(東京),2021-11-22 14:17:00,2021-11-22 14:17:00,14-15-高尾-快速
2094,2,御茶ノ水,2021-11-22 14:19:00,2021-11-22 14:19:00,14-15-高尾-快速
2095,3,四ツ谷,2021-11-22 14:24:00,2021-11-22 14:24:00,14-15-高尾-快速
2096,4,新宿,2021-11-22 14:31:00,2021-11-22 14:31:00,14-15-高尾-快速
2097,5,中野(東京),2021-11-22 14:36:00,2021-11-22 14:36:00,14-15-高尾-快速
2098,6,高円寺,2021-11-22 14:37:00,2021-11-22 14:37:00,14-15-高尾-快速
2099,7,阿佐ケ谷,2021-11-22 14:39:00,2021-11-22 14:39:00,14-15-高尾-快速
2100,8,荻窪,2021-11-22 14:41:00,2021-11-22 14:41:00,14-15-高尾-快速
2101,9,西荻窪,2021-11-22 14:44:00,2021-11-22 14:44:00,14-15-高尾-快速
2102,10,吉祥寺,2021-11-22 14:46:00,2021-11-22 14:46:00,14-15-高尾-快速
2103,11,三鷹,2021-11-22 14:52:00,2021-11-22 14:52:00,14-15-高尾-快速
2104,12,武蔵境,2021-11-22 14:54:00,2021-11-22 14:54:00,14-15-高尾-快速
2105,13,東小金井,2021-11-22 14:56:00,2021-11-22 14:56:00,14-15-高尾-快速
2106,14,武蔵小金井,2021-11-22 14:59:00,2021-11-22 14:59:00,14-15-高尾-快速
2107,15,国分寺,2021-11-22 15:05:00,2021-11-22 15:05:00,14-15-高尾-快速
2108,16,西国分寺,2021-11-22 15:07:00,2021-11-22 15:07:00,14-15-高尾-快速
2109,17,国立,2021-11-22 15:09:00,2021-11-22 15:09:00,14-15-高尾-快速
2110,18,立川,2021-11-22 15:14:00,2021-11-22 15:14:00,14-15-高尾-快速
2111,19,日野(東京),2021-11-22 15:17:00,2021-11-22 15:17:00,14-15-高尾-快速
2112,20,豊田,2021-11-22 15:20:00,2021-11-22 15:20:00,14-15-高尾-快速
2113,21,八王子,2021-11-22 15:24:00,2021-11-22 15:24:00,14-15-高尾-快速
2114,22,西八王子,2021-11-22 15:27:00,2021-11-22 15:27:00,14-15-高尾-快速
2115,23,高尾(東京),2021-11-22 15:31:00,,14-15-高尾-快速
2116,0,東京,,2021-11-22 17:54:00,17-54-武蔵小金井-快速
2117,1,神田(東京),2021-11-22 17:56:00,2021-11-22 17:56:00,17-54-武蔵小金井-快速
2118,2,御茶ノ水,2021-11-22 17:59:00,2021-11-22 17:59:00,17-54-武蔵小金井-快速
2119,3,四ツ谷,2021-11-22 18:04:00,2021-11-22 18:04:00,17-54-武蔵小金井-快速
2120,4,新宿,2021-11-22 18:09:00,2021-11-22 18:09:00,17-54-武蔵小金井-快速
2121,5,中野(東京),2021-11-22 18:14:00,2021-11-22 18:14:00,17-54-武蔵小金井-快速
2122,6,高円寺,2021-11-22 18:16:00,2021-11-22 18:16:00,17-54-武蔵小金井-快速
2123,7,阿佐ケ谷,2021-11-22 18:17:00,2021-11-22 18:17:00,17-54-武蔵小金井-快速
2124,8,荻窪,2021-11-22 18:20:00,2021-11-22 18:20:00,17-54-武蔵小金井-快速
2125,9,西荻窪,2021-11-22 18:22:00,2021-11-22 18:22:00,17-54-武蔵小金井-快速
2126,10,吉祥寺,2021-11-22 18:24:00,2021-11-22 18:24:00,17-54-武蔵小金井-快速
2127,11,三鷹,2021-11-22 18:28:00,2021-11-22 18:28:00,17-54-武蔵小金井-快速
2128,12,武蔵境,2021-11-22 18:30:00,2021-11-22 18:30:00,17-54-武蔵小金井-快速
2129,13,東小金井,2021-11-22 18:32:00,2021-11-22 18:32:00,17-54-武蔵小金井-快速
2130,14,武蔵小金井,2021-11-22 18:35:00,,17-54-武蔵小金井-快速
2131,0,東京,,2021-11-22 18:00:00,18-00-八王子-はちおうじ
2132,1,新宿,2021-11-22 18:13:00,2021-11-22 18:15:00,18-00-八王子-はちおうじ
2133,2,立川,2021-11-22 18:43:00,2021-11-22 18:45:00,18-00-八王子-はちおうじ
2134,3,八王子,2021-11-22 18:54:00,,18-00-八王子-はちおうじ
2135,0,東京,,2021-11-22 07:03:00,07-03-高尾-快速
2136,1,神田(東京),2021-11-22 07:05:00,2021-11-22 07:05:00,07-03-高尾-快速
2137,2,御茶ノ水,2021-11-22 07:07:00,2021-11-22 07:07:00,07-03-高尾-快速
2138,3,四ツ谷,2021-11-22 07:12:00,2021-11-22 07:12:00,07-03-高尾-快速
2139,4,新宿,2021-11-22 07:17:00,2021-11-22 07:17:00,07-03-高尾-快速
2140,5,中野(東京),2021-11-22 07:21:00,2021-11-22 07:21:00,07-03-高尾-快速
2141,6,高円寺,2021-11-22 07:23:00,2021-11-22 07:23:00,07-03-高尾-快速
2142,7,阿佐ケ谷,2021-11-22 07:25:00,2021-11-22 07:25:00,07-03-高尾-快速
2143,8,荻窪,2021-11-22 07:27:00,2021-11-22 07:27:00,07-03-高尾-快速
2144,9,西荻窪,2021-11-22 07:30:00,2021-11-22 07:30:00,07-03-高尾-快速
2145,10,吉祥寺,2021-11-22 07:32:00,2021-11-22 07:32:00,07-03-高尾-快速
2146,11,三鷹,2021-11-22 07:35:00,2021-11-22 07:35:00,07-03-高尾-快速
2147,12,武蔵境,2021-11-22 07:37:00,2021-11-22 07:37:00,07-03-高尾-快速
2148,13,東小金井,2021-11-22 07:39:00,2021-11-22 07:39:00,07-03-高尾-快速
2149,14,武蔵小金井,2021-11-22 07:42:00,2021-11-22 07:42:00,07-03-高尾-快速
2150,15,国分寺,2021-11-22 07:47:00,2021-11-22 07:47:00,07-03-高尾-快速
2151,16,西国分寺,2021-11-22 07:49:00,2021-11-22 07:49:00,07-03-高尾-快速
2152,17,国立,2021-11-22 07:51:00,2021-11-22 07:51:00,07-03-高尾-快速
2153,18,立川,2021-11-22 07:55:00,2021-11-22 07:55:00,07-03-高尾-快速
2154,19,日野(東京),2021-11-22 07:58:00,2021-11-22 07:58:00,07-03-高尾-快速
2155,20,豊田,2021-11-22 08:01:00,2021-11-22 08:01:00,07-03-高尾-快速
2156,21,八王子,2021-11-22 08:07:00,2021-11-22 08:07:00,07-03-高尾-快速
2157,22,西八王子,2021-11-22 08:10:00,2021-11-22 08:10:00,07-03-高尾-快速
2158,23,高尾(東京),2021-11-22 08:14:00,,07-03-高尾-快速
2159,0,東京,,2021-11-22 08:16:00,08-16-武蔵小金井-快速
2160,1,神田(東京),2021-11-22 08:18:00,2021-11-22 08:18:00,08-16-武蔵小金井-快速
2161,2,御茶ノ水,2021-11-22 08:21:00,2021-11-22 08:21:00,08-16-武蔵小金井-快速
2162,3,四ツ谷,2021-11-22 08:25:00,2021-11-22 08:25:00,08-16-武蔵小金井-快速
2163,4,新宿,2021-11-22 08:32:00,2021-11-22 08:32:00,08-16-武蔵小金井-快速
2164,5,中野(東京),2021-11-22 08:36:00,2021-11-22 08:36:00,08-16-武蔵小金井-快速
2165,6,高円寺,2021-11-22 08:38:00,2021-11-22 08:38:00,08-16-武蔵小金井-快速
2166,7,阿佐ケ谷,2021-11-22 08:40:00,2021-11-22 08:40:00,08-16-武蔵小金井-快速
2167,8,荻窪,2021-11-22 08:42:00,2021-11-22 08:42:00,08-16-武蔵小金井-快速
2168,9,西荻窪,2021-11-22 08:45:00,2021-11-22 08:45:00,08-16-武蔵小金井-快速
2169,10,吉祥寺,2021-11-22 08:47:00,2021-11-22 08:47:00,08-16-武蔵小金井-快速
2170,11,三鷹,2021-11-22 08:50:00,2021-11-22 08:50:00,08-16-武蔵小金井-快速
2171,12,武蔵境,2021-11-22 08:52:00,2021-11-22 08:52:00,08-16-武蔵小金井-快速
2172,13,東小金井,2021-11-22 08:54:00,2021-11-22 08:54:00,08-16-武蔵小金井-快速
2173,14,武蔵小金井,2021-11-22 08:57:00,,08-16-武蔵小金井-快速
2174,0,東京,,2021-11-22 22:50:00,22-50-高尾-中央特快
2175,1,神田(東京),2021-11-22 22:52:00,2021-11-22 22:52:00,22-50-高尾-中央特快
2176,2,御茶ノ水,2021-11-22 22:54:00,2021-11-22 22:54:00,22-50-高尾-中央特快
2177,3,四ツ谷,2021-11-22 22:59:00,2021-11-22 22:59:00,22-50-高尾-中央特快
2178,4,新宿,2021-11-22 23:06:00,2021-11-22 23:06:00,22-50-高尾-中央特快
2179,5,中野(東京),2021-11-22 23:10:00,2021-11-22 23:10:00,22-50-高尾-中央特快
2180,6,三鷹,2021-11-22 23:21:00,2021-11-22 23:21:00,22-50-高尾-中央特快
2181,7,国分寺,2021-11-22 23:28:00,2021-11-22 23:28:00,22-50-高尾-中央特快
2182,8,立川,2021-11-22 23:35:00,2021-11-22 23:35:00,22-50-高尾-中央特快
2183,9,日野(東京),2021-11-22 23:38:00,2021-11-22 23:38:00,22-50-高尾-中央特快
2184,10,豊田,2021-11-22 23:41:00,2021-11-22 23:41:00,22-50-高尾-中央特快
